Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"3,818,000","4,148,000","4,016,000","6,886,000","4,001,000","3,252,000","3,220,000","1,815,000","444,000","168,000","154,000","184,000","192,000","190,000","188,000","169,000","124,000","74,000","102,000","115,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,"-131,000","-384,000","-155,000","-250,000","-328,000","1,248,000",-,-,"-100,000","-163,000","-47,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-201,000","-388,000","-53,000","-54,000","4,000","149,000","-328,000","-3,835,000","1,862,000","1,217,000","158,000","-339,000","506,000","-13,000","430,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-1,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,120,000","-17,366,000","-25,649,000","-11,445,000","-15,329,000","-51,973,000","16,904,000","118,642,000","-35,266,000","-21,563,000","-51,169,000","-38,663,000","-54,084,000","-54,581,000","-56,346,000","-31,104,000","-21,004,000","-10,263,000","-9,777,000","-13,389,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,"33,953,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,120,000","-17,366,000","-26,449,000","-11,445,000","-15,329,000","-51,973,000","50,857,000","118,642,000","-35,266,000","-21,563,000","-51,169,000","-38,663,000","-54,084,000","-54,581,000","-56,346,000","-31,104,000","-21,004,000","-10,263,000","-9,777,000","-10,989,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-217,000","-150,000","368,000","262,000","893,000","577,000","103,000","1,295,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-6,903,000","-17,216,000","-26,817,000","-11,707,000","-16,222,000","-52,550,000","50,754,000","117,347,000","-35,266,000","-21,563,000","-51,169,000","-38,663,000","-54,084,000","-54,581,000","-56,346,000","-31,104,000","-21,004,000","-10,263,000","-9,777,000","-10,989,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,903,000","-17,216,000","-26,817,000","-11,707,000","-16,222,000","-52,550,000","50,754,000","117,347,000","-35,266,000","-21,563,000","-51,169,000","-38,663,000","-54,084,000","-54,581,000","-56,346,000","-31,104,000","-21,004,000","-10,263,000","-9,777,000","-10,989,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"27,062,000","26,967,000","26,879,000","26,628,000","26,574,000","26,563,000","26,555,000","26,508,000","26,467,000","26,425,000","26,376,000","26,359,000","26,338,000","26,323,000","26,243,000","24,886,000","22,938,000","18,794,000","14,521,000","14,505,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"27,062,000","26,967,000","26,879,000","26,628,000","26,574,000","26,563,000","27,149,000","27,080,000","26,467,000","26,425,000","26,376,000","26,359,000","26,338,000","26,323,000","26,243,000","24,886,000","22,938,000","18,794,000","14,521,000","14,505,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.836%,1.521%,-0.995%,-1.669%,0.404%,0.522%,2.931%,2.735%,0.490%,0.387%,0.507%,5.919%,14.823%,40.061%,80.724%,71.568%,73.760%,80.503%,43.843%,43.628%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.255,-0.638,-0.998,-0.440,-0.610,-1.978,1.911,4.427,-1.332,-0.816,-1.940,-1.467,-2.053,-2.074,-2.147,-1.250,-0.916,-0.546,-0.673,-0.758,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.255,-0.638,-1.000,-0.443,-0.610,-1.978,1.870,4.338,-1.332,-0.816,-1.940,-1.468,-2.053,-2.074,-2.147,-1.250,-0.916,-0.546,-0.673,-0.758,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-23,844,000","-30,470,000","-5,797,000","-1,504,000","-33,387,000","50,453,000","-36,562,000","156,452,000","-44,592,000","-36,443,000","-51,150,000","-43,615,000","-18,419,000","-33,347,000","-43,068,000","-7,329,000","-16,311,000","-8,963,000","-12,000,000","-7,853,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.881,-1.130,-0.216,-0.056,-1.256,1.899,-1.347,5.777,-1.685,-1.379,-1.939,-1.655,-0.699,-1.267,-1.641,-0.295,-0.711,-0.477,-0.826,-0.541,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,6.093%,91.219%,-38.832%,-18.684%,-13.152%,64.436%,35.520%,83.168%,-181.906%,-40.955%,-,-,-,-,-,-,-,-242.119%,-199.206%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-25.765%,-42.371%,-77.902%,-59.219%,-42.787%,-526.419%,18.378%,75.769%,-275.316%,-81.530%,-960.698%,-649.724%,-2208.494%,-2684.658%,-2711.142%,-1388.829%,-897.471%,-432.472%,-357.596%,-445.317%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-16.565%,-34.529%,-70.549%,-37.942%,-35.937%,-499.572%,63.217%,73.208%,-263.789%,-79.589%,-975.763%,-667.294%,-2219.286%,-2727.686%,-2649.083%,-1389.812%,-900.300%,-441.990%,-369.501%,-370.249%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-57.217%,-61.112%,-15.250%,-4.874%,-73.963%,479.637%,-45.540%,97.604%,-333.548%,-134.511%,-975.400%,-752.761%,-755.806%,-1666.517%,-2024.824%,-327.480%,-699.143%,-386.003%,-453.515%,-264.589%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-9,825,000","-20,217,000","-28,708,000","-17,457,000","-18,487,000","-54,637,000","15,333,000","122,003,000","-36,390,000","-21,754,000","-50,155,000","-37,335,000","-53,532,000","-53,433,000","-57,359,000","-30,813,000","-20,719,000","-9,830,000","-9,280,000","-13,064,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-23.576%,-40.548%,-75.523%,-56.578%,-40.955%,-,19.098%,76.112%,-272.197%,-80.294%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"912,000","909,000","904,000","815,000","827,000","737,000","578,000","551,000","417,000","335,000","224,000","310,000","289,000","287,000","307,000","269,000","219,000","212,000","182,000","153,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-10,737,000","-21,126,000","-29,612,000","-18,272,000","-19,314,000","-55,374,000","14,755,000","121,452,000","-36,807,000","-22,089,000","-50,379,000","-37,645,000","-53,821,000","-53,720,000","-57,666,000","-31,082,000","-20,938,000","-10,042,000","-9,462,000","-13,217,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-25.765%,-42.371%,-77.902%,-59.219%,-42.787%,-,18.378%,75.769%,-275.316%,-81.530%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,0.203%,1.091%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"41,673,000","49,859,000","38,012,000","30,855,000","45,140,000","10,519,000","80,285,000","160,293,000","13,369,000","27,093,000","5,244,000","12,359,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
