Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"-54,752,000","-69,652,000","-135,958,000","-88,596,000","-89,241,000","-101,932,000","-96,564,000","-85,636,000","-84,063,000",-,"-75,971,000","-51,573,000","-35,639,000","-39,012,000","-53,867,000","-121,622,000","-22,549,000","-26,068,000","808,000","-30,259,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-59,000","-757,000","-103,000","-1,577,000","239,976,000","16,302,000","10,233,000","19,813,000","14,407,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-54,811,000","-70,409,000","-136,061,000","-90,173,000","150,735,000","-85,630,000","-86,331,000","-65,823,000","-69,656,000",-,"-75,971,000","-51,573,000","-35,639,000","-39,012,000","-53,867,000","-121,622,000","-22,549,000","-26,068,000","808,000","-30,259,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-54,811,000","-70,409,000","-136,061,000","-90,173,000","150,735,000","-85,630,000","-86,331,000","-65,823,000","-69,656,000",-,"-75,971,000","-51,573,000","-35,639,000","-39,012,000","-53,867,000","-121,622,000","-22,549,000","-26,068,000","808,000","-30,259,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"77,779,379","77,500,245","77,136,493","76,474,560","76,305,603","76,001,801","68,174,099","64,214,167","64,033,759",-,"63,132,841","61,616,896","60,803,045","60,571,259","56,268,508","51,264,029","50,929,575","44,763,843","43,122,897","43,023,479",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"77,779,379","77,500,245","77,136,493","76,474,560","76,305,603","76,001,801","68,174,099","64,214,167","64,033,759",-,"63,132,841","61,616,896","60,803,045","60,571,259","56,268,508","51,264,029","50,929,575","44,763,843","43,592,499","43,023,479",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.931%,1.972%,13.146%,19.093%,19.165%,-,7.985%,4.215%,5.313%,-,12.199%,20.195%,19.387%,35.313%,29.078%,19.154%,18.596%,6.688%,5.270%,4.234%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.705,-0.908,-1.764,-1.179,1.975,-1.127,-1.266,-1.025,-1.088,-,-1.203,-0.837,-0.586,-0.644,-0.957,-2.372,-0.443,-0.582,0.019,-0.703,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.705,-0.908,-1.764,-1.179,1.975,-1.127,-1.266,-1.025,-1.088,-,-1.203,-0.837,-0.590,-0.644,-0.957,-2.372,-0.443,-0.582,0.019,-0.705,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-42,507,000","-40,325,000","-119,005,000","-70,498,000","-59,144,000","-69,300,000","-81,747,000","-54,670,000",-,-,"-55,451,000","-27,031,000","31,714,000","6,393,000","-30,969,000","-17,711,000","4,327,000","-6,763,000","-29,363,000","-4,401,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.547,-0.520,-1.543,-0.922,-0.775,-0.912,-1.199,-0.851,-,-,-0.878,-0.439,0.522,0.106,-0.550,-0.345,0.085,-0.151,-0.674,-0.102,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,15.252%,-4.204%,-23.082%,-42.724%,-66.812%,-111.032%,-101.719%,-100.944%,-107.512%,-,-21.164%,-11.904%,26.706%,2.122%,-4.607%,-162.529%,97.675%,96.915%,97.132%,96.305%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-89.074%,-123.902%,-335.907%,-183.846%,-249.589%,-322.869%,-315.232%,-295.518%,-294.226%,-,-117.660%,-85.399%,-26.162%,-61.896%,-82.186%,-49.454%,-28.061%,-38.871%,-35.565%,-40.562%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-87.143%,-130.108%,-328.856%,-200.122%,406.349%,-265.965%,-279.497%,-224.353%,-248.107%,-,-156.683%,-90.085%,-52.244%,-71.428%,-113.627%,-238.554%,-44.094%,-53.826%,1.691%,-64.812%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-67.581%,-74.516%,-287.632%,-156.457%,-159.439%,-215.244%,-264.656%,-186.339%,-,-,-114.363%,-47.217%,46.490%,11.705%,-65.326%,-34.739%,8.461%,-13.964%,-61.469%,-9.427%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-44,787,000","-56,706,000","-129,098,000","-73,351,000","-81,110,000","-93,004,000","-90,749,000","-80,390,000","-74,026,000",-,"-49,958,000","-42,840,000","-9,974,000","-27,186,000","-32,888,000","-18,580,000","-7,911,000","-12,974,000","-11,333,000","-13,647,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-71.206%,-104.786%,-,-162.789%,-218.655%,-288.868%,-293.800%,-274.004%,-263.672%,-,-103.034%,-74.831%,-14.621%,-49.776%,-69.374%,-36.444%,-15.470%,-26.789%,-23.724%,-29.231%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,239,000","10,345,000","9,880,000","9,488,000","11,475,000","10,947,000","6,620,000","6,312,000","8,578,000","8,108,000","7,092,000","6,050,000","7,873,000","6,620,000","6,074,000","6,633,000","6,439,000","5,851,000","5,656,000","5,290,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-56,026,000","-67,051,000","-138,978,000","-82,839,000","-92,585,000","-103,951,000","-97,369,000","-86,702,000","-82,604,000",-,"-57,050,000","-48,890,000","-17,847,000","-33,806,000","-38,962,000","-25,213,000","-14,350,000","-18,825,000","-16,989,000","-18,937,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-89.074%,-123.902%,-,-183.846%,-249.589%,-,-,-295.518%,-294.226%,-,-117.660%,-85.399%,-26.162%,-61.896%,-82.186%,-49.454%,-28.061%,-38.870%,-35.565%,-40.562%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"62,898,000","54,116,000","41,374,000","45,059,000","37,095,000","32,196,000","30,888,000","29,339,000","28,075,000",-,"48,487,000","57,249,000","68,217,000","54,617,000","47,407,000","50,983,000","51,139,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
