Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+1 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-155,000","-340,000","-4,120,000","-4,085,000","-1,783,000","-951,000","-8,886,000","-541,000","-594,000","-1,942,000","-323,000","-1,950,000","-4,710,000","-3,355,000","-10,617,000","-3,805,000","-8,995,000","-1,719,000","-2,300,000","-1,281,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"2,533,000","3,771,000","6,819,000","9,446,000","6,197,000","3,888,000","778,000","5,276,000","3,322,000","2,021,000","1,275,000","1,532,000","342,000","6,954,000",-,"3,873,000","188,000","1,041,000","1,464,000","1,422,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,"-1,210,000",-,-,-,"869,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,000",-,"38,000","-1,000","-1,000",-,"-1,000",-,"-1,000",-,-,-,-,-,-,-,"1,000","-1,000",-,-,Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-68,876,000","-73,657,000","-80,658,000","-49,515,000","-67,823,000","-59,272,000","-70,571,000","-48,336,000","-58,554,000","-44,784,000","-558,338,000","-162,709,000","-180,635,000","-128,902,000","-69,681,000","-36,690,000","-10,384,000","-25,517,000","-37,511,000","-19,004,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"225,000","222,000","234,000","477,000","176,000","308,000","475,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,"-3,248,000",-,"-8,085,000",-,-,-,"-24,948,000",-,-,"-3,800,000","-22,810,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,"657,000","3,548,000","1,161,000","363,000","259,000","1,546,000","-34,316,000","691,000","984,000","33,395,000","576,589,000","19,197,000","28,442,000","16,668,000","12,423,000",-,"-1,623,000","1,623,000","1,604,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-71,242,000","-69,887,000","-86,488,000","-48,675,000","-67,388,000","-57,418,000","-128,750,000","-47,645,000","-57,570,000","-15,189,000","-4,559,000","-143,512,000","-152,193,000","-112,234,000","-57,258,000","-36,690,000","-12,007,000","-23,894,000","-35,907,000","-19,004,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"1,301,000","666,000","165,000","6,000","26,000","1,000","34,000","-78,000","14,000","-96,000","-2,623,000","512,000","-137,000","1,466,000","889,000","144,000","-1,716,000","-44,000","83,000","-644,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-72,543,000","-70,553,000","-86,653,000","-48,681,000","-67,414,000","-57,419,000","-128,784,000","-47,567,000","-57,584,000","-15,093,000","-1,936,000","-144,024,000","-152,056,000","-113,700,000","-58,147,000","-36,834,000","-10,291,000","-23,850,000","-35,990,000","-18,360,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-72,543,000","-70,553,000","-86,653,000","-48,681,000","-67,414,000","-57,419,000","-128,784,000","-47,567,000","-57,584,000","-15,093,000","-1,936,000","-144,024,000","-152,056,000","-113,700,000","-58,147,000","-36,834,000","-10,291,000","-23,850,000","-35,990,000","-18,360,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"224,313,005","224,291,745","223,987,432","223,914,164","223,883,084","211,444,899","192,238,018","189,946,101","187,089,253","187,031,138","186,942,136","186,984,104","186,038,892","184,085,212","180,713,310","153,475,000","194,357,113","734,315","96,693,265","96,631,578",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"224,313,005","224,291,745","223,987,432","223,914,164","223,883,084","211,444,899","192,238,018","189,946,101","187,089,253","187,031,138","186,942,136","186,984,104","186,038,892","184,085,212","180,713,310","153,475,000","194,357,113","734,315","96,693,265","96,631,578",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),0.192%,6.076%,16.516%,17.883%,19.666%,13.053%,2.833%,1.584%,0.565%,1.600%,3.447%,21.834%,-4.280%,24968.971%,86.893%,58.825%,26649.140%,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.323,-0.315,-0.387,-0.217,-0.301,-0.272,-0.670,-0.250,-0.308,-0.081,-0.010,-0.770,-0.817,-0.618,-0.322,-0.240,-0.053,-32.479,-0.372,-0.190,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.323,-0.315,-0.389,-0.217,-0.301,-0.272,-0.673,-0.250,-0.308,-0.081,-0.010,-0.770,-0.817,-0.618,-0.322,-0.240,-0.053,-32.479,-0.372,-0.190,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-92,526,000","-101,628,000","-57,744,000","-71,539,000","-78,310,000","-112,614,000","-69,985,000","-59,533,000","-91,434,000","-153,248,000","-216,261,000","-296,440,000","-113,360,000","-231,289,000","420,241,000",-,-,"-7,170,000","-23,527,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.412,-0.453,-0.258,-0.319,-0.350,-0.533,-0.364,-0.313,-0.489,-0.819,-1.157,-1.585,-0.609,-1.256,2.325,-,-,-9.764,-0.243,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,-182.093%,-236.943%,-101.360%,-47.309%,-241.127%,-189.438%,-,-114.761%,-111.858%,-37.168%,-14.224%,-292.028%,-66.984%,-57.129%,-17.133%,61.778%,101.155%,-75.537%,-31.221%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-493.579%,-623.034%,-364.182%,-332.919%,-953.107%,-872.619%,-541.800%,-473.341%,-304.184%,-184.068%,-1356.677%,-553.139%,-787.082%,-1321.047%,-977.719%,-712.088%,-4.567%,-796.345%,-538.072%,-1746.807%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-502.515%,-570.217%,-383.981%,-295.341%,-889.484%,-805.429%,-1101.754%,-424.251%,-285.833%,-61.925%,-4.696%,-490.879%,-678.973%,-1133.599%,-962.539%,-713.561%,-29.787%,-764.668%,-528.022%,-1675.182%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-640.939%,-821.369%,-255.878%,-434.017%,-1033.250%,-1579.661%,-598.725%,-530.976%,-453.857%,-628.761%,-524.587%,-1010.361%,-506.184%,-2305.972%,6956.481%,-,-,-229.881%,-345.173%,-,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-66,127,000","-72,221,000","-77,986,500","-48,965,000","-66,600,000","-56,356,000","-59,091,500","-46,373,000","-49,907,000","-39,586,000","-556,886,750","-157,572,000","-172,867,000","-129,278,000","-57,608,000","-35,929,250","253,000","-23,007,000","-35,846,250","-18,505,250",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-,-,-,-297.064%,-,-,-,-,-247.727%,-162.417%,-,-,-,-,-,-,0.732%,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"5,126,000","4,867,000","4,198,500","5,910,000","5,636,000","5,853,000","4,239,500","6,698,000","11,374,000","5,277,000","2,403,250","4,719,000","3,400,000","3,223,000","1,456,000","828,750","1,831,000","1,831,000","828,750","639,750",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-71,253,000","-77,088,000","-82,185,000","-54,875,000","-72,236,000","-62,209,000","-63,331,000","-53,071,000","-61,281,000","-44,863,000","-559,290,000","-162,291,000","-176,267,000","-132,501,000","-59,064,000","-36,758,000","-1,578,000","-24,838,000","-36,675,000","-19,145,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-184.068%,-,-,-,-,-,-,-4.567%,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
