Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"3,994,000","2,290,000","1,948,000","5,049,000","2,083,000","2,242,000","2,133,000","705,000","2,283,000","2,121,000","2,415,000","1,033,000","1,354,000","2,347,000","2,146,000","2,910,000","2,991,000","2,041,000","1,448,000","2,652,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-12,791,000","-19,041,000","15,652,000","-11,888,000","-19,066,000","-18,016,000","-19,475,000","-12,082,000","-18,280,000","-16,355,000","-17,968,000","-21,235,000","-20,039,000","-17,153,000","-17,238,000","-12,474,000","-13,589,000","-7,292,000","-10,926,000","-10,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-878,000","-54,000","-1,269,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-172,000",-,-,"-12,766,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"200,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,841,000","-19,095,000","14,383,000","-24,654,000","-19,066,000","-18,016,000","-19,475,000","-12,082,000","-18,280,000","-16,355,000","-17,968,000","-21,235,000","-20,039,000","-17,153,000","-17,238,000","-12,474,000","-13,589,000","-7,092,000","-10,926,000","-10,353,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"164,000",-,-,"205,000","229,000",-,"1,000",-,-,"1,000",-,-,-,-,-,-,"-109,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,841,000","-19,095,000","14,383,000","-24,818,000","-19,066,000","-18,016,000","-19,680,000","-12,311,000","-18,280,000","-16,356,000","-17,968,000","-21,235,000","-20,040,000","-17,153,000","-17,238,000","-12,474,000","-13,589,000","-7,092,000","-10,926,000","-10,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,841,000","-19,095,000","14,383,000","-24,818,000","-19,066,000","-18,016,000","-19,680,000","-12,311,000","-18,280,000","-16,356,000","-17,968,000","-21,235,000","-20,040,000","-17,153,000","-17,238,000","-12,474,000","-13,589,000","-7,092,000","-10,926,000","-10,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"12,538,774","12,538,774","12,538,811","11,280,454","11,038,811","8,270,527","7,221,782","7,241,764","7,223,071","7,219,501","4,504,002","3,266,769","3,287,443","3,280,427","3,276,628","2,711,956","2,565,950","2,564,782","2,563,001","2,543,231",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"12,538,774","12,538,774","12,597,605","11,280,454","11,038,811","8,270,527","7,221,782","7,241,764","7,223,071","7,219,501","4,504,002","3,266,769","3,287,443","3,280,427","3,276,628","2,711,956","2,565,950","2,564,782","2,563,001","2,543,231",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.588%,51.608%,74.439%,55.769%,52.827%,14.558%,60.341%,121.680%,119.717%,120.078%,37.458%,20.458%,28.118%,27.903%,27.843%,6.634%,0.988%,33.298%,2446.196%,2657.847%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.104,-1.523,1.147,-2.200,-1.727,-2.178,-2.725,-1.700,-2.531,-2.266,-3.989,-6.500,-6.096,-5.229,-5.261,-4.600,-5.296,-2.765,-4.263,-4.028,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.104,-1.523,1.100,-2.200,-1.727,-2.180,-2.725,-1.700,-2.531,-2.266,-3.989,-6.500,-6.096,-5.229,-5.261,-4.623,-5.300,-2.765,-4.263,-4.028,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-17,539,000","-14,421,000","-24,272,000","-11,646,000","-27,137,000","-19,778,000","-3,122,000","12,538,000","-17,466,000","-19,991,000","-95,000","-18,384,000","-20,130,000","-25,356,000","-14,727,000","-11,806,000","-10,990,000","-11,587,000","-7,327,000","-9,839,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.399,-1.150,-1.927,-1.032,-2.458,-2.391,-0.432,1.731,-2.418,-2.769,-0.021,-5.628,-6.123,-7.729,-4.495,-4.353,-4.283,-4.518,-2.859,-3.869,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-230.959%,87.907%,44.895%,-167.517%,-258.599%,88.503%,-,-106.464%,-,-,-,-,-,-263.927%,-280.381%,-160.779%,-296.262%,-72.984%,-211.851%,-208.983%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-374.102%,-1736.744%,33.812%,-244.755%,-330.130%,-801.493%,-713.382%,-173.582%,-941.390%,-671.049%,-1394.256%,-566.033%,-546.360%,-358.665%,-361.668%,-294.286%,-406.089%,-138.010%,-337.094%,-365.533%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-294.302%,-1480.233%,39.299%,-335.061%,-277.647%,-672.490%,-619.647%,-157.269%,-819.731%,-595.630%,-1243.460%,-545.186%,-517.295%,-318.948%,-325.184%,-241.604%,-336.361%,-106.088%,-295.617%,-283.140%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-372.932%,-1117.907%,-66.319%,-157.230%,-395.180%,-738.261%,-98.300%,160.169%,-783.229%,-728.004%,-6.574%,-471.990%,-519.618%,-471.476%,-277.816%,-228.666%,-272.030%,-173.328%,-198.241%,-271.946%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-16,894,000","-21,690,000","13,015,000","-16,851,000","-22,183,000","-20,606,000","-21,736,000","-12,684,000","-20,233,000","-17,567,000","-19,069,000","-20,819,000","-20,075,000","-18,071,000","-18,069,000","-14,081,000","-15,243,000","-8,255,000","-11,556,000","-11,198,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,35.561%,-227.501%,-,-,-,-162.034%,-,-,-,-,-,-,-,-272.729%,-,-123.485%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"700,000","714,000","640,000","1,278,000","487,000","866,000","921,000","904,000","760,000","860,000","1,078,000","1,228,000","1,091,000","1,218,000","1,103,000","1,113,000","1,163,000","971,000","903,000","2,027,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,594,000","-22,404,000","12,375,000","-18,129,000","-22,670,000","-21,472,000","-22,657,000","-13,588,000","-20,993,000","-18,427,000","-20,147,000","-22,047,000","-21,166,000","-19,289,000","-19,172,000","-15,194,000","-16,406,000","-9,226,000","-12,459,000","-13,225,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,33.812%,-244.755%,-,-,-,-173.582%,-,-,-,-,-,-,-,-294.286%,-,-138.010%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
