Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-1,081","-1,859","-1,870",-,"-1,078","-1,863","-1,655","-2,199",-,-,-,-164,-483,"-1,040","-1,349",-47,-393,"-186,275","-82,552","-61,689",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"84,940","77,042","88,177",-,"116,178","109,584","64,388","70,864",981,377,415,"1,210",-,-,-,"2,755","2,818","2,937","3,033","3,067",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-2,618","-2,929","-8,695",-,-,-,-,-,-,-,-,-,-,-,-,"-2,950",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,283,-,-283,-,-,-,-,-,-,-,"3,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-928,814","-930,520","-801,901",-,"-658,298","-1,007,264","-740,752","-1,673,743","-948,173","-494,191","-461,111","-1,006,370","-494,425","-483,889","-909,985","-510,443","-471,468","-1,177,031","-239,877","-352,639",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-1,259",234,-,"-1,862","-5,687",390,"-74,821","-35,073","-164,211","-161,798","-115,675","6,955,996","30,000","38,750","-9,194",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-29,440",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,"-166,034","85,733",-,-,"20,000","65,000","30,000","65,082","7,500","-81,058","-85,000","-198,000","1,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-928,814","-931,779","-801,667",-,"-660,160","-1,012,951","-906,396","-1,662,831","-983,246","-658,402","-602,909","-1,057,045","6,491,571","-388,807","-863,735","-600,695","-556,468","-1,375,031","-238,877","-382,079",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"5,743","19,133",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-928,814","-931,779","-801,667",-,"-660,160","-1,012,951","-906,396","-1,662,831","-983,246","-658,402","-602,909","-1,062,788","6,472,438","-388,807","-863,735","-600,695","-556,468","-1,375,031","-238,877","-382,079",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,"-1,163","-25,898","-87,319","-73,183","-66,967","-189,119","-77,327",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-928,814","-931,779","-801,667",-,"-660,160","-1,012,951","-906,396","-1,662,831","-983,246","-658,402","-604,072","-1,088,686","6,385,119","-461,990","-930,702","-789,814","-633,795","-1,375,031","-238,877","-382,079",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,403,997",-,-,"69,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-928,814","-931,779","-801,667",-,"-660,160","-1,012,951","-906,396","-1,662,831","-983,246","-658,402","-604,072","-1,088,686","6,385,119","-461,990","-2,334,699","-789,814","-633,795","-1,444,031","-238,877","-382,079",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,301,847","3,052,666","2,866,934",-,"3,108,797","3,153,852","3,158,797","3,175,450","2,000,700","1,987,906","1,972,739","1,973,566","1,972,739","1,937,148","1,702,839","1,705,641","1,688,334","702,562","472,084","470,900",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,301,847","3,052,666","2,866,934",-,"3,108,797","3,153,852","3,158,797","3,175,450","2,000,700","1,987,906","1,972,739","1,973,566","1,993,869","1,937,148","1,702,839","1,705,641","1,688,334","702,562","472,084","470,900",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),38.377%,-3.208%,-9.240%,-,55.385%,58.652%,60.122%,60.899%,0.343%,2.620%,15.850%,15.708%,18.097%,175.726%,260.707%,262.209%,259.715%,49.846%,0.796%,-48.966%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.216,-0.305,-0.280,-,-0.212,-0.321,-0.287,-0.524,-0.491,-0.331,-0.306,-0.552,3.237,-0.238,-1.371,-0.463,-0.375,-2.055,-0.506,-0.811,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.216,-0.305,-0.280,-,-0.212,-0.321,-0.290,-0.524,-0.491,-0.331,-0.306,-0.552,3.202,-0.238,-1.371,-0.755,-0.500,-2.055,-0.506,-0.811,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,346,500","-731,803","-838,179",-,"-1,071,832","-549,966","-692,688","-885,989","-1,422,359","-400,109","-789,165","-773,871","-663,082","-521,745","-319,318","-536,323",-,"-222,447","-117,609","-292,804",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.313,-0.240,-0.292,-,-0.345,-0.174,-0.219,-0.279,-0.711,-0.201,-0.400,-0.392,-0.333,-0.269,-0.188,-0.314,-,-0.317,-0.249,-0.622,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,91.906%,91.906%,91.900%,-,91.906%,91.906%,91.900%,91.900%,91.906%,91.906%,91.900%,91.900%,91.906%,91.900%,96.364%,-,-,39.846%,71.428%,32.247%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5603.634%,-5563.240%,-4879.136%,-,-4290.696%,-6185.770%,-4457.367%,-9667.652%,-5265.764%,-2742.219%,-2560.335%,-5588.683%,-2740.316%,-2678.625%,-5286.456%,-,-,-44977.121%,-54543.537%,-729.553%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5152.921%,-5169.370%,-4447.282%,-,-3662.469%,-5619.700%,-5028.270%,-9224.626%,-5454.902%,-3652.716%,-3351.115%,-6039.532%,35423.684%,-2562.909%,-13583.308%,-,-,-65163.854%,-81250.680%,-948.063%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-7470.180%,-4059.933%,-4649.834%,-,-5946.363%,-3051.129%,-3842.716%,-4915.062%,-7891.035%,-2219.745%,-4377.926%,-4293.082%,-3678.680%,-2894.403%,-1857.796%,-,-,-10038.222%,-40003.061%,-726.543%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,009,024",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-289,629",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,031",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,388",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,010,055","-1,002,774","-879,513",-,"-773,398","-1,114,985","-803,485","-1,742,691","-949,154","-494,285","-461,526","-1,007,416","-493,942","-482,849","-908,636","-510,201","-473,893","-996,693","-160,358","-294,017",Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,0.295%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,216",294,-,Upgrade,Financials in USD,Fiscal year is January - December
