Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow,"-5,211,000","-4,451,000","-1,113,000","-1,531,000","-2,507,000","-13,288,000","-12,159,000","-124,321,000","-22,080,000","-14,843,000","-26,319,000","-42,878,000",-,"-50,269,000","-71,632,000","-66,169,000","-79,081,000","-55,714,000","-56,055,000","-65,655,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.106,-0.091,-0.023,-0.031,-0.048,-0.234,-0.193,-1.845,-0.292,-0.195,-0.350,-0.580,-,-0.765,-1.111,-1.038,-1.249,-0.886,-0.943,-1.170,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,45.056%,30.177%,38.164%,52.673%,47.040%,31.450%,-39.887%,-4.772%,20.753%,-35.059%,-76.212%,-108.925%,-231.507%,-295.640%,-,-247.918%,-269.015%,-,-232.358%,-127.211%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-54.986%,-89.464%,-77.274%,-35.525%,-55.821%,-108.764%,-224.038%,-118.991%,-109.975%,-181.864%,-211.420%,-252.884%,-392.936%,-496.438%,-588.427%,-408.382%,-419.647%,-480.917%,-364.898%,-239.235%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-75.279%,-115.944%,-80.425%,-48.449%,-57.032%,-113.790%,-212.038%,-70.735%,7361.907%,-74.127%,-196.620%,-214.332%,-267.606%,-405.800%,-558.876%,-311.981%,-403.369%,-419.023%,-418.150%,-222.401%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-30.893%,-31.222%,-7.674%,-8.716%,-15.975%,-96.647%,-116.723%,-848.665%,-177.335%,-134.326%,-199.447%,-286.886%,-,-389.260%,-502.434%,-353.278%,-433.154%,-371.229%,-282.222%,-222.567%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,846,000","-11,973,000","-11,129,000","-6,214,000","-8,328,000","-13,724,000","-22,579,250","-17,111,000","-12,896,000","-19,160,000","-26,917,000","-37,544,000","-50,241,000","-62,703,000","-82,342,000","-75,142,000","-75,424,000","-70,884,000","-70,588,000","-69,659,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-52.442%,-83.986%,-76.736%,-35.377%,-53.068%,-99.818%,-216.754%,-116.807%,-103.574%,-173.394%,-203.978%,-251.198%,-,-,-,-,-,-,-,-236.140%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"429,000","781,000","78,000","26,000","432,000","1,230,000","758,750","320,000","797,000","936,000","982,000","252,000","1,603,000","1,407,000","1,550,000","1,348,000","1,191,000","1,292,000","1,888,000","913,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-9,275,000","-12,754,000","-11,207,000","-6,240,000","-8,760,000","-14,954,000","-23,338,000","-17,431,000","-13,693,000","-20,096,000","-27,899,000","-37,796,000","-51,844,000","-64,110,000","-83,892,000","-76,490,000","-76,615,000","-72,176,000","-72,476,000","-70,572,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-54.986%,-89.464%,-77.274%,-35.525%,-55.821%,-108.764%,-224.038%,-118.991%,-109.975%,-181.864%,-211.420%,-252.884%,-,-,-,-,-,-,-,-239.235%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"16,868,000","14,256,000","14,503,000","17,565,000","15,693,000","13,749,000","10,417,000","14,649,000","12,451,000","11,050,000","13,196,000","14,946,000","13,194,000","12,914,000","14,257,000","18,730,000","18,257,000","15,008,000","19,862,000","29,499,000",Upgrade,Financials in USD,Fiscal year is January - December
