Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Shares Change (YoY),0.974%,2.603%,6.870%,13.576%,4.844%,0.214%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.049,0.119,-0.426,-0.246,-0.180,-0.159,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.049,0.119,-0.430,-0.250,-0.180,-0.159,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-65,338,000","186,646,000","-305,263,000","-220,624,000","-70,015,000","-89,477,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.076,0.215,-0.360,-0.278,-0.100,-0.134,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-7.769%,18.085%,-63.692%,-56.494%,-59.357%,-45.611%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-19.777%,2.193%,-95.611%,-92.191%,-86.267%,-71.446%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6.871%,12.026%,-84.622%,-54.657%,-55.151%,-51.747%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.697%,22.273%,-71.589%,-61.951%,-30.712%,-43.671%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-110,153,000","26,582,000","-399,029,000","-321,127,000","-190,607,000","-141,444,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-18.034%,3.172%,-93.579%,-90.172%,-83.608%,-69.034%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"10,647,000","8,207,000","8,664,000","7,190,000","6,061,000","4,942,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-120,800,000","18,375,000","-407,693,000","-328,317,000","-196,668,000","-146,386,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-19.777%,2.193%,-95.611%,-92.191%,-86.267%,-71.446%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,4.270%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"610,806,000","837,999,000","426,409,000","356,128,000","227,976,000","204,890,000",Upgrade,Financials in USD,Fiscal year is January - December
