Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+2 Quarters,Currency,Fiscal_Year_period
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-300,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"2,541,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,172,000",-,"-30,000","-2,142,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,684,000","-5,854,000","-54,400,000","-23,864,000","-17,923,000","-29,130,000","-24,815,000","-4,903,000","-16,485,000","-16,957,000","-18,451,000","-17,986,000","-17,196,000","-45,252,000","-13,759,000","-12,512,000","-8,675,000","-5,717,000","-7,033,000","-7,675,893",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,"-1,157,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,684,000","-5,854,000","-54,400,000","-23,864,000","-17,923,000","-29,130,000","-24,815,000","-4,903,000","-16,485,000","-16,957,000","-18,451,000","-16,829,000","-17,196,000","-45,252,000","-13,759,000","-12,512,000","-8,675,000","-5,717,000","-7,033,000","-7,675,893",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,684,000","-5,854,000","-54,400,000","-23,864,000","-17,923,000","-29,130,000","-24,815,000","-4,903,000","-16,485,000","-16,957,000","-18,451,000","-16,829,000","-17,196,000","-45,252,000","-13,759,000","-12,512,000","-8,675,000","-5,717,000","-7,033,000","-7,675,893",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"77,909,441","71,912,323","47,860,757","40,234,558","39,720,007","38,576,394","38,077,251","37,731,369","29,296,333","28,242,026","28,147,499","28,135,493","28,013,809","27,388,221","25,971,682","21,195,573","18,733,909","17,577,023","13,458,276","14,533,094",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"80,238,688","75,304,101","47,860,757","40,234,558","39,720,007","38,576,394","38,077,251","37,731,369","29,296,333","28,242,026","28,147,499","28,135,493","28,013,809","27,388,221","25,971,682","21,195,573","18,733,909","17,577,023","13,458,276","14,533,094",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),102.011%,95.208%,25.694%,6.634%,35.580%,36.592%,35.278%,34.106%,4.578%,3.117%,8.378%,32.742%,49.535%,55.818%,92.979%,45.844%,212.497%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.176,-0.081,-1.137,-0.593,-0.451,-0.755,-0.652,-0.130,-0.563,-0.600,-0.656,-0.598,-0.614,-1.652,-0.530,-0.590,-0.463,-0.325,-0.523,-0.528,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.275,-0.256,-1.137,-0.593,-0.451,-0.760,-0.652,-0.130,-0.563,-0.600,-0.656,-0.598,-0.614,-1.652,-0.530,-0.590,-0.463,-0.325,-0.523,-0.528,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-17,191,000","-19,989,000","-16,598,000","-20,563,000","-16,626,000","-13,845,000","-13,331,000","-12,849,000","-9,297,000","-15,127,000","-12,866,000","-7,833,000","-16,782,000","-11,171,000","-10,038,000","-7,142,000","-5,804,000","-5,551,000","-5,100,000","-5,114,299",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.214,-0.265,-0.347,-0.511,-0.419,-0.359,-0.350,-0.341,-0.317,-0.536,-0.457,-0.278,-0.599,-0.408,-0.386,-0.337,-0.310,-0.316,-0.379,-0.352,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,792,000","-24,458,000","-22,177,000",-,-,-,-,"-13,896,000","-16,979,000","-16,939,000","-18,501,000","-17,554,000","-13,965,000","-45,141,000","-12,369,000","-15,010,500","-7,483,000","-5,888,000","-4,098,000","-7,389,807",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,"27,000",-,-,-,-,"4,000","4,000","4,000","4,000","4,000","3,262,000","79,000","1,179,000","137,500","138,000","137,000","138,000","333,929",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-24,792,000","-24,458,000","-22,204,000","-22,205,000","-21,616,000","-29,184,000","-20,862,000","-13,900,000","-16,983,000","-16,943,000","-18,505,000","-17,558,000","-17,227,000","-45,220,000","-13,548,000","-15,148,000","-7,621,000","-6,025,000","-4,236,000","-7,723,736",Upgrade,Financials in USD,Fiscal year is January - December
