Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"160,232,000","159,014,000","157,700,000","156,014,000","186,891,000","155,367,000","186,680,000","185,188,000","184,465,000","184,876,000","189,540,000","165,496,000","165,242,000","163,495,000","162,347,000","161,485,000","160,281,000","159,920,000","159,970,000","157,915,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-14.264%,2.347%,-15.524%,-15.754%,1.315%,-15.962%,-1.509%,11.899%,11.633%,13.077%,16.750%,2.484%,3.095%,2.235%,1.486%,2.261%,2.197%,2.612%,3.236%,2.482%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.023,-0.005,-0.026,-0.007,0.098,-6.837,0.296,0.319,0.329,0.242,0.246,0.250,0.343,2.416,0.248,0.270,0.215,0.158,0.021,0.310,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.020,-0.005,-0.030,-0.008,0.088,-6.837,0.251,0.270,0.279,0.207,0.211,0.247,0.340,2.390,0.248,0.270,0.210,0.158,0.020,0.306,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-77.261%,-,-,-,-68.452%,-,19.131%,9.183%,-18.000%,-91.356%,-15.107%,-8.297%,61.905%,1411.606%,1140.190%,-11.885%,61.538%,100.614%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"9,869,000","33,407,000","44,917,000","35,623,000","32,410,000","34,963,000","80,158,000","79,209,000","69,026,000","61,277,000","64,115,000","64,440,000","74,928,000","48,568,000","73,694,000","51,485,000","53,632,000","19,712,000","42,165,000","24,912,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.062,0.210,0.285,0.228,0.173,0.225,0.429,0.428,0.374,0.331,0.338,0.389,0.453,0.297,0.454,0.319,0.335,0.123,0.264,0.158,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,67.435%,67.808%,65.523%,66.504%,71.175%,81.582%,87.654%,90.255%,89.373%,88.222%,88.904%,72.807%,89.487%,88.308%,82.572%,85.290%,79.035%,75.315%,62.140%,70.269%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,28.007%,29.073%,15.301%,26.550%,42.736%,52.170%,57.752%,63.772%,63.029%,57.240%,59.312%,48.316%,62.747%,62.305%,51.448%,56.337%,45.278%,37.026%,16.546%,39.636%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,3.981%,-0.911%,-5.558%,-0.925%,13.470%,-989.167%,43.930%,45.585%,46.317%,38.136%,39.784%,35.323%,53.828%,376.141%,44.939%,37.028%,33.269%,28.182%,4.184%,37.892%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,10.775%,35.390%,59.988%,30.304%,28.495%,32.559%,77.030%,73.890%,63.538%,63.022%,65.739%,55.016%,72.222%,46.686%,82.947%,44.125%,51.834%,22.041%,52.744%,19.724%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"26,559,000","27,550,000","11,970,000","31,722,000","49,115,000","56,291,000","60,383,000","68,703,000","68,836,000","56,015,000","58,201,000","56,951,000","65,456,000","65,212,000","46,119,000","66,325,000","48,669,000","33,753,000","13,909,000","50,928,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,28.997%,29.186%,15.986%,26.985%,43.182%,52.421%,58.027%,64.089%,63.363%,57.610%,59.676%,48.622%,63.092%,62.685%,51.909%,56.844%,47.038%,37.742%,17.399%,40.323%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"907,000","106,000","513,000","512,000","507,000","270,000","286,000","340,000","363,000","360,000","355,000","359,000","358,000","396,000","410,000","591,000","1,821,000","640,000","682,000","867,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"25,652,000","27,444,000","11,457,000","31,210,000","48,608,000","56,021,000","60,097,000","68,363,000","68,473,000","55,655,000","57,846,000","56,592,000","65,098,000","64,816,000","45,709,000","65,734,000","46,848,000","33,113,000","13,227,000","50,061,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,28.007%,29.073%,15.301%,26.550%,42.736%,52.170%,57.752%,63.772%,63.029%,57.240%,59.312%,48.316%,62.747%,62.304%,51.448%,56.337%,45.278%,37.026%,16.546%,39.636%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,79.008%,104.556%,183.945%,105.748%,56.313%,-,30.590%,32.378%,28.023%,31.059%,31.283%,10.552%,6.413%,-,1.070%,2.912%,3.878%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"91,592,000","94,396,000","74,877,000","117,553,000","113,739,000","107,382,000","104,061,000","107,199,000","108,637,000","97,231,000","97,529,000","117,130,000","103,747,000","104,031,000","88,845,000","116,680,000","103,468,000","89,432,000","79,943,000","126,301,000",Upgrade,Financials in USD,Fiscal year is January - December
