Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"2,346,000","3,247,000","3,415,000","3,429,000","4,413,000","4,537,000","3,963,000",-,"906,000","670,000","493,000",-,"461,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,"333,000","418,000",-,"-633,000","364,000","549,000","292,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-37,113,000","-65,125,000","-43,850,000","-43,399,000","-51,656,000","-44,294,000","-39,683,000",-,"-54,792,000","-41,695,000","-39,494,000",-,"-44,278,000","-50,187,000","-49,769,000",-,"-32,943,000","-33,294,000","-29,031,000","-29,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"4,112,000",-,-,-,-,-,-,-,-,-,-,-,-,"-13,374,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-37,113,000","-65,125,000","-43,850,000","-39,287,000","-51,656,000","-44,294,000","-39,683,000",-,"-54,792,000","-41,695,000","-39,494,000",-,"-44,278,000","-50,187,000","-49,769,000",-,"-46,317,000","-33,294,000","-29,031,000","-29,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,854,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-37,113,000","-65,125,000","-43,850,000","-39,287,000","-51,656,000","-44,294,000","-39,683,000",-,"-54,792,000","-41,695,000","-39,494,000",-,"-44,278,000","-50,187,000","-49,769,000",-,"-38,463,000","-33,294,000","-29,031,000","-29,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"4,881,000","9,084,000","6,666,000","30,219,000","13,906,000","7,000,000","5,982,000",-,"37,336,000","10,846,000","6,483,000",-,"21,575,000","21,594,000","14,679,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-32,232,000","-56,041,000","-37,184,000","-9,068,000","-37,750,000","-37,294,000","-33,701,000",-,"-17,456,000","-30,849,000","-33,011,000",-,"-22,703,000","-28,593,000","-35,090,000",-,"-38,463,000","-33,294,000","-29,031,000","-29,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-32,232,000","-56,041,000","-37,184,000","-9,068,000","-37,750,000","-37,294,000","-33,701,000",-,"-17,456,000","-30,849,000","-33,011,000",-,"-22,703,000","-28,593,000","-35,090,000",-,"-38,463,000","-33,294,000","-29,031,000","-29,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"57,948,093","57,944,016","58,800,716","62,440,772","62,856,721","62,837,125","62,828,765",-,"62,730,015","62,730,015","62,724,775",-,"62,510,727","62,373,521","61,928,511",-,"58,233,988","54,513,337","54,299,813","50,622,516",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,948,093","57,944,016","58,800,716","62,440,772","62,856,721","62,837,125","62,828,765",-,"62,730,015","62,730,015","62,724,775",-,"62,510,727","62,373,521","61,928,511",-,"58,233,988","54,513,337","54,299,813","50,622,516",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-7.809%,-7.787%,-6.411%,-,0.202%,0.171%,0.166%,-,0.351%,0.572%,1.286%,-,7.344%,14.419%,14.049%,-,17.947%,11.061%,10.784%,3.289%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.556,-0.967,-0.632,-0.145,-0.601,-0.594,-0.536,-,-0.278,-0.492,-0.526,-,-0.363,-0.458,-0.567,-,-0.660,-0.611,-0.535,-0.577,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.556,-0.967,-0.632,-0.145,-0.601,-0.594,-0.536,-,-0.278,-0.492,-0.526,-,-0.363,-0.458,-0.567,-,-0.660,-0.611,-0.535,-0.577,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-32,059,000","-46,065,000","-41,838,000",-,"-32,680,000","-32,616,000","174,539,000",-,"-26,436,000","-19,572,000","-15,193,000",-,"-23,764,000","-27,680,000","-40,266,000",-,"-35,014,000","-37,741,000","-9,207,000","-23,030,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.553,-0.795,-0.712,-,-0.520,-0.519,2.778,-,-0.421,-0.312,-0.242,-,-0.380,-0.444,-0.650,-,-0.601,-0.692,-0.170,-0.455,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.140%,-1.279%,19.446%,6.766%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-97.373%,-204.582%,-100.595%,-70.942%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-147.289%,-246.075%,-123.342%,-87.458%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-134.081%,-278.943%,-39.117%,-68.919%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-35,170,000","-58,949,000","-38,830,000","-39,560,000","-47,956,000","-40,567,000","-35,527,000",-,"-50,446,000","-37,247,000","-34,768,000",-,"-39,511,000","-45,255,000","-44,900,000",-,"-25,024,000","-27,268,000","-23,275,000","-23,178,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-95.826%,-201.537%,-98.887%,-69.362%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"237,000","208,000","204,000","205,000","197,000","332,000","186,000","163,000","320,000","191,000","278,000","324,000","317,000","355,000","390,000","398,000","404,000","412,000","402,000","528,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-35,407,000","-59,157,000","-39,034,000","-39,765,000","-48,153,000","-40,899,000","-35,713,000",-,"-50,766,000","-37,438,000","-35,046,000",-,"-39,828,000","-45,610,000","-45,290,000",-,"-25,428,000","-27,680,000","-23,677,000","-23,706,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-97.373%,-204.582%,-100.595%,-70.942%,Upgrade,Financials in USD,Fiscal year is January - December
