Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"4,214,950","4,170,627","3,891,721","835,967","789,656","365,530","207,052","157,990","94,282","36,294","35,153","36,284","29,732","20,739","20,439","13,216","12,632","12,610","12,569","10,498",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),433.770%,1040.981%,1779.586%,429.127%,737.547%,907.136%,489.002%,335.426%,217.106%,75.004%,71.990%,174.546%,135.370%,64.465%,62.614%,25.891%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.810,-0.533,4.668,-2.714,-7.970,-7.151,-9.024,-15.814,-54.298,-66.149,-101.414,-170.384,-102.073,-122.620,-98.372,-89.709,-158.872,-136.170,-155.319,-257.368,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.810,-0.533,3.420,-2.714,-7.970,-7.151,-9.024,-15.823,-54.298,-66.149,-101.430,-170.384,-102.073,-122.620,-98.372,-89.709,-158.872,-136.170,-155.319,-257.368,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"920,057","-3,784,726","13,624,855","-2,581,341","-2,521,097","-1,384,919","-3,069,594","-2,129,000","-2,967,807","-2,498,940","-2,832,386","-2,919,668","-2,270,107","-2,921,310","-2,628,170","-1,729,544","-1,740,287","-1,467,093","-2,400,322","-2,586,617",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.218,-0.907,3.501,-3.088,-3.193,-3.789,-14.825,-13.476,-31.478,-68.853,-80.573,-80.467,-76.352,-140.861,-128.586,-130.867,-137.768,-116.344,-190.972,-246.391,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,90.665%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-12123.265%,82.562%,-,-,-,-,-,-,-,-,-,-,-,-,-14976.955%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-11108.230%,84.083%,-,-,-,-,-,-,-,-,-,-,-,-,-9831.620%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-18923.630%,85.155%,-,-,-,-,-,-,-,-,-,-,-,-,-14342.350%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,696,133","-2,418,324","13,214,769","-1,984,260","-2,489,546","-2,466,916","-1,697,663","-2,609,289","-3,355,250","-2,358,824","-2,361,946","-2,269,622","-2,956,026","-2,733,183","-2,569,786","-1,797,015","-1,998,567","-1,712,803","-1,963,577","-2,103,689",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,82.592%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,095","6,329","4,869","7,935","11,308","22,477","10,078","10,285","10,270","10,281","10,773","11,036","11,057","12,604","10,599","9,056","8,638","8,638","7,067","12,918",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,698,228","-2,424,653","13,209,900","-1,992,195","-2,500,854","-2,489,393","-1,707,741","-2,619,574","-3,365,520","-2,369,105","-2,372,719","-2,280,658","-2,967,083","-2,745,787","-2,580,385","-1,806,071","-2,007,205","-1,721,441","-1,970,644","-2,116,607",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,82.562%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"20,000","16,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
