Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,-,-,-,"-23,000",-,-,-,"-4,000","-9,000","10,000","-30,000","-8,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-97,125,000","-65,102,000","-65,649,000","-66,638,000","-60,210,000","-64,902,000","-44,187,000","-38,827,000","-41,385,000","-52,304,000","-35,583,000","-51,786,000","-42,582,000","-29,955,000","-24,968,000","-28,649,000","-13,920,000","-8,982,000","-7,886,000","-5,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-97,125,000","-65,102,000","-65,649,000","-66,638,000","-60,210,000","-64,902,000","-44,187,000","-38,827,000","-41,385,000","-52,304,000","-35,583,000","-51,786,000","-42,582,000","-29,955,000","-24,968,000","-28,649,000","-13,920,000","-8,982,000","-7,886,000","-5,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-97,125,000","-65,102,000","-65,649,000","-66,638,000","-60,210,000","-64,902,000","-44,187,000","-38,827,000","-41,385,000","-52,304,000","-35,583,000","-51,786,000","-42,582,000","-29,955,000","-24,968,000","-28,649,000","-13,920,000","-8,982,000","-7,886,000","-5,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"100,882,042","92,507,815","81,043,741","61,393,409","61,109,917","59,835,087","56,325,864","52,817,413","51,795,446","51,679,536","51,601,444","51,543,053","51,320,940","51,216,254","49,472,497","45,282,308","6,920,008","2,710,556","2,639,213","2,568,371",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"100,882,042","92,507,815","81,043,741","61,393,409","61,109,917","59,835,087","56,325,864","52,817,413","51,795,446","51,679,536","51,601,444","51,543,053","51,320,940","51,216,254","49,472,497","45,282,308","6,920,008","2,710,556","2,639,213","2,568,371",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),65.083%,54.605%,43.884%,16.237%,17.983%,15.781%,9.156%,2.472%,0.925%,0.905%,4.303%,13.826%,641.631%,1789.511%,1774.517%,1663.075%,177.746%,15.128%,12.097%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.963,-0.704,-0.810,-1.085,-0.985,-1.085,-0.784,-0.735,-0.799,-1.012,-0.690,-1.005,-0.830,-0.585,-0.505,-0.633,-2.012,-3.314,-2.988,-2.104,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.963,-0.704,-0.810,-1.085,-0.985,-1.085,-0.784,-0.735,-0.799,-1.012,-0.690,-1.005,-0.830,-0.585,-0.505,-0.633,-2.012,-3.314,-2.988,-2.104,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-74,882,000","-55,725,000","-78,728,000","-35,088,000","-50,769,000","-55,892,000","-47,138,000","-29,711,000","-43,691,000","-31,170,000","-52,140,000","-30,058,000","-27,833,000","-46,888,000","-18,402,000","-20,759,000","-12,042,000","-7,369,000","-7,499,000","-4,751,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.742,-0.602,-0.971,-0.572,-0.831,-0.934,-0.837,-0.563,-0.844,-0.603,-1.010,-0.583,-0.542,-0.915,-0.372,-0.458,-1.740,-2.719,-2.841,-1.850,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-105,221,000","-71,563,000","-68,771,000","-67,289,000","-61,842,000","-66,305,000","-45,052,000","-39,744,000","-41,882,000","-52,295,000","-35,358,000","-51,619,000","-42,506,000","-29,916,000","-24,896,000","-28,383,000","-13,345,000","-8,517,000","-7,703,000","-5,324,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"438,000","399,000","386,000","399,000","431,000","431,000","412,000","401,000","397,000","460,000","425,000","341,000","260,000","249,000","238,000","217,000","175,000","158,000","150,000","146,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-105,659,000","-71,962,000","-69,157,000","-67,688,000","-62,273,000","-66,736,000","-45,464,000","-40,145,000","-42,279,000","-52,755,000","-35,783,000","-51,960,000","-42,766,000","-30,165,000","-25,134,000","-28,600,000","-13,520,000","-8,675,000","-7,853,000","-5,470,000",Upgrade,Financials in USD,Fiscal year is January - December
