Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,-,-,"-1,711,371",-,-,-,"532,353",-,-,-,-,"-398,568",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,895,252","-3,430,222","-9,292,281","-4,100,940","-3,434,158","-4,189,232","-4,070,653","-3,985,989","4,391,331","-5,408,145","-9,626,839","-11,172,487","-30,400,788","-9,278,944","-7,685,629","-17,400,392","-5,313,906","-4,695,878","-5,261,290","-1,281,623",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"4,255,247","-14,859,887",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,895,252","-7,685,469","5,567,606","-4,100,940","-3,434,158","-4,189,232","-4,070,653","-3,985,989","4,391,331","-5,408,145","-9,626,839","-11,172,487","-30,400,788","-9,278,944","-7,685,629","-17,400,392","-5,313,906","-4,695,878","-5,261,290","-1,281,623",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-685,719","-1,122,233",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,580,971","-8,807,702","5,567,606","-4,100,940","-3,434,158","-4,189,232","-4,070,653","-3,985,989","4,391,331","-5,408,145","-9,626,839","-11,172,487","-30,400,788","-9,278,944","-7,685,629","-17,400,392","-5,313,906","-4,695,878","-5,261,290","-1,281,623",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"84,632","38,058","66,144","77,081","49,292","94,324","87,431","-2,068","157,578","144,425","685,792","116,229","118,089","3,450,866","22,295,555","905,660","8,155,212",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,665,603","-8,845,760","5,501,462","-4,178,021","-3,483,450","-4,283,556","-4,158,084","-3,983,921","4,233,753","-5,552,570","-10,312,631","-11,288,716","-30,518,877","-12,729,810","-29,981,184","-18,306,052","-13,469,118","-4,695,878","-5,261,290","-1,281,623",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,552,019","2,294,208","1,761,953","780,843","378,301","113,546","114,033","123,230","11,439",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,552,019","2,294,208","14,511,461","780,843","378,301","113,546","114,033","123,230","11,612",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1103.280%,1920.510%,12625.668%,533.647%,3157.845%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.586,-3.856,3.122,-5.351,-9.208,-37.725,-36.464,-32.329,370.116,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.586,-3.856,0.384,-5.351,-9.208,-37.725,-36.464,-32.329,364.600,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,848,489","-3,450,860","-3,746,956","-3,439,378","-3,331,212","-2,761,684","-2,845,578","-5,592,289","-4,254,109","-4,585,607","-7,912,074","-5,860,826","-15,726,824","-5,696,662","-5,073,394","-5,891,340","-2,696,824","-1,341,921","-1,295,620","-3,232,840",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.406,-1.504,-0.258,-4.405,-8.806,-24.322,-24.954,-45.381,-366.355,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,891,271","-3,390,791","-9,213,361","-4,086,302","-3,425,819","-4,174,325","-4,055,107","-2,272,353","4,396,848","-5,398,535","-9,374,755","-8,677,789","-30,261,215","-9,143,008","-8,080,633","-17,255,551","-3,571,859","-2,252,372","-2,787,641","-967,077",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,336","35,317","12,293","7,319","7,318","7,319","7,318","7,318","7,318","7,318","7,317","137,204","138,263","133,880","132,908","143,128","140,075","141,332","140,810","158,762",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,892,607","-3,426,108","-9,225,654","-4,093,621","-3,433,137","-4,181,644","-4,062,425","-2,279,671","4,389,530","-5,405,853","-9,382,072","-8,814,993","-30,399,478","-9,276,888","-8,213,541","-17,398,679","-3,711,934","-2,393,704","-2,928,451","-1,125,839",Upgrade,Financials in USD,Fiscal year is January - December
