Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Profit Margin,18.543%,18.602%,-7.298%,18.898%,17.457%,14.775%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,22.927%,21.271%,19.680%,23.029%,22.617%,21.034%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"356,912,000","373,104,000","380,427,000","368,168,000","330,000,000","320,150,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,32.135%,33.154%,33.734%,33.876%,34.981%,33.245%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"31,542,000","30,675,000","32,625,000","32,092,000","30,164,000","28,995,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"325,370,000","342,429,000","347,802,000","336,076,000","299,836,000","291,155,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,29.295%,30.428%,30.841%,30.923%,31.784%,30.234%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,22.858%,24.159%,-,21.747%,19.318%,25.566%,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"1,110,659,000","1,125,357,000","1,127,725,000","1,086,812,000","943,365,000","963,010,000",Upgrade,Financials in USD,Fiscal year is April - March
Advertising Expenses,-,"153,315,000","145,061,000","157,343,000","140,589,000","147,194,000",Upgrade,Financials in USD,Fiscal year is April - March
