Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-108,663,000","-11,167,000","-63,587,000","-137,687,000","150,741,000","-274,209,000","-172,362,000","-207,021,000","-405,943,000","-274,673,000","-239,356,000","-260,302,000","-204,236,000","-188,331,000","-199,275,000","-243,599,000","-252,452,000","-177,903,000","-181,646,000","-276,583,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"2,907,000","5,722,000","2,348,000","183,000","2,988,000","1,815,000","1,739,000","472,000","-23,000","2,729,000","985,000","-1,842,000","278,000","1,228,000","1,016,000","-59,000","839,000","1,326,000","575,000","-398,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-111,570,000","-16,889,000","-65,935,000","-137,870,000","147,753,000","-276,024,000","-174,101,000","-207,493,000","-405,920,000","-277,402,000","-240,341,000","-258,460,000","-204,514,000","-189,559,000","-200,291,000","-243,540,000","-253,291,000","-179,229,000","-182,221,000","-276,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-111,570,000","-16,889,000","-65,935,000","-137,870,000","147,753,000","-276,024,000","-174,101,000","-207,493,000","-405,920,000","-277,402,000","-240,341,000","-258,460,000","-204,514,000","-189,559,000","-200,291,000","-243,540,000","-253,291,000","-179,229,000","-182,221,000","-276,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"128,590,000","126,733,000","126,138,000","125,613,000","125,220,000","124,659,000","124,111,000","123,266,000","122,166,000","120,896,000","120,393,000","119,773,000","119,141,000","117,772,000","117,080,000","116,274,000","115,986,000","114,911,000","112,748,000","111,750,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"128,590,000","126,733,000","126,138,000","125,613,000","131,337,000","124,659,000","124,111,000","123,266,000","122,166,000","120,896,000","120,393,000","119,773,000","119,141,000","117,772,000","117,080,000","116,274,000","115,986,000","114,911,000","112,748,000","111,750,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-2.092%,1.664%,1.633%,1.904%,7.507%,3.113%,3.088%,2.916%,2.539%,2.653%,2.830%,3.009%,2.720%,2.490%,3.842%,4.048%,6.702%,5.835%,6.972%,10.571%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.868,-0.133,-0.523,-1.098,1.180,-2.214,-1.403,-1.683,-3.323,-2.295,-1.996,-2.158,-1.717,-1.610,-1.711,-2.095,-2.184,-1.560,-1.616,-2.471,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.870,-0.133,-0.523,-1.098,1.152,-2.214,-1.403,-1.691,-3.323,-2.295,-2.000,-2.158,-1.720,-1.610,-1.711,-2.095,-2.184,-1.560,-1.616,-2.471,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"39,515,000","116,140,000","-94,488,000","-45,104,000","342,320,000","-74,905,000","-180,366,000","-153,613,000","-131,794,000","-138,874,000","-189,052,000","-172,027,000","-160,098,000","-133,102,000","-252,838,000","-144,812,000","-122,744,000","-151,988,000","-265,778,000","-234,785,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.307,0.916,-0.749,-0.359,2.606,-0.601,-1.453,-1.246,-1.079,-1.149,-1.570,-1.436,-1.344,-1.130,-2.160,-1.245,-1.058,-1.323,-2.357,-2.101,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,82.850%,89.592%,86.653%,80.474%,88.767%,73.218%,82.815%,84.698%,84.444%,81.848%,83.294%,85.432%,82.592%,82.428%,82.507%,85.923%,82.680%,80.830%,86.628%,83.014%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-15.353%,7.368%,-8.787%,-26.472%,28.495%,-72.103%,-46.919%,-56.297%,-97.629%,-85.263%,-68.805%,-75.255%,-96.826%,-66.270%,-104.893%,-118.745%,-178.938%,-191.280%,-211.265%,-415.833%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-22.273%,-2.560%,-13.338%,-31.354%,19.686%,-86.595%,-54.528%,-61.932%,-153.580%,-123.390%,-112.699%,-99.971%,-108.997%,-85.947%,-112.798%,-148.898%,-201.259%,-172.399%,-183.181%,-385.297%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,7.889%,17.602%,-19.114%,-10.257%,45.610%,-23.499%,-56.490%,-45.850%,-49.864%,-61.772%,-88.649%,-66.539%,-85.325%,-60.349%,-142.391%,-88.536%,-97.530%,-146.196%,-267.178%,-327.541%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-62,923,000","63,617,000","-29,918,000","-102,922,000","227,195,000","-216,652,000","-135,742,000","-174,303,000","-247,440,000","-181,589,000","-137,272,000","-183,186,000","-169,891,000","-134,355,000","-173,653,000","-183,836,000","-216,626,000","-190,659,000","-202,545,000","-292,631,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-12.562%,9.641%,-6.052%,-23.406%,30.271%,-67.968%,-42.514%,-52.025%,-93.619%,-80.772%,-64.369%,-70.855%,-90.544%,-60.917%,-97.796%,-112.395%,-172.126%,-183.393%,-203.612%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,982,000","15,003,000","13,517,000","13,482,000","13,328,000","13,179,000","14,065,000","14,311,000","10,600,000","10,097,000","9,460,000","11,375,000","11,786,000","11,805,000","12,601,000","10,386,000","8,573,000","8,200,000","7,613,000","5,442,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-76,905,000","48,614,000","-43,435,000","-116,404,000","213,867,000","-229,831,000","-149,807,000","-188,614,000","-258,040,000","-191,686,000","-146,732,000","-194,561,000","-181,677,000","-146,160,000","-186,254,000","-194,222,000","-225,199,000","-198,859,000","-210,158,000","-298,073,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-15.353%,7.368%,-8.787%,-26.472%,28.495%,-72.103%,-46.919%,-56.297%,-97.629%,-85.263%,-68.805%,-75.255%,-96.826%,-66.270%,-104.893%,-118.745%,-178.938%,-191.280%,-211.265%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,1.982%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"500,919,000","659,825,000","494,333,000","439,718,000","750,530,000","318,754,000","319,290,000","335,035,000","264,306,000","224,818,000","213,259,000","258,535,000","187,633,000","220,553,000","177,566,000","163,562,000","125,853,000","103,962,000","99,476,000","71,681,000",Upgrade,Financials in USD,Fiscal year is January - December
