Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EPS (Diluted),-0.539,-0.579,-0.553,-0.334,-0.329,-0.610,-0.565,-1.163,-0.493,-0.520,-0.563,-0.594,-0.580,-0.350,-0.496,-1.067,-0.297,-1.038,-1.140,-0.976,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-40,602,000","-21,078,000","-32,365,000","-23,992,000","-16,924,000","56,627,000","-17,319,000","-13,173,000","-14,334,000","-19,341,000","-20,307,000","-16,668,000","-7,918,000","-10,568,000","-15,099,000","5,703,000","1,008,000","-5,147,000","-16,361,000","-11,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.746,-0.396,-0.612,-0.569,-0.441,1.507,-0.462,-0.353,-0.384,-0.518,-0.545,-0.510,-0.275,-0.368,-0.610,0.393,0.079,-0.413,-1.416,-1.077,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-178.535%,47.125%,-164.447%,-39.164%,-20.208%,70.412%,-85.579%,-85.987%,-23.122%,-25.257%,-24.414%,1.724%,-13.953%,16.410%,6.200%,-7.502%,61.950%,8.345%,22.112%,36.812%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-311.174%,-364.525%,-285.185%,-108.025%,-94.711%,-249.984%,-280.541%,-218.703%,-183.759%,-166.157%,-196.729%,-156.358%,-169.036%,-121.813%,-149.324%,-178.615%,-12.469%,-270.548%,-152.811%,-104.077%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-278.991%,-325.272%,-250.633%,-100.506%,-82.963%,-251.730%,-275.465%,-412.532%,-183.979%,-167.799%,-225.694%,-168.330%,-184.292%,-111.062%,-167.691%,-216.926%,-24.218%,-314.168%,-175.911%,-120.584%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-385.804%,-222.412%,-277.003%,-171.029%,-111.327%,621.933%,-225.420%,-125.064%,-143.168%,-167.237%,-218.496%,-144.387%,-87.405%,-117.253%,-206.186%,79.975%,6.422%,-124.867%,-218.467%,-133.117%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-32,340,000","-34,184,000","-33,018,000","-15,041,800","-14,283,000","-22,629,000","-21,449,000","-22,701,000","-17,687,000","-18,512,000","-17,588,000","-17,352,000","-14,612,000","-10,294,000","-10,248,000","-12,068,000","-1,295,000","-10,482,000","-10,796,000","-8,335,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-282.591%,-107.227%,-93.955%,-248.534%,-279.175%,-215.523%,-176.658%,-160.069%,-189.240%,-150.312%,-161.298%,-114.213%,-139.943%,-169.233%,-8.251%,-254.294%,-144.158%,-96.548%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"408,000","362,000","303,000","112,000","115,000","132,000","105,000","335,000","711,000","704,000","696,000","698,000","701,000","685,000","687,000","669,000","662,000","670,000","648,000","650,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-32,748,000","-34,546,000","-33,321,000","-15,153,800","-14,398,000","-22,761,000","-21,554,000","-23,036,000","-18,398,000","-19,216,000","-18,284,000","-18,050,000","-15,313,000","-10,979,000","-10,935,000","-12,737,000","-1,957,000","-11,152,000","-11,444,000","-8,985,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-285.185%,-108.025%,-94.711%,-249.983%,-280.541%,-218.703%,-183.759%,-166.156%,-196.729%,-156.358%,-169.036%,-121.813%,-149.324%,-178.614%,-12.469%,-270.548%,-152.811%,-104.077%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"10,524,000","9,477,000","11,684,000","14,028,000","15,202,000","9,105,000","7,683,000","10,533,000","10,012,000","11,565,000","9,294,000","11,544,000","9,059,000","9,013,000","7,323,000","7,131,000","15,695,000","4,122,000","7,489,000","8,633,000",Upgrade,Financials in USD,Fiscal year is January - December
