Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-9,646,000","-9,326,000","-9,358,000","-4,451,000","-4,476,000","-9,132,000","-5,691,000","-5,021,000","-5,719,000","-6,340,000","-6,845,000","-11,194,807","-6,804,000","-6,738,000","-9,752,000","-10,876,000","-7,872,000","-7,285,000","-7,587,000","-10,871,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"1,251,000","1,861,000","-171,000","-1,522,000","10,000","-938,000","-140,000","-1,558,000","696,000","-1,153,000","-1,555,000","5,865,000","-3,687,000","1,049,000","1,568,000","2,035,000","1,978,000","324,000","-15,000","67,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"500,000",-,-,-,-,-,"-2,058,000",-,-,-,"-65,000",-,-,-,"702,000",-,-,"450,000","-360,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-8,724,000",-,-,-,-,-,-,-,-,-,"-1,537,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-193,"472,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-8,395,000","-6,965,000","-9,529,000","-5,973,000","-4,466,000","-10,070,000","-5,831,000","-17,361,000","-5,023,000","-7,493,000","-8,400,000","-5,395,000","-10,019,000","-6,744,000","-13,684,000","-14,024,000","-16,756,000","-8,498,000","-8,233,000","-12,282,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-81,000",-,-,-,"1,980,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-8,395,000","-6,965,000","-9,529,000","-5,892,000","-4,466,000","-10,070,000","-5,831,000","-19,341,000","-5,023,000","-7,493,000","-8,400,000","-5,395,000","-10,019,000","-6,744,000","-13,684,000","-14,024,000","-16,756,000","-8,498,000","-8,233,000","-12,282,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"-163,000","-169,000","-169,000","-178,000","-196,000","-178,000","-187,000","-196,000","-206,000","-205,000","-202,000","-199,000","-175,000","-197,000","-196,000","-208,000","-211,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-8,395,000","-6,965,000","-9,529,000","-6,055,000","-4,635,000","-10,239,000","-6,009,000","-19,537,000","-5,201,000","-7,680,000","-8,596,000","-5,601,000","-10,224,000","-6,946,000","-13,883,000","-14,199,000","-16,953,000","-8,694,000","-8,441,000","-12,493,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"22,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-8,395,000","-6,965,000","-9,529,000","-6,077,000","-4,635,000","-10,239,000","-6,009,000","-19,537,000","-5,201,000","-7,680,000","-8,596,000","-5,601,000","-10,224,000","-6,946,000","-13,883,000","-14,199,000","-16,953,000","-8,694,000","-8,441,000","-12,493,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"15,294,393","13,519,328","13,382,061","13,378,371","13,378,175","13,344,548","13,339,218","13,584,161","13,606,130","13,606,130","13,795,591","13,983,692","13,979,636","13,979,636","12,482,459","12,404,232","11,794,041","10,092,114","9,877,300","9,653,300",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"15,294,393","13,519,328","13,382,061","13,378,371","13,378,175","13,344,548","13,339,218","13,584,161","13,606,130","13,606,130","13,795,591","13,983,692","13,979,636","13,979,636","12,482,459","12,404,232","11,794,041","10,092,114","9,877,300","9,653,300",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.323%,1.310%,0.321%,-1.515%,-1.675%,-1.923%,-3.308%,-2.857%,-2.672%,-2.672%,10.520%,12.733%,18.531%,38.520%,26.375%,28.497%,22.994%,5.437%,3.265%,2.201%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.549,-0.515,-0.712,-0.454,-0.346,-0.767,-0.450,-1.438,-0.382,-0.564,-0.623,-0.401,-0.731,-0.497,-1.112,-1.145,-1.437,-0.861,-0.855,-1.294,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.549,-0.515,-0.712,-0.454,-0.346,-0.767,-0.450,-1.439,-0.382,-0.564,-0.623,-0.401,-0.731,-0.500,-1.112,-1.185,-1.437,-0.861,-0.855,-1.294,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,-,-,-,-,-,-,"-4,269,000","-6,991,000","-8,914,000","-6,526,000","-12,856,000","-6,382,000","-7,567,000","-8,982,000","-9,164,000","-7,094,000","-6,492,000","-4,635,000","-4,855,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-,-,-,-,-,-,-0.314,-0.514,-0.655,-0.473,-0.919,-0.457,-0.541,-0.720,-0.739,-0.601,-0.643,-0.469,-0.503,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,51.906%,51.948%,52.977%,59.048%,58.724%,59.409%,59.530%,72.003%,58.416%,58.591%,58.530%,58.506%,57.877%,58.364%,58.891%,59.519%,56.907%,5.766%,5.725%,4.241%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-103.747%,-240.111%,-270.461%,-50.320%,-59.380%,-94.715%,-87.121%,-33.429%,-62.215%,-90.353%,-80.446%,-123.444%,-84.961%,-96.663%,-176.029%,-207.901%,-183.828%,-275.178%,-238.990%,-796.354%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-107.725%,-175.044%,-279.525%,-88.406%,-52.444%,-104.267%,-71.990%,-128.036%,-50.925%,-89.584%,-94.858%,-61.160%,-126.036%,-96.984%,-242.033%,-294.463%,-399.646%,-325.496%,-247.827%,-929.539%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-27.977%,-68.452%,-103.978%,-72.015%,-140.380%,-78.674%,-105.655%,-156.590%,-190.046%,-167.232%,-243.055%,-136.083%,-361.235%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,149,750","-8,618,750","-8,284,750","-2,523,750","-4,642,500","-8,695,500","-6,666,500","-4,211,000","-5,589,000","-7,412,000","-6,857,000","-10,892,000","-6,471,000","-6,458,000","-9,581,000","-9,550,000","-7,353,000","-6,834,000","-7,617,000","-10,293,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-91.746%,-216.606%,-243.026%,-36.714%,-52.529%,-88.549%,-79.867%,-27.597%,-54.724%,-86.457%,-75.668%,-118.934%,-79.771%,-90.170%,-167.033%,-198.051%,-173.338%,-255.859%,-223.635%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"935,250","935,250","935,250","935,250","605,500","605,500","605,500","890,000","765,000","334,000","433,000","413,000","421,000","465,000","516,000","475,000","445,000","516,000","523,000","410,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,085,000","-9,554,000","-9,220,000","-3,459,000","-5,248,000","-9,301,000","-7,272,000","-5,101,000","-6,354,000","-7,746,000","-7,290,000","-11,305,000","-6,892,000","-6,923,000","-10,097,000","-10,025,000","-7,798,000","-7,350,000","-8,140,000","-10,703,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-103.747%,-240.110%,-270.461%,-50.320%,-59.380%,-94.715%,-87.121%,-33.429%,-62.215%,-90.353%,-80.446%,-123.444%,-84.960%,-96.663%,-176.029%,-207.901%,-183.828%,-275.178%,-238.990%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,"3,409,000","6,874,000",-,"9,820,000","8,347,000","15,259,000","10,213,000","8,573,000","9,062,000","9,158,000","8,112,000","7,162,000","5,736,000","4,822,000","4,242,000","2,671,000","3,406,000","1,344,000",Upgrade,Financials in USD,Fiscal year is January - December
