Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"21,179,000","49,556,000",-,-,"21,193,000","33,621,000",-,-,"5,622,000","3,618,000",-,"709,000","714,000","696,000","746,000","89,831,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-15,203,000","-12,310,000","30,613,000",-,"16,066,000","-2,869,000","-9,697,000",-,"44,647,000","47,096,000","13,072,000","1,730,000","21,149,000","-12,096,000","45,709,000","-105,719,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"-4,653,000","-26,139,000","25,707,000",-,"1,879,000","-13,188,000","13,359,000",-,"-2,916,000","-201,000","-3,513,000","-437,000","-2,699,000","-1,497,000","-470,000","-21,342,000","12,739,000","-26,058,000","19,154,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-53,677,000","-27,074,000","22,935,000",-,"4,761,000","4,057,000","-11,380,000",-,"8,053,000","-3,326,000","-11,586,000","8,986,000","-63,083,000","-62,697,000","-6,188,000","-48,177,000","-82,505,000","-116,613,000","-51,922,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"4,536,000","31,164,000",-,-,"20,969,000","12,731,000",-,-,"14,195,000","11,810,000",-,"10,119,000","-1,373,000","-2,262,000","-6,485,000","-10,558,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,"-26,700,000",-,"-16,000",-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-49,141,000","4,090,000","22,935,000",-,"25,730,000","16,788,000","-11,380,000",-,"22,248,000","-18,216,000","-11,586,000","19,089,000","-64,456,000","-64,959,000","-12,673,000","-58,735,000","-82,505,000","-116,613,000","-51,922,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"-571,000","-571,000","-568,000",-,"-100,000","12,917,000","-185,000",-,"694,000","812,000","1,724,000","2,739,000","157,000","-630,000","157,000","503,000","14,000","373,000","336,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"-48,570,000","4,661,000","23,503,000",-,"25,830,000","3,871,000","-11,195,000",-,"21,554,000","-19,028,000","-13,310,000","16,350,000","-64,613,000","-64,329,000","-12,830,000","-59,238,000","-82,519,000","-116,986,000","-52,258,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Discontinued Operations,"-1,860,000","4,324,000","66,717,000",-,-,"1,230,000","34,402,000",-,-,-,-,-,-,-,"22,191,000","1,350,000","614,000","1,944,000","1,657,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-50,430,000","8,985,000","90,220,000",-,"25,830,000","5,101,000","23,207,000",-,"21,554,000","-19,028,000","-13,310,000","16,350,000","-64,613,000","-64,329,000","9,361,000","-57,888,000","-81,905,000","-115,042,000","-50,601,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-50,430,000","8,985,000","90,220,000",-,"25,830,000","5,101,000","23,207,000",-,"21,554,000","-19,028,000","-13,310,000","16,350,000","-64,613,000","-64,329,000","9,361,000","-57,888,000","-81,905,000","-115,042,000","-50,601,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Net Income Growth,-,76.142%,288.762%,-,19.839%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"65,942,486","65,939,986","65,854,014",-,"66,271,711","65,434,286","66,305,714",-,"65,833,511","64,907,022","66,550,000","65,409,637","65,530,121","65,522,521","65,511,581","65,380,316","65,340,842","64,995,480","64,690,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"65,942,486","66,237,986","65,854,014",-,"66,271,711","65,624,286","66,305,714",-,"65,833,511","64,907,022","66,550,000","65,409,637","65,530,121","65,522,521","65,511,581","65,380,316","65,340,842","64,995,480","64,690,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),-0.497%,0.935%,-0.681%,-,0.666%,1.105%,-0.367%,-,0.463%,-0.939%,1.585%,0.045%,0.290%,0.811%,1.270%,-,9.072%,18.555%,18.448%,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.765,0.136,1.370,-,0.390,0.078,0.350,-,0.327,-0.293,-0.200,0.250,-0.986,-0.982,0.143,-0.885,-1.254,-1.770,-0.782,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.768,0.136,1.370,-,0.390,0.078,0.350,-,0.327,-0.293,-0.200,0.250,-0.986,-0.982,0.139,-0.886,-1.254,-1.770,-0.784,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS Growth,-,74.791%,291.429%,-,19.046%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-76,028,000","-69,753,000","-126,176,000",-,"-121,826,000","-129,219,000","-99,132,000","-187,443,000","-121,176,000","-148,167,000","-71,147,000","-184,069,000","-151,418,000","-92,848,000","-129,697,000","-54,437,000","-196,385,000","-147,296,000","-71,740,000","-125,204,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-1.153,-1.053,-1.916,-,-1.838,-1.969,-1.495,-,-1.841,-2.283,-1.069,-2.814,-2.311,-1.417,-1.980,-0.833,-3.006,-2.266,-1.109,-,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,-55.498%,-15.788%,-18.788%,-,-164.840%,6.449%,10.269%,-,14.141%,170.698%,24.580%,31.340%,-70.927%,0.582%,-14.141%,15.796%,-1.395%,-62.309%,-11.484%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-90.737%,-49.030%,-53.067%,-,-25.189%,-22.492%,-24.239%,-,-27.590%,-36.068%,-15.508%,6.088%,-121.815%,-33.447%,-44.602%,-7.011%,-26.109%,-97.060%,-44.629%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-84.262%,11.538%,144.509%,-,21.520%,8.494%,39.620%,-,15.825%,-13.827%,-9.762%,9.791%,-100.653%,-46.024%,8.219%,-37.077%,-64.230%,-126.637%,-48.862%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-127.033%,-89.573%,-202.101%,-,-101.499%,-215.175%,-169.242%,-,-88.967%,-107.672%,-52.181%,-110.229%,-235.876%,-66.428%,-113.877%,-34.866%,-154.005%,-162.142%,-69.274%,-,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-48,475,250","-29,105,000","-27,301,250",-,"-26,059,000","-4,224,000","-10,023,000",-,"-31,699,000","-43,875,000","-15,629,000","12,244,250","-70,144,000","-30,773,000","-45,779,000","-8,957,500","-29,065,000","-83,354,000","-42,029,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-80.996%,-37.375%,-43.730%,-,-21.711%,-7.034%,-17.112%,-,-23.273%,-31.884%,-11.463%,7.332%,-109.269%,-22.017%,-40.195%,-5.737%,-22.793%,-91.755%,-40.584%,-,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"5,829,750","9,076,000","5,829,750","5,829,750","4,175,000","9,283,000","4,175,000","10,646,000","5,880,000","5,758,000","5,516,000","2,078,250","8,054,000","15,977,000","5,019,000","1,989,500","4,229,000","4,819,000","4,189,000","1,374,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-54,305,000","-38,181,000","-33,131,000",-,"-30,234,000","-13,507,000","-14,198,000",-,"-37,579,000","-49,633,000","-21,145,000","10,166,000","-78,198,000","-46,750,000","-50,798,000","-10,947,000","-33,294,000","-88,173,000","-46,218,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-90.737%,-49.030%,-53.067%,-,-25.189%,-22.492%,-24.239%,-,-27.590%,-36.068%,-15.508%,6.088%,-121.815%,-33.447%,-44.602%,-7.011%,-26.109%,-97.060%,-44.629%,-,Upgrade,Financials in EUR,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,76.942%,-,-,3.119%,-,-,14.348%,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,"59,849,000","140,305,000",-,-,"120,027,000","118,627,000",-,-,"136,203,000","137,610,000","136,347,000","166,988,000","64,194,000","139,772,000","113,892,000","156,130,000","127,519,000","90,844,000","103,560,000",-,Upgrade,Financials in EUR,Fiscal year is January - December
