Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"16,982,000","10,285,000","8,783,000","9,853,000","10,583,000","11,172,000","10,524,000","8,318,000","1,791,000","835,000","137,000","61,000","46,000","34,000","33,000","26,000","70,000","203,000","1,404,000","2,042,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,843,000","-269,000","-1,100,000","2,170,000","285,000","-488,000","-111,000","1,130,000","-1,514,000","-4,306,000","-1,249,000","-2,652,000","-476,000","-159,000","-43,000","419,000","-4,000","-46,000","36,000","-276,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-204,828,000","-196,071,000","-168,402,000","-169,363,000","-149,392,000","-230,779,000","-168,781,000","-161,798,000","-125,535,000","-107,766,000","-105,854,000","-113,385,000","-106,992,000","-99,010,000","-91,402,000","-101,592,000","-63,342,000","-61,426,000","-66,328,000","-52,664,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,"-600,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-14,682,000","-103,700,000","11,900,000","-15,700,000","-8,997,000","-13,500,000","9,500,000","1,800,000","-5,238,000","12,622,000","11,618,000","966,000","-8,300,000","-17,689,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-219,510,000","-299,771,000","-156,502,000","-185,063,000","-158,389,000","-244,279,000","-159,281,000","-159,998,000","-130,773,000","-95,144,000","-94,236,000","-113,019,000","-115,292,000","-116,699,000","-91,402,000","-101,592,000","-63,342,000","-61,426,000","-66,328,000","-52,664,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,014,000","838,000","589,000","998,000","544,000","530,000","483,000","125,000","372,000","501,000","385,000","-41,000","-2,578,000","622,000","239,000","621,000","317,000","428,000","36,000","324,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-220,524,000","-300,609,000","-157,091,000","-186,061,000","-158,933,000","-244,809,000","-159,764,000","-160,123,000","-131,145,000","-95,645,000","-94,621,000","-112,978,000","-112,714,000","-117,321,000","-91,641,000","-102,213,000","-63,659,000","-61,854,000","-66,364,000","-52,988,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-220,524,000","-300,609,000","-157,091,000","-186,061,000","-158,933,000","-244,809,000","-159,764,000","-160,123,000","-131,145,000","-95,645,000","-94,621,000","-112,978,000","-112,714,000","-117,321,000","-91,641,000","-102,213,000","-63,659,000","-61,854,000","-66,364,000","-52,988,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"173,721,000","154,702,000","148,456,000","144,806,000","142,899,000","137,553,000","136,355,000","132,694,000","120,789,000","119,602,000","118,929,000","118,502,000","117,092,000","109,580,000","103,040,000","102,297,000","101,615,000","96,633,000","89,779,000","89,466,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"173,721,000","154,702,000","148,456,000","144,806,000","142,899,000","137,553,000","136,355,000","132,694,000","120,789,000","119,602,000","118,929,000","118,502,000","117,092,000","109,580,000","103,040,000","102,297,000","101,615,000","96,633,000","89,779,000","89,466,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.569%,12.467%,8.875%,9.128%,18.305%,15.009%,14.652%,11.976%,3.157%,9.146%,15.420%,15.841%,15.231%,13.398%,14.771%,14.342%,13.861%,18.125%,15.783%,16.045%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.269,-1.943,-1.058,-1.285,-1.112,-1.780,-1.172,-1.207,-1.086,-0.800,-0.796,-0.953,-0.963,-1.071,-0.889,-0.999,-0.626,-0.640,-0.739,-0.592,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.270,-1.943,-1.060,-1.285,-1.112,-1.780,-1.172,-1.207,-1.090,-0.800,-0.800,-0.953,-0.963,-1.071,-0.890,-0.999,-0.630,-0.640,-0.740,-0.593,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-184,605,000","-129,735,000","-188,714,000","-132,972,000","-139,187,000","-127,675,000","-149,701,000","-107,840,000","-90,410,000","-105,205,000","-106,862,000","-85,274,000","-76,926,000","-78,929,000","-129,462,000","-67,725,000","-59,415,000","-37,834,000","-60,614,000","-57,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.063,-0.839,-1.271,-0.918,-0.974,-0.928,-1.098,-0.813,-0.748,-0.880,-0.899,-0.720,-0.657,-0.720,-1.256,-0.662,-0.585,-0.392,-0.675,-0.642,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,77.340%,76.794%,76.878%,77.963%,78.872%,78.513%,78.793%,77.961%,80.111%,74.862%,77.044%,76.324%,78.221%,76.112%,75.521%,73.773%,75.662%,76.585%,37.149%,-41.958%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-212.734%,-205.008%,-208.483%,-194.248%,-175.373%,-287.493%,-241.755%,-258.474%,-180.805%,-154.763%,-191.031%,-177.186%,-203.856%,-195.225%,-208.467%,-228.270%,-128.825%,-127.342%,-163.747%,-103.006%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-236.044%,-332.753%,-208.068%,-222.314%,-200.998%,-316.991%,-244.984%,-270.022%,-193.629%,-146.648%,-178.170%,-201.301%,-241.063%,-258.610%,-227.883%,-246.802%,-145.863%,-145.556%,-180.043%,-115.927%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-197.597%,-143.607%,-249.952%,-158.881%,-176.026%,-165.320%,-229.553%,-181.855%,-133.486%,-161.305%,-201.220%,-151.939%,-164.523%,-173.983%,-321.933%,-163.528%,-136.139%,-89.032%,-164.444%,-125.672%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-196,560,000","-183,040,000","-155,088,000","-160,368,000","-136,450,000","-219,989,000","-155,681,000","-150,927,000","-121,077,000","-99,294,000","-99,385,000","-97,006,000","-92,758,000","-85,861,000","-81,125,000","-91,905,000","-52,591,000","-50,238,000","-56,482,000","-44,747,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-210.393%,-202.612%,-205.415%,-191.614%,-172.564%,-284.853%,-238.723%,-254.514%,-178.764%,-152.242%,-187.141%,-172.842%,-198.383%,-189.263%,-201.733%,-221.912%,-120.503%,-118.221%,-153.234%,-97.897%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,187,000","2,164,000","2,317,000","2,204,000","2,221,000","2,039,000","1,977,000","2,348,000","1,382,000","1,644,000","2,066,000","2,438,000","2,559,000","2,705,000","2,708,000","2,633,000","3,632,000","3,876,000","3,875,000","2,335,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-198,747,000","-185,204,000","-157,405,000","-162,572,000","-138,671,000","-222,028,000","-157,658,000","-153,275,000","-122,459,000","-100,938,000","-101,451,000","-99,444,000","-95,317,000","-88,566,000","-83,833,000","-94,538,000","-56,223,000","-54,114,000","-60,357,000","-47,082,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-212.734%,-205.008%,-208.483%,-194.248%,-175.373%,-287.493%,-241.755%,-258.474%,-180.805%,-154.763%,-191.031%,-177.186%,-203.856%,-195.225%,-208.467%,-228.270%,-128.825%,-127.342%,-163.747%,-103.006%,Upgrade,Financials in USD,Fiscal year is January - December
