Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"234,802",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,218,818","-3,068,153","3,513,821","-2,281,698","-6,650,970","-3,548,629","-3,870,030","-2,229,432","-2,409,165","-2,631,777","-3,487,581","12,624,021","-3,081,297","-6,809,041","-3,367,882","-4,511,276","-4,313,258","-6,369,634","-5,770,451","-3,292,075",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,481,200,555,-,-,200,481,-,-,200,-,-,-,200,-,-,-,200,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,218,818","-3,068,634","3,513,621","-2,282,253","-6,650,970","-3,548,629","-3,870,230","-2,229,913","-2,409,165","-2,631,777","-3,487,781","12,624,021","-3,081,297","-6,809,041","-3,368,082","-4,511,276","-4,313,258","-6,369,634","-5,770,651","-3,292,075",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,218,818","-3,068,634","3,513,621","-2,282,253","-6,650,970","-3,548,629","-3,870,319","-2,229,913","-2,409,165","-2,631,777","-3,487,781","12,624,021","-3,081,297","-6,809,041","-3,368,082","-4,511,276","-4,313,258","-6,369,634","-5,770,651","-3,292,075",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,347,940","5,343,922","5,315,830","5,316,336","5,292,058","5,234,830","5,234,830","5,234,867","5,234,576","5,234,141","5,194,681","5,194,445","5,193,565","5,193,565","4,816,550","3,921,236","3,813,746","2,927,602","2,432,212","1,801,525",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,347,940","5,343,922","5,357,530","5,316,336","5,292,058","5,234,830","5,234,830","5,234,867","5,250,179","5,263,389","5,194,681","5,229,573","5,233,168","5,234,603","4,816,550","3,921,236","3,813,746","2,927,602","2,432,212","1,801,525",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.056%,2.084%,2.344%,1.556%,0.798%,-0.543%,0.773%,0.101%,0.325%,0.550%,7.851%,33.365%,37.219%,78.802%,98.032%,117.662%,160.252%,102.385%,76.828%,41.697%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.415,-0.574,0.661,-0.429,-1.257,-0.678,-0.739,-0.426,-0.460,-0.503,-0.671,2.430,-0.593,-1.311,-0.699,-1.150,-1.131,-2.176,-2.373,-1.827,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.441,-0.574,0.661,-0.432,-1.271,-0.683,-0.758,-0.432,-0.521,-0.611,-0.671,2.430,-0.681,-1.343,-0.699,-1.151,-1.190,-2.210,-2.380,-1.827,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,912,969","-2,497,777","2,407,519","-2,031,472","-2,606,032","-3,309,597","-3,932,057","-1,935,646","-3,198,174","-3,056,631","-3,912,199","8,986,949","-6,980,787","-2,363,282","-4,061,774","-3,684,029","-4,163,559","-4,079,248","-3,376,262","-3,308,042",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.545,-0.467,0.449,-0.382,-0.492,-0.632,-0.751,-0.370,-0.609,-0.581,-0.753,1.718,-1.334,-0.451,-0.843,-0.940,-1.092,-1.393,-1.388,-1.836,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,100.000%,100.000%,100.000%,-,-,100.000%,-,-,100.000%,-,100.000%,100.000%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-3676.177%,42.306%,-1199.581%,-,-,-7889.858%,-,-,-705.506%,-,79.473%,-6425.561%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-3426.153%,46.128%,-1055.680%,-,-,-7038.223%,-,-,-526.355%,-,78.479%,-5602.969%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-2788.787%,31.606%,-939.678%,-,-,-7150.495%,-,-,-611.326%,-,55.869%,-12693.725%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,621,962","-3,284,056","3,231,041","-2,585,348","-7,035,618","-3,947,514","-4,333,814","-2,558,255","-2,896,793","-3,524,953","-3,129,921","12,784,042","-3,532,784","-2,989,390","-3,113,604","-4,800,517","-4,374,257","-4,221,720","-4,596,216","-3,444,391",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,42.418%,-,-,-,-,-,-,-,-,79.474%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,511","8,512","8,512","8,003","7,748","8,091","4,819","2,578","2,578","2,578","1,719",95,889,889,889,"1,157",799,799,799,"3,861",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,630,473","-3,292,568","3,222,529","-2,593,351","-7,043,366","-3,955,605","-4,338,633","-2,560,833","-2,899,371","-3,527,531","-3,131,640","12,783,947","-3,533,673","-2,990,279","-3,114,493","-4,801,674","-4,375,056","-4,222,519","-4,597,015","-3,448,252",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,42.306%,-,-,-,-,-,-,-,-,79.473%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,0.006%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"89,565","7,617,174","216,188","-3,121,996",-,"54,990",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
