Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-40,185,000","-65,148,000","10,183,000","-74,231,000","-55,509,000","-67,601,000","-63,154,000","-59,069,000","-54,659,000","-68,375,000","-59,204,000","-39,028,000","-62,771,000","-55,017,000","-50,248,000","-39,374,000","-34,647,000","-27,292,000","-16,235,000","-14,546,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-22,863,000",-,"13,157,000",-,-,-,"3,725,000",-,-,-,"-908,000",-,-,-,"-556,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,"51,582,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"-10,000,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-40,185,000","-88,011,000","10,183,000","-61,074,000","-55,509,000","-113,169,000","-63,154,000","-55,344,000","-54,659,000","-68,375,000","-59,204,000","-49,936,000","-11,189,000","-55,017,000","-50,248,000","-39,930,000","-34,647,000","-27,292,000","-16,235,000","-14,546,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-27,000","266,000","143,000","-135,000","31,000","-605,000","108,000","-360,000","-159,000","17,000","33,000","159,000","-697,000","45,000","196,000","426,000","18,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-40,158,000","-88,277,000","10,040,000","-60,939,000","-55,540,000","-112,564,000","-63,262,000","-54,984,000","-54,500,000","-68,392,000","-59,237,000","-50,095,000","-10,492,000","-55,062,000","-50,444,000","-40,356,000","-34,665,000","-27,292,000","-16,235,000","-14,546,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,"28,000","22,000","12,000","37,000","43,000","13,000","99,000","35,000","160,000","36,000","6,301,000","488,000","543,000","53,000","110,000","435,000","109,000","40,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-40,158,000","-88,277,000","10,068,000","-60,917,000","-55,528,000","-112,527,000","-63,219,000","-54,971,000","-54,401,000","-68,357,000","-59,077,000","-50,059,000","-4,191,000","-54,574,000","-49,901,000","-40,303,000","-34,555,000","-26,857,000","-16,126,000","-14,506,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-40,158,000","-88,277,000","10,068,000","-60,917,000","-55,528,000","-112,527,000","-63,219,000","-54,971,000","-54,401,000","-68,357,000","-59,077,000","-50,059,000","-4,191,000","-54,574,000","-49,901,000","-40,303,000","-34,555,000","-26,857,000","-16,126,000","-14,506,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"71,111,000","71,040,000","70,898,000","70,833,000","70,612,000","60,790,000","59,277,000","58,134,000","56,807,000","51,117,000","45,244,000","44,976,000","44,609,000","40,738,000","40,359,000","39,936,000","37,959,000","34,353,000","5,601,000","5,585,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"71,111,000","71,040,000","71,192,000","70,833,000","70,612,000","60,790,000","59,277,000","58,134,000","56,807,000","51,117,000","45,244,000","44,976,000","44,609,000","40,738,000","40,359,000","39,936,000","37,959,000","34,353,000","5,601,000","5,585,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.707%,16.861%,20.101%,21.844%,24.302%,18.923%,31.016%,29.256%,27.344%,25.477%,12.104%,12.620%,17.519%,18.586%,620.568%,615.058%,577.718%,513.337%,0.125%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.565,-1.243,0.142,-0.860,-0.786,-1.851,-1.067,-0.946,-0.958,-1.337,-1.306,-1.113,-0.094,-1.340,-1.236,-1.009,-0.910,-0.782,-2.879,-2.597,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.565,-1.243,0.140,-0.860,-0.786,-1.851,-1.070,-0.946,-0.958,-1.337,-1.306,-1.113,-0.094,-1.340,-1.236,-1.009,-0.910,-0.782,-2.879,-2.597,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-44,045,000","-35,320,000","-52,014,000","-40,772,000","-38,756,000","-79,594,000","-49,283,000","-37,489,000","-34,859,000","-43,305,000","-50,646,000","-39,212,000","-36,151,000","-46,932,000","-37,905,000","-28,018,000","-20,605,000","-22,058,000","-16,902,000","-13,227,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.619,-0.497,-0.731,-0.576,-0.549,-1.309,-0.831,-0.645,-0.614,-0.847,-1.119,-0.872,-0.810,-1.152,-0.939,-0.702,-0.543,-0.642,-3.018,-2.368,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,100.000%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-61.058%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,24.822%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-128.240%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-51,111,000","-64,821,000","-24,441,000","-67,585,000","-62,370,000","-58,004,000","-64,593,000","-51,395,000","-53,818,000","-63,113,000","-57,535,000","-37,984,000","-62,733,000","-55,013,000","-50,268,000","-40,212,000","-34,716,000","-27,338,000","-16,361,000","-14,864,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-60.259%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"321,000","327,000","324,000","337,000","348,000","344,000","360,000","359,000","375,000","348,000","344,000","209,000","137,000","119,000","79,000","33,000","51,000","38,000","38,000","41,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-51,432,000","-65,148,000","-24,765,000","-67,922,000","-62,718,000","-58,348,000","-64,953,000","-51,754,000","-54,193,000","-63,461,000","-57,879,000","-38,193,000","-62,870,000","-55,132,000","-50,347,000","-40,245,000","-34,767,000","-27,376,000","-16,399,000","-14,905,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-61.058%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,1.404%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
