Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-5,605,934","-2,530,753","-3,544,748","-5,375,250","-4,522,795","-4,021,234","-4,931,947","-5,136,851","-3,419,553","-3,565,952","-3,151,778","-3,253,775","-3,814,348","-3,813,673","-3,613,404","-3,004,905","-2,011,064","-2,473,771","-1,968,131","-2,527,348",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"22,180,874","376,643","174,254","101,729","83,542","77,547","38,130","29,677","26,688","26,688","25,872","18,559","18,296","16,955","16,443","11,394","10,989","10,967","10,967","10,048",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"22,180,874","376,643","174,254","101,729","83,542","77,547","38,130","29,677","26,688","26,688","25,872","18,559","18,296","16,955","16,443","11,394","10,989","10,967","10,967","10,048",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),26450.566%,385.696%,357.000%,242.787%,213.032%,190.569%,47.379%,59.906%,45.868%,57.405%,57.344%,62.884%,66.494%,54.600%,49.932%,13.396%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.253,-6.719,-20.342,-52.839,-54.138,-51.855,-129.346,-173.092,-128.131,-133.616,-121.822,-175.321,-208.480,-224.929,-219.753,-263.727,-183.007,-225.565,-179.459,-251.527,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.253,-6.720,-20.500,-52.839,-54.140,-51.860,-129.500,-173.413,-128.131,-133.616,-122.000,-181.866,-210.000,-225.000,-219.753,-263.727,-183.007,-225.565,-179.459,-251.527,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,799,990","-1,650,393","-3,192,057","-2,538,510","-3,378,063","-3,402,767","-4,824,592","-2,305,322","-1,814,273","-3,365,443","-3,077,199","-3,238,878","-1,995,515","-4,997,939","-3,311,725","-1,446,773","-1,273,673","-2,754,019","-1,861,498","-2,487,323",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.307,-4.382,-18.318,-24.954,-40.436,-43.880,-126.530,-77.680,-67.981,-126.103,-118.939,-174.518,-109.068,-294.777,-201.406,-126.977,-115.904,-251.119,-169.736,-247.544,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,628,155","-2,527,383","-3,544,036","-5,378,418","-4,532,941","-4,024,383","-4,925,232","-5,132,158","-3,416,221","-3,561,135","-3,145,837","-3,248,044","-3,810,032","-3,808,110","-3,606,659","-2,998,497","-2,007,901","-2,470,899","-1,966,214","-2,522,641",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,751,752,818,953,899,"1,003","1,279","2,381","2,794","3,206","3,375","3,493","3,369","3,210","2,998","3,144","3,163","2,872","1,917","1,090",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,628,906","-2,528,135","-3,544,854","-5,379,371","-4,533,840","-4,025,386","-4,926,511","-5,134,539","-3,419,015","-3,564,341","-3,149,212","-3,251,537","-3,813,401","-3,811,320","-3,609,657","-3,001,641","-2,011,064","-2,473,771","-1,968,131","-2,523,731",Upgrade,Financials in USD,Fiscal year is January - December
