Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow Per Share,-0.254,-0.275,-0.331,-0.373,-0.394,-0.312,-0.327,-0.844,-0.657,-0.654,-0.775,-0.926,-0.504,-0.485,-0.333,-0.263,-0.365,0.482,-0.366,-0.372,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-11.273%,-96.571%,-,-,-291.762%,-,-273.497%,-258.060%,-,-145.232%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1703.871%,-665.727%,-2652.883%,-2098.747%,-2637.809%,-6705.788%,-48.477%,-145.232%,-576.670%,-448.051%,-404.404%,-406.480%,-383.993%,-348.785%,-414.737%,-210.109%,-416.605%,-525.288%,-1371.451%,-1037.759%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1551.008%,-567.439%,-2493.714%,-2632.578%,-2323.560%,-5654.341%,-32.013%,-127.070%,-557.793%,-410.292%,-356.739%,-402.021%,-304.450%,-411.072%,-404.676%,-334.116%,-776.449%,-513.669%,-1332.803%,-1010.064%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-973.129%,-477.806%,-1736.935%,-2196.778%,-1997.840%,-3289.603%,-54.371%,-185.017%,-425.359%,-341.194%,-405.653%,-519.433%,-338.207%,-340.926%,-278.918%,-144.288%,-419.251%,699.085%,-1103.101%,-1003.747%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-47,770,000","-40,362,000","-46,247,000","-30,290,000","-46,539,000","-58,099,000","-24,401,000","-59,577,000","-83,198,000","-80,147,000","-71,706,000","-67,176,000","-53,104,000","-45,613,000","-45,251,000","-32,538,000","-30,714,000","-27,959,000","-33,787,000","-28,455,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-41.372%,-134.315%,-,-,-,-,-,-,-,-204.693%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,607,000","4,721,000","4,821,000","4,885,000","4,740,000","4,466,000","4,191,000","4,842,000","3,193,000","2,962,000","2,761,000","2,206,000","1,519,000","1,166,000","959,000","861,000","773,000","748,000","705,000","623,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-52,377,000","-45,083,000","-51,068,000","-35,175,000","-51,279,000","-62,565,000","-28,592,000","-64,419,000","-86,391,000","-83,109,000","-74,467,000","-69,382,000","-54,623,000","-46,779,000","-46,210,000","-33,399,000","-31,487,000","-28,707,000","-34,492,000","-29,078,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-48.477%,-145.232%,-,-,-,-,-,-,-,-210.109%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
