Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"76,125,975","73,059,398","70,770,320","58,521,837","58,421,859","58,326,963","58,187,038","57,889,273","54,535,514","51,772,440","51,651,125","51,394,065","50,714,846","45,094,238","44,649,572","44,467,228","20,677,392","2,002,825","1,952,667","1,878,351",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),30.304%,25.258%,21.626%,1.093%,7.126%,12.660%,12.654%,12.638%,7.534%,14.809%,15.681%,15.577%,145.267%,2151.532%,2186.594%,2267.355%,1084.677%,26.378%,23.213%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.821,-0.576,-0.686,-0.246,-0.905,-0.665,-0.703,-0.602,-0.789,-0.778,-0.710,-0.660,-0.564,-0.547,-0.293,-0.285,-0.386,-6.985,-10.233,-6.129,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.821,-0.576,-0.686,-0.246,-0.905,-0.665,-0.703,-0.602,-0.789,-0.778,-0.710,-0.660,-0.564,-0.547,-0.293,-0.285,-0.386,-6.985,-10.233,-6.129,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-50,001,000","-47,625,000","-46,993,000","-3,580,000","-39,725,000","-46,024,000","-47,977,000","-39,909,000","-35,515,000","-39,720,000","-40,777,000","-38,853,000","-37,566,000","-31,137,000","-22,987,000","-21,505,000","129,258,000","-15,267,000","-13,452,000","-11,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.657,-0.652,-0.664,-0.061,-0.680,-0.789,-0.825,-0.689,-0.651,-0.767,-0.789,-0.756,-0.741,-0.690,-0.515,-0.484,6.251,-7.623,-6.889,-5.856,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-130.807%,-,-10.619%,-,-177.157%,-,-167.259%,-,-258.633%,-273.560%,-145.689%,-88.365%,-90.183%,-38.819%,-59.499%,-8.567%,-,-253.442%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1927.934%,-198.538%,-514.300%,-40.330%,-1216.349%,-262.720%,-478.829%,-239.358%,-469.919%,-354.438%,-383.839%,-222.547%,-140.819%,-133.539%,-70.415%,-99.977%,-55.618%,-431.630%,-328.092%,-642.826%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1670.329%,-163.984%,-472.023%,-30.005%,-1118.168%,-234.960%,-432.368%,-216.029%,-450.236%,-349.635%,-381.251%,-221.931%,-140.549%,-133.161%,-69.912%,-99.218%,-54.951%,-425.456%,-582.905%,-628.096%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1336.568%,-185.673%,-456.819%,-7.476%,-840.207%,-278.714%,-506.835%,-247.283%,-371.846%,-344.971%,-423.789%,-254.357%,-184.727%,-168.135%,-122.912%,-168.205%,889.410%,-464.325%,-392.415%,-600.109%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-70,137,000","-48,987,000","-51,445,000","-18,795,750","-56,614,000","-42,483,000","-44,447,000","-38,185,750","-44,115,000","-40,105,000","-36,246,000","-33,619,750","-27,966,000","-24,178,000","-12,684,000","-12,516,250","-7,593,000","-13,803,000","-10,860,000","-11,676,750",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-190.982%,-,-39.252%,-,-257.270%,-,-236.605%,-,-,-,-220.096%,-137.520%,-130.558%,-67.822%,-97.898%,-52.247%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,987,000","1,938,000","1,461,000","516,250","895,000","900,000","879,000","444,250","767,000","705,000","687,000","374,250","671,000","552,000","485,000","265,750","490,000","389,000","387,000","106,250",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-72,124,000","-50,925,000","-52,906,000","-19,312,000","-57,509,000","-43,383,000","-45,326,000","-38,630,000","-44,882,000","-40,810,000","-36,933,000","-33,994,000","-28,637,000","-24,730,000","-13,169,000","-12,782,000","-8,083,000","-14,192,000","-11,247,000","-11,783,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-198.538%,-,-40.330%,-,-262.720%,-,-239.358%,-,-,-,-222.547%,-140.819%,-133.538%,-70.415%,-99.977%,-55.618%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
