Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"70,975,778","71,200,798","70,716,929","70,687,307","70,618,609","70,534,181","70,490,704","70,472,598","70,430,554","70,391,458","70,345,828","68,159,651","67,929,894","67,818,366","67,313,156","64,004,719","59,406,215","55,607,110","54,715,610","49,142,504",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.506%,0.945%,0.321%,0.305%,0.267%,0.203%,0.206%,3.393%,3.681%,3.794%,4.505%,6.492%,14.348%,21.960%,23.024%,30.243%,54.283%,43.714%,80.403%,99.482%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.197,0.118,-0.165,-0.217,-0.159,-0.176,-0.189,-0.163,-0.170,-0.207,-0.229,-0.369,-0.168,-0.233,2.590,-0.344,-0.276,-0.406,-0.366,-0.345,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.200,0.118,-0.170,-0.220,-0.160,-0.180,-0.190,-0.163,-0.170,-0.210,-0.230,-0.373,-0.170,-0.233,2.540,-0.350,-0.280,-0.410,-0.370,-0.345,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-15,003,000","-14,289,000","-16,705,000","-11,926,017","-10,058,000","-11,713,000","-12,126,000","-9,295,671","-12,694,973","-14,328,508","-20,132,354","-12,160,462","-10,894,066","-19,405,376","160,887,569","-14,551,265","-1,487,732","-17,246,289","-18,425,868","-16,919,599",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.211,-0.201,-0.236,-0.169,-0.142,-0.166,-0.172,-0.132,-0.180,-0.204,-0.286,-0.178,-0.160,-0.286,2.390,-0.227,-0.025,-0.310,-0.337,-0.344,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,-,-,-,100.000%,100.000%,100.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-7645.087%,-11075.148%,-11768.243%,-13978.472%,-11035.780%,-17562.667%,-22565.152%,-27815.281%,-115329.274%,-,-1125.466%,-,-,-,84.727%,-378.582%,-237.252%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-8095.954%,4953.254%,-7901.351%,-10823.474%,-10323.853%,-16544.000%,-20236.364%,-24859.095%,-107798.334%,-,-1114.462%,-,-,-,82.148%,-386.267%,-237.557%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-8672.254%,-8455.030%,-11287.162%,-8424.530%,-9227.523%,-15617.333%,-18372.727%,-20085.720%,-114348.523%,-,-1392.890%,-,-,-,77.208%,-255.143%,-21.518%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-13,057,000","-18,569,000","-17,281,000","-19,647,823","-11,883,000","-13,035,000","-14,748,000","-12,687,932","-12,648,436","-14,205,989","-16,193,299","-26,296,714","-11,629,556","-14,259,611","176,632,052","-21,508,200","-16,324,744","-23,063,677","-20,227,507","-17,214,128",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.763%,-,-236.110%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"169,000","148,000","136,000","140,522","146,000","137,000","145,000","184,980","155,420","98,298","73,807","56,951","52,178","53,215","74,735","83,041","78,918","78,010","66,879","53,801",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,226,000","-18,717,000","-17,417,000","-19,788,345","-12,029,000","-13,172,000","-14,893,000","-12,872,912","-12,803,856","-14,304,287","-16,267,106","-26,353,665","-11,681,734","-14,312,826","176,557,317","-21,591,241","-16,403,662","-23,141,687","-20,294,386","-17,267,929",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84.727%,-,-237.252%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.283%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"173,000","169,000","148,000","141,563","109,000","75,000","66,000","46,280","11,102",-,"1,445,366",-,-,-,"208,382,779","5,703,187","6,914,034",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
