Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,+9 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-3,784,082","-2,031,215","-1,731,031","-1,640,500","-1,792,754","-2,184,372","-975,097","-750,909","-1,017,898","-623,043","-707,607","-484,806","-242,729","-372,569","-155,092","-216,919","-216,919","-193,497","-193,497","-119,573",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,384,177","2,104,933","2,075,745","2,001,664","1,969,904","1,780,171","1,704,517","1,529,207","1,270,622","1,164,124","1,164,021","1,164,000","1,161,441","1,161,441","1,161,441","17,890,001","17,890,001","1,119,714","1,119,714","924,784",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,384,177","2,104,933","2,075,745","2,001,664","1,969,904","1,780,171","1,704,517","1,529,207","1,270,622","1,164,124","1,164,021","1,164,000","1,161,441","1,161,441","1,161,441","17,890,001","17,890,001","1,119,714","1,119,714","924,784",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),21.030%,18.243%,21.779%,30.896%,55.035%,52.919%,46.434%,31.375%,9.400%,0.231%,0.222%,-93.494%,-93.508%,3.727%,3.727%,1834.506%,1834.506%,-60.188%,-60.188%,-67.119%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.587,-0.965,-0.834,-0.820,-0.910,-1.227,-0.572,-0.491,-0.801,-0.535,-0.608,-0.416,-0.209,-0.321,-0.134,-0.012,-0.012,-0.173,-0.173,-0.129,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.587,-0.965,-0.834,-0.820,-0.910,-1.227,-0.572,-0.491,-0.801,-0.535,-0.608,-0.416,-0.209,-0.321,-0.134,-0.012,-0.012,-0.173,-0.173,-0.129,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,998,643","-1,399,342","-1,239,083","-1,062,174","-1,553,980","-1,646,057","-1,337,982","-679,867","-1,050,560","-355,420","-624,607","-135,151","-17,544","-41,019","-106,622","-178,441","-178,441","-176,346","-176,346","-106,999",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.838,-0.665,-0.597,-0.531,-0.789,-0.925,-0.785,-0.445,-0.827,-0.305,-0.537,-0.116,-0.015,-0.035,-0.092,-0.010,-0.010,-0.157,-0.157,-0.116,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,050,768","-1,481,672","-1,382,935","-1,280,841","-1,597,288","-1,464,150","-1,543,292","-739,300","-819,883","-352,177","-636,946","-986,371","-240,766","-334,901","-174,736","-168,258","-168,258","-179,910","-179,910","-104,407",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,793,962,"1,912","1,983","1,858","1,482","1,488","1,488","1,585","1,449","1,450","2,168","1,350","1,350","1,350",823,823,"4,279","4,279","4,720",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,051,561","-1,482,634","-1,384,847","-1,282,824","-1,599,146","-1,465,632","-1,544,780","-740,788","-821,468","-353,626","-638,396","-988,539","-242,116","-336,251","-176,086","-169,081","-169,081","-184,189","-184,189","-109,127",Upgrade,Financials in USD,Fiscal year is January - December
