Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-59,836,000","64,847,000","-74,440,000","-70,618,000","18,815,000","-58,901,000","-49,776,000","3,345,000","-48,417,000","-42,572,000","-37,961,000","-33,096,000","109,196,000","27,896,000","-32,075,000","-30,363,000","-30,792,000","-26,537,000","-23,735,000","-21,685,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-59,836,000","64,847,000","-74,440,000","-70,618,000","18,815,000","-58,901,000","-49,776,000","3,345,000","-48,417,000","-42,572,000","-37,961,000","-33,096,000","109,196,000","27,896,000","-32,075,000","-30,363,000","-30,792,000","-26,537,000","-23,735,000","-21,685,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-835,000","-2,039,000","-2,201,000","-3,142,000","-3,092,000","-4,306,000","-2,912,000","-3,004,000","-2,653,000","-1,328,000","-1,671,000","83,000","-51,000","254,000","4,660,000","353,000","-215,000","-255,000","-166,000","-131,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-59,001,000","66,886,000","-72,239,000","-67,476,000","21,907,000","-54,595,000","-46,864,000","6,349,000","-45,764,000","-41,244,000","-36,290,000","-33,179,000","109,247,000","27,642,000","-36,735,000","-30,716,000","-30,577,000","-26,282,000","-23,569,000","-21,554,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-59,001,000","66,886,000","-72,239,000","-67,476,000","21,907,000","-54,595,000","-46,864,000","6,349,000","-45,764,000","-41,244,000","-36,290,000","-33,179,000","109,247,000","27,642,000","-36,735,000","-30,716,000","-30,577,000","-26,282,000","-23,569,000","-21,554,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"53,790,000","53,767,000","53,714,000","53,668,000","53,559,000","53,121,000","52,501,000","48,960,000","46,986,000","46,805,000","46,704,000","46,618,000","45,626,000","44,332,000","40,250,000","39,921,000","39,917,000","39,911,000","39,909,000","39,897,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"53,790,000","55,043,000","53,714,000","53,668,000","58,004,000","53,121,000","52,501,000","53,979,000","46,986,000","46,805,000","46,704,000","46,618,000","51,205,000","47,414,000","40,250,000","39,921,000","39,917,000","39,911,000","39,909,000","39,897,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-7.265%,3.618%,2.310%,-0.576%,23.450%,13.494%,12.412%,15.790%,-8.239%,-1.284%,16.035%,16.776%,28.279%,18.799%,0.854%,0.060%,0.050%,0.098%,0.113%,0.083%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.097,1.244,-1.345,-1.257,0.409,-1.028,-0.893,0.130,-0.974,-0.881,-0.777,-0.712,2.394,0.624,-0.913,-0.769,-0.766,-0.659,-0.591,-0.540,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.100,1.220,-1.345,-1.257,0.380,-1.030,-0.893,0.114,-0.974,-0.881,-0.780,-0.712,2.130,0.580,-0.913,-0.769,-0.770,-0.660,-0.591,-0.540,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-45,195,000","15,816,000","-73,154,000","-52,587,000","9,075,000","-45,698,000","-47,506,000","-5,127,000","-31,297,000","-35,424,000","-37,437,000","-22,777,000","111,902,000","36,619,000","-33,714,000","-19,145,000","-19,481,000","-18,743,000","-23,189,000","-14,594,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.840,0.287,-1.362,-0.980,0.156,-0.860,-0.905,-0.095,-0.666,-0.757,-0.802,-0.489,2.185,0.772,-0.838,-0.480,-0.488,-0.470,-0.581,-0.366,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,56.436%,-,-,31.759%,-,-,26.144%,-,-,-,-,87.072%,64.891%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-6857.010%,44.220%,-163056.000%,-24846.519%,12.146%,-1654.740%,-2596.819%,-0.144%,-3317.864%,-3293.369%,-3290.893%,-2823.549%,78.482%,46.527%,-20068.125%,-8418.889%,-19647.134%,-13708.718%,-17622.695%,-9091.406%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6082.577%,50.666%,-144478.000%,-21353.165%,25.814%,-1358.422%,-2160.627%,12.718%,-3016.744%,-3143.598%,-3147.441%,-2830.973%,78.497%,46.016%,-22959.375%,-8532.222%,-19475.796%,-13477.949%,-16715.603%,-8419.531%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4659.278%,11.981%,-146308.000%,-16641.456%,10.693%,-1137.049%,-2190.226%,-10.270%,-2063.085%,-2700.000%,-3246.921%,-1943.430%,80.404%,60.960%,-21071.250%,-5318.056%,-12408.280%,-9611.795%,-16446.099%,-5700.781%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-66,287,000","58,608,000","-81,313,000","-78,239,000","10,537,000","-66,282,000","-56,124,000","124,000","-50,150,000","-43,025,000","-37,762,000","-32,852,000","109,507,000","28,240,000","-31,805,000","-29,946,000","-30,459,000","-26,351,000","-24,464,000","-22,874,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,44.395%,-,-,12.416%,-,-,0.248%,-,-,-,-,78.683%,47.011%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"226,000","231,000","215,000","276,000","229,000","222,000","201,000","196,000","182,000","184,000","182,000","240,000","280,000","291,000","304,000","362,000","387,000","381,000","384,000","400,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-66,513,000","58,377,000","-81,528,000","-78,515,000","10,308,000","-66,504,000","-56,325,000","-72,000","-50,332,000","-43,209,000","-37,944,000","-33,092,000","109,227,000","27,949,000","-32,109,000","-30,308,000","-30,846,000","-26,732,000","-24,848,000","-23,274,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,44.220%,-,-,12.146%,-,-,-0.144%,-,-,-,-,78.482%,46.527%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,0.910%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"970,000","132,014,000","50,000","316,000","84,866,000","4,019,000","2,169,000","49,923,000","1,517,000","1,312,000","1,153,000","1,172,000","139,174,000","60,071,000","160,000","360,000","157,000","195,000","141,000","256,000",Upgrade,Financials in USD,Fiscal year is January - December
