Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-5,000",-,"-2,000",-,"1,000","3,000","-4,000","-16,000","4,000","6,000","6,000","-36,000","33,000",-,"3,000","-64,000","-56,000","26,000","94,000","-110,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-2,000",-,-,-,"12,000",-,-,-,"37,000",-,-,-,"89,000",-,-,-,"1,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-32,851,000","-46,651,000","-43,936,000","-34,876,000","-37,308,000","-39,845,000","-44,255,000","-26,389,000","-33,502,000","-32,554,000","-33,055,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,746,000","-23,767,000","-21,548,000","-8,262,000","-20,285,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"-3,200,000",-,-,-,-,"-100,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-32,851,000","-46,651,000","-43,936,000","-42,215,000","-37,308,000","-39,845,000","-44,255,000","-26,389,000","-33,502,000","-32,554,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,285,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"9,000",-,"-4,000",-,-,-,"24,000",-,-,-,-,-,-,-,-,-,-,-,"-22,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-32,851,000","-46,660,000","-43,936,000","-42,211,000","-37,308,000","-39,845,000","-44,255,000","-26,413,000","-33,502,000","-32,554,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-32,851,000","-46,660,000","-43,936,000","-42,211,000","-37,308,000","-39,845,000","-44,255,000","-26,413,000","-33,502,000","-32,554,000","-36,255,000","-32,538,000","-6,666,000","-429,000","-18,163,000","33,646,000","-23,767,000","-21,548,000","-8,262,000","-20,263,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"28,893,000","27,356,000","26,801,000","26,586,000","26,546,000","26,629,000","27,953,000","28,446,000","28,289,000","28,204,000","27,713,000","27,534,000","27,436,000","27,391,000","27,361,000","27,349,000","27,316,000","27,279,000","27,264,000","27,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"28,893,000","27,356,000","26,801,000","26,586,000","26,546,000","26,629,000","27,953,000","28,446,000","28,289,000","28,204,000","27,713,000","27,534,000","27,436,000","27,391,000","27,361,000","27,938,000","27,316,000","27,279,000","27,264,000","27,154,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.841%,2.730%,-4.121%,-6.539%,-6.161%,-5.584%,0.866%,3.312%,3.109%,2.968%,1.287%,-1.446%,0.439%,0.411%,0.356%,2.887%,0.954%,0.936%,1.049%,1.366%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.137,-1.706,-1.639,-1.588,-1.405,-1.496,-1.583,-0.929,-1.184,-1.154,-1.308,-1.182,-0.243,-0.016,-0.664,1.230,-0.870,-0.790,-0.303,-0.746,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.137,-1.706,-1.639,-1.588,-1.405,-1.496,-1.583,-0.933,-1.184,-1.154,-1.308,-1.182,-0.243,-0.020,-0.664,1.204,-0.870,-0.790,-0.303,-0.746,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-10,125,000","-21,355,000","-37,280,000","-34,629,000","-36,636,000","-25,599,000","-24,743,000","-10,860,000","-17,797,000","-24,225,000","-21,069,000","-25,315,000","-7,178,000","8,728,000","-23,521,000","37,267,000","-17,101,000","-19,693,000","-15,199,000","-15,909,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.350,-0.781,-1.391,-1.303,-1.380,-0.961,-0.885,-0.382,-0.629,-0.859,-0.760,-0.919,-0.262,0.319,-0.860,1.334,-0.626,-0.722,-0.557,-0.586,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-40.627%,-282.800%,-,-272.293%,-,-,-,-243.331%,-,-,-,-,-6.371%,15.696%,-115.035%,64.055%,-,-,-39.787%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-75.814%,-367.523%,-587.840%,-386.408%,-1137.191%,-1160.202%,-3231.514%,-381.507%,-2291.802%,-2286.102%,-2943.196%,-3081.800%,-32.374%,-1.775%,-163.252%,55.575%,-,-,-68.353%,-741.933%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-109.441%,-425.303%,-612.007%,-468.751%,-1124.412%,-1151.590%,-3220.888%,-387.970%,-2591.029%,-2677.138%,-3737.629%,-3218.398%,-31.910%,-1.429%,-161.492%,56.077%,-,-,-55.080%,-675.433%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-33.731%,-194.650%,-519.292%,-384.553%,-1104.159%,-739.855%,-1800.801%,-159.518%,-1376.411%,-1992.188%,-2172.062%,-2503.956%,-34.361%,29.067%,-209.131%,62.112%,-,-,-101.327%,-530.300%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-22,613,000","-40,167,000","-42,038,000","-34,631,000","-37,574,000","-39,980,000","-44,235,000","-25,789,000","-29,467,000","-27,636,000","-28,387,000","-30,992,000","-6,594,000","-373,000","-18,236,000","33,489,000","-24,198,000","-22,498,000","-10,113,000","-22,118,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-75.334%,-,-,-,-,-,-,-,-,-,-,-,-31.565%,-1.242%,-162.141%,55.815%,-,-,-67.420%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"144,000","154,000","163,000","165,000","158,000","163,000","166,000","184,000","166,000","163,000","162,000","165,000","169,000","160,000","125,000","144,000","138,000","137,000","140,000","140,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-22,757,000","-40,321,000","-42,201,000","-34,796,000","-37,732,000","-40,143,000","-44,401,000","-25,973,000","-29,633,000","-27,799,000","-28,549,000","-31,157,000","-6,763,000","-533,000","-18,361,000","33,345,000","-24,336,000","-22,635,000","-10,253,000","-22,258,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-75.814%,-,-,-,-,-,-,-,-,-,-,-,-32.374%,-1.775%,-163.252%,55.575%,-,-,-68.353%,-,Upgrade,Financials in USD,Fiscal year is January - December
