Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"246,000","100,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-27,943,000","6,155,000","25,043,000","-20,919,000","-25,651,000","-26,376,000","-24,271,000","-19,134,000","-20,257,000","-19,328,000","-17,527,000","-14,172,000","-9,562,000","-5,125,000","-3,526,000","-2,618,000","-1,430,000","-1,136,000","-1,150,000","-1,516,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-27,943,000","6,155,000","25,043,000","-20,919,000","-25,651,000","-26,376,000","-24,271,000","-19,134,000","-20,257,000","-19,328,000","-17,527,000","-14,172,000","-9,562,000","-5,125,000","-3,526,000","-2,618,000","-1,430,000","-1,136,000","-1,150,000","-1,516,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-27,943,000","6,155,000","25,043,000","-20,919,000","-25,651,000","-26,376,000","-24,271,000","-19,134,000","-20,257,000","-19,328,000","-17,527,000","-14,172,000","-9,562,000","-5,125,000","-3,526,000","-2,618,000","-1,430,000","-1,136,000","-1,150,000","-1,516,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"47,976,000","46,202,000","43,001,000","42,188,000","42,002,000","41,793,000","41,739,000","40,775,000","40,050,000","40,015,000","39,962,000","39,960,000","39,957,000","39,953,000","37,721,000","30,157,000","24,972,000","24,779,000","24,481,000","18,153,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"47,976,000","46,202,000","44,102,000","42,188,000","42,002,000","41,793,000","41,739,000","40,775,000","40,050,000","40,015,000","39,962,000","39,960,000","39,957,000","39,953,000","37,721,000","30,157,000","24,972,000","24,779,000","24,481,000","18,153,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.223%,10.550%,5.661%,3.465%,4.874%,4.443%,4.447%,2.040%,0.233%,0.155%,5.941%,32.507%,60.007%,61.237%,54.083%,66.127%,45.508%,44.383%,42.647%,5.774%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.582,0.133,0.582,-0.496,-0.611,-0.631,-0.581,-0.469,-0.506,-0.483,-0.439,-0.355,-0.239,-0.128,-0.093,-0.087,-0.057,-0.046,-0.047,-0.084,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.582,0.130,-0.425,-0.496,-0.611,-0.631,-0.581,-0.469,-0.506,-0.483,-0.439,-0.355,-0.239,-0.128,-0.093,-0.087,-0.057,-0.046,-0.047,-0.084,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-18,313,000","-18,270,000","-19,127,000","-22,357,000","-26,552,000","-19,918,000","-13,612,000","-20,985,000","-22,706,000","-12,580,000","-23,955,000","-8,087,000","-36,805,000","-5,212,000","-2,306,000","-1,175,000","-2,171,000","-842,000","-1,194,000","-589,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.382,-0.395,-0.434,-0.530,-0.632,-0.477,-0.326,-0.515,-0.567,-0.314,-0.599,-0.202,-0.921,-0.130,-0.061,-0.039,-0.087,-0.034,-0.049,-0.032,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,464,000","-61,100,000","-19,623,000","-22,433,000","-27,487,000","-28,386,000","-26,121,000","-20,548,000","-21,045,000","-19,618,000","-17,508,000","-14,131,000","-9,541,000","-5,130,000","-3,532,000","-2,623,000","-1,436,000","-1,403,000","-1,308,000","-1,562,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"259,000","302,000","311,000","356,000","392,000","391,000","391,000","389,000","300,000","299,000","313,000","313,000","212,000","8,000","1,000","1,000","1,000","6,000","14,000","14,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-31,723,000","-61,402,000","-19,934,000","-22,789,000","-27,879,000","-28,777,000","-26,512,000","-20,937,000","-21,345,000","-19,917,000","-17,821,000","-14,444,000","-9,753,000","-5,138,000","-3,533,000","-2,624,000","-1,437,000","-1,409,000","-1,322,000","-1,576,000",Upgrade,Financials in USD,Fiscal year is January - December
