Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"27,975,840","27,972,744","27,903,040","27,902,371","27,839,968","27,828,741","27,774,536","27,774,023","27,748,844","27,744,762","27,708,768","27,640,853","27,615,038","27,610,398","27,597,426","27,555,658","27,547,737","27,518,129","29,348,615","24,954,187",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.488%,0.517%,0.463%,0.462%,0.328%,0.303%,0.237%,0.482%,0.485%,0.487%,0.403%,0.309%,0.244%,0.335%,-5.967%,10.425%,21.273%,103.862%,2027.568%,1719.152%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.412,-0.551,-0.613,-0.518,-0.514,-0.642,-0.580,-0.623,-0.682,-0.646,-0.744,-0.613,-0.649,-0.651,-0.599,-0.561,-0.594,-0.527,0.354,-0.438,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.412,-0.551,-0.613,-0.518,-0.514,-0.642,-0.580,-0.623,-0.682,-0.650,-0.744,-0.613,-0.650,-0.651,-0.599,-0.562,-0.594,-0.527,0.330,-0.438,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,624,000","-10,077,000","-12,643,000","-10,683,000","-13,057,000","-15,027,000","-15,027,000","-9,814,000","-15,533,000","-14,903,000","-15,752,000","-14,313,000","-13,218,000","-17,435,000","-14,677,000","-7,258,000","-17,546,000","-15,243,000","-12,039,000","-10,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.416,-0.360,-0.453,-0.383,-0.469,-0.540,-0.541,-0.353,-0.560,-0.537,-0.568,-0.518,-0.479,-0.631,-0.532,-0.263,-0.637,-0.554,-0.410,-0.433,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.730%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.697%,-599.002%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.494%,-544.988%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-53.798%,-538.903%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-11,795,000","-15,793,000","-14,972,000","-14,966,000","-14,672,000","-18,204,000","-16,111,000","-16,764,000","-18,218,000","-17,090,000","-19,713,000","-16,030,000","-16,766,000","-17,663,000","-16,129,000","-15,247,000","-16,514,000","-15,014,000","8,963,000","-11,255,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.053%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"700,000","701,000","790,000","824,000","946,000","954,000","960,000","1,007,000","1,021,000","1,038,000","1,058,000","1,041,000","1,742,000","289,000","1,105,000","990,000","885,000","787,000","751,000","755,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-12,495,000","-16,494,000","-15,762,000","-15,790,000","-15,618,000","-19,158,000","-17,071,000","-17,771,000","-19,239,000","-18,128,000","-20,771,000","-17,071,000","-18,508,000","-17,952,000","-17,234,000","-16,237,000","-17,399,000","-15,801,000","8,212,000","-12,010,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.697%,-,Upgrade,Financials in USD,Fiscal year is January - December
