Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters,Currency,Fiscal_Year_period
Legal Settlements,-,-,-,-,-,-,"8,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"1,500,000",-,"-1,029,000",-,-,"-353,000",-,-,-,-,"-13,822,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-11,509,000","-2,745,000","-12,828,000","-8,010,000","-2,175,000","-5,508,000","8,068,000","-12,352,000","-12,536,000","-16,302,000","-13,220,000","-28,945,000","-14,555,000","-12,367,000","-14,672,000","-20,368,000","-16,551,000","-2,334,000","-16,530,000","-12,636,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"101,000","-140,000","284,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-11,509,000","-2,745,000","-12,828,000","-8,111,000","-2,035,000","-5,792,000","8,068,000","-12,352,000","-12,536,000","-16,302,000","-13,220,000","-28,945,000","-14,555,000","-12,367,000","-14,672,000","-20,368,000","-16,551,000","-2,334,000","-16,530,000","-12,636,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-11,509,000","-2,745,000","-12,828,000","-8,111,000","-2,035,000","-5,792,000","8,068,000","-12,352,000","-12,536,000","-16,302,000","-13,220,000","-28,945,000","-14,555,000","-12,367,000","-14,672,000","-20,368,000","-16,551,000","-2,334,000","-16,530,000","-12,636,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"91,082,081","90,911,626","73,614,710","67,199,645","64,678,761","57,350,902","55,631,947","54,390,696","53,424,922","45,462,516","41,465,798","40,391,538","39,224,863","37,065,300","35,563,275","33,821,508","33,619,379","33,589,174","33,569,694","26,435,840",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"91,082,081","90,911,626","73,614,710","67,199,645","64,678,761","57,350,902","73,792,886","54,390,696","53,424,922","45,462,516","41,465,798","40,391,538","39,224,863","37,065,300","35,563,275","33,821,508","33,619,379","33,589,174","33,569,694","26,435,840",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),40.822%,58.518%,-0.241%,23.550%,21.065%,26.150%,77.961%,34.659%,36.202%,22.655%,16.597%,19.426%,16.673%,10.349%,5.939%,27.938%,34.308%,34.460%,34.475%,5.988%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.126,-0.030,-0.174,-0.121,-0.031,-0.101,0.145,-0.227,-0.235,-0.359,-0.319,-0.717,-0.371,-0.334,-0.413,-0.602,-0.492,-0.069,-0.492,-0.478,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.130,-0.030,-0.174,-0.122,-0.031,-0.101,0.110,-0.229,-0.235,-0.360,-0.320,-0.717,-0.371,-0.334,-0.413,-0.602,-0.492,-0.069,-0.492,-0.478,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,960,000","-7,041,000","-10,413,000","-4,958,000","-2,498,000","-8,733,000","8,814,000","8,390,000","2,592,000","-7,239,000","-14,586,000","-8,594,000","-9,148,000","-1,950,000","-14,200,000","-13,748,000","-8,351,000","-10,109,000","-13,768,000","-10,661,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.131,-0.077,-0.141,-0.074,-0.039,-0.152,0.119,0.154,0.049,-0.159,-0.352,-0.213,-0.233,-0.053,-0.399,-0.406,-0.248,-0.301,-0.410,-0.403,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,67.235%,77.481%,63.586%,64.569%,63.098%,50.026%,57.455%,50.337%,59.653%,60.482%,65.656%,69.615%,66.885%,70.896%,75.211%,61.002%,63.947%,83.672%,58.254%,58.633%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-61.217%,0.274%,-74.313%,-29.615%,-18.282%,-31.788%,-41.360%,-100.290%,-77.231%,-96.208%,-79.364%,-105.335%,-59.968%,-42.470%,-76.650%,-218.856%,-166.840%,1.822%,-158.140%,-60.320%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-84.987%,-13.657%,-106.430%,-61.419%,-15.651%,-43.743%,72.463%,-115.634%,-109.361%,-122.895%,-107.742%,-261.284%,-109.543%,-80.593%,-131.919%,-284.907%,-200.375%,-10.768%,-188.591%,-76.960%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-88.318%,-35.032%,-86.393%,-37.544%,-19.212%,-65.954%,79.163%,78.543%,22.612%,-54.572%,-118.875%,-77.577%,-68.849%,-12.708%,-127.675%,-192.307%,-101.102%,-46.639%,-157.079%,-64.931%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,131,000","260,000","-8,750,000","-3,417,000","-2,113,000","-3,920,000","-4,280,000","-10,149,000","-8,257,000","-12,095,000","-9,011,000","-10,751,000","-7,232,000","-5,775,000","-7,770,000","-14,375,000","-13,128,000","1,192,000","-12,974,000","-9,143,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-60.043%,1.294%,-72.596%,-25.875%,-16.251%,-29.605%,-38.441%,-95.010%,-72.032%,-91.180%,-73.439%,-97.048%,-54.429%,-37.634%,-69.862%,-201.077%,-158.935%,5.499%,-148.020%,-55.685%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"159,000","205,000","207,000","494,000","264,000","289,000","325,000","564,000","596,000","667,000","727,000","918,000","736,000","742,000","755,000","1,271,000","653,000","797,000","887,000","761,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,290,000","55,000","-8,957,000","-3,911,000","-2,377,000","-4,209,000","-4,605,000","-10,713,000","-8,853,000","-12,762,000","-9,738,000","-11,669,000","-7,968,000","-6,517,000","-8,525,000","-15,646,000","-13,781,000","395,000","-13,861,000","-9,904,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-61.217%,0.274%,-74.313%,-29.615%,-18.282%,-31.788%,-41.360%,-100.290%,-77.231%,-96.208%,-79.364%,-105.335%,-59.968%,-42.470%,-76.650%,-218.856%,-166.840%,1.822%,-158.140%,-60.320%,Upgrade,Financials in USD,Fiscal year is January - December
