Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-43,843,000","-34,953,000","-32,401,000","-32,283,000","-10,256,000","-29,616,000","-28,682,000","-27,379,000","-25,691,000","-28,086,000","-26,338,000","-25,083,000","-22,239,000","-7,589,000","-16,406,000","-20,547,000","-7,833,000","-15,153,000","-13,160,000","-16,115,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-43,843,000","-34,953,000","-32,401,000","-32,283,000","-10,256,000","-29,616,000","-28,682,000","-27,379,000","-25,691,000","-28,086,000","-26,338,000","-25,083,000","-22,239,000","-7,589,000","-16,406,000","-20,547,000","-7,833,000","-15,153,000","-13,160,000","-16,115,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-43,843,000","-34,953,000","-32,401,000","-32,283,000","-10,256,000","-29,616,000","-28,682,000","-27,379,000","-25,691,000","-28,086,000","-26,338,000","-25,083,000","-22,239,000","-7,589,000","-16,406,000","-20,547,000","-7,833,000","-15,153,000","-13,160,000","-16,115,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-43,843,000","-34,953,000","-32,401,000","-32,283,000","-10,256,000","-29,616,000","-28,682,000","-27,379,000","-25,691,000","-28,086,000","-26,338,000","-25,083,000","-22,239,000","-7,589,000","-16,406,000","-20,547,000","-7,833,000","-15,153,000","-13,160,000","-16,115,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"55,554,476","55,282,754","49,271,984","42,867,179","42,256,629","38,335,219","32,723,530","32,489,662","32,385,791","32,324,392","32,232,378","30,465,895","27,022,380","26,739,149","26,690,167","10,156,336","5,197,982","5,183,955","5,183,845","5,163,374",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"55,554,476","55,282,754","49,271,984","42,867,179","42,256,629","38,335,219","32,723,530","32,489,662","32,385,791","32,324,392","32,232,378","30,465,895","27,022,380","26,739,149","26,690,167","10,156,336","5,197,982","5,183,955","5,183,845","5,163,374",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),31.469%,44.209%,50.571%,31.941%,30.479%,18.595%,1.524%,6.643%,19.848%,20.888%,20.765%,199.969%,419.863%,415.806%,414.872%,96.700%,1.100%,0.998%,0.996%,1.693%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.789,-0.632,-0.658,-0.753,-0.243,-0.773,-0.876,-0.843,-0.793,-0.869,-0.817,-0.823,-0.823,-0.284,-0.615,-2.023,-1.507,-2.923,-2.539,-3.121,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.789,-0.632,-0.658,-0.753,-0.243,-0.773,-0.876,-0.843,-0.793,-0.870,-0.817,-0.823,-0.823,-0.284,-0.615,-2.023,-1.507,-2.923,-2.539,-3.121,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-31,169,000","-30,592,000","-29,798,000","-25,199,000","-1,576,000","-22,870,000","-28,918,000","-23,307,000","-22,981,000","-21,970,000","-29,963,000","-26,932,000","-18,356,000","-16,942,000","-16,014,000","-18,007,000","-13,022,000","-6,289,000","-14,591,000","-9,163,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.561,-0.553,-0.605,-0.588,-0.037,-0.597,-0.884,-0.717,-0.710,-0.680,-0.930,-0.884,-0.679,-0.634,-0.600,-1.773,-2.505,-1.213,-2.815,-1.775,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-24.064%,-,-,-,-,-,-,-,-,-4.410%,-,-,-55.707%,-,-272.221%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1704400.000%,-849120.000%,-136200.000%,-,-69.165%,-13446.025%,-10102.685%,-2303.128%,-5299.000%,-17546.914%,-2165.053%,-26917.391%,-1658.931%,-52.099%,-815.600%,-,-105.323%,-416.983%,-375.587%,-802.365%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1461433.333%,-699060.000%,-115717.857%,-,-50.762%,-12391.632%,-9624.832%,-2195.589%,-5138.200%,-17337.037%,-2160.623%,-27264.130%,-1628.038%,-52.051%,-820.300%,-,-105.552%,-417.093%,-372.277%,-793.842%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1038966.667%,-611840.000%,-106421.429%,-,-7.800%,-9569.038%,-9704.027%,-1869.046%,-4596.200%,-13561.728%,-2457.998%,-29273.913%,-1343.777%,-116.200%,-800.700%,-,-175.475%,-173.108%,-412.758%,-451.379%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-49,942,000","-41,262,000","-36,963,000","-35,550,000","-12,980,000","-31,057,000","-29,077,000","-27,706,000","-25,978,000","-27,960,000","-25,986,000","-24,374,000","-22,281,000","-7,226,000","-15,929,000","-20,051,000","-7,447,000","-14,790,000","-12,933,000","-15,970,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-64.245%,-,-,-,-,-,-,-,-,-49.561%,-,-,-100.350%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,190,000","1,194,000","1,173,000","1,102,000","994,000","1,079,000","1,029,000","1,014,000","517,000","466,000","406,000","390,000","380,000","370,000","383,000","371,000","369,000","359,000","344,000","318,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-51,132,000","-42,456,000","-38,136,000","-36,652,000","-13,974,000","-32,136,000","-30,106,000","-28,720,000","-26,495,000","-28,426,000","-26,392,000","-24,764,000","-22,661,000","-7,596,000","-16,312,000","-20,422,000","-7,816,000","-15,149,000","-13,277,000","-16,288,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-69.165%,-,-,-,-,-,-,-,-,-52.099%,-,-,-105.323%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,"1,366,000","14,580,000","2,000,000",-,"7,421,000","3,633,000","3,535,000","2,030,000",Upgrade,Financials in USD,Fiscal year is January - December
