Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q2 2020,+2 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,"-2,198","-1,212","1,786","-4,793",-,"4,036","1,393",375,-,"5,438",736,"3,281","1,011",605,530,"-2,902","2,305",597,-619,"1,420",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,794,060","-1,476,558","-2,032,751","-2,467,562","-3,235,025","-3,537,361","-3,235,061","-3,599,143","-3,143,994","-4,127,520","-4,319,787","-4,218,859","-3,037,482","-5,398,077","-5,242,719","7,145,752","-8,113,213","-18,578,905","-872,576","-356,225",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,"-100,000",-,"17,313","-421,512","73,156","-611,160","-2,773,100","-681,115",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-1,794,060","-1,576,558","-2,032,751","-2,450,249","-3,656,537","-3,464,205","-3,846,221","-6,372,243","-3,825,109","-4,127,520","-4,319,787","-4,218,859","-3,037,482","-5,398,077","-5,242,719","7,145,752","-8,113,213","-18,578,905","-872,576","-356,225",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,"4,116",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,794,060","-1,576,558","-2,032,751","-2,450,249","-3,656,537","-3,464,205","-3,846,221","-6,372,243","-3,825,109","-4,123,404","-4,319,787","-4,218,859","-3,037,482","-5,398,077","-5,242,719","7,145,752","-8,113,213","-18,578,905","-872,576","-356,225",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"27,587",-,"60,017",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,821,647","-1,576,558","-2,092,768","-2,450,249","-3,656,537","-3,464,205","-3,846,221","-6,372,243","-3,825,109","-4,123,404","-4,319,787","-4,218,859","-3,037,482","-5,398,077","-5,242,719","7,145,752","-8,113,213","-18,578,905","-872,576","-356,225",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"387,878","152,065","118,876","104,514","101,049","101,049","99,182","84,301","78,888","73,360","70,588","62,576","58,052","57,701","56,332","47,185","39,599","17,493","11,204","11,204",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"387,878","152,065","118,876","104,514","101,049","101,049","99,182","84,301","78,888","73,360","70,588","62,576","58,052","57,701","56,332","47,185","39,599","17,493","11,204","11,204",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),283.851%,50.486%,19.856%,23.977%,28.092%,37.744%,40.508%,34.718%,35.892%,27.138%,25.307%,32.618%,46.600%,229.852%,402.785%,321.144%,253.436%,56.132%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.696,-10.368,-17.605,-23.444,-36.186,-34.282,-38.779,-75.589,-48.488,-56.208,-61.197,-67.420,-52.323,-93.553,-93.068,151.441,-204.884,-1062.077,-77.881,-31.794,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.696,-10.368,-17.605,-23.481,-36.186,-34.282,-38.779,-75.679,-48.488,-56.208,-61.197,-67.420,-52.323,-95.000,-95.000,151.441,-204.884,-1062.077,-77.881,-31.794,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,799,862","-1,474,532","-783,586","-5,671,586","929,739","-2,928,323","-2,634,093","-2,237,726",-,"-3,960,045","-3,931,236","-2,930,340","-3,042,018","-6,749,486","-2,143,369","-3,529,114","-4,543,793","-2,298,492","405,985","395,111",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.640,-9.697,-6.592,-54.266,9.201,-28.979,-26.558,-26.544,-,-53.981,-55.693,-46.828,-52.402,-116.973,-38.049,-74.793,-114.745,-131.395,36.236,35.265,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-82.163%,-273.059%,-92.126%,-166.343%,-,-147.531%,-149.023%,-113.957%,-55.438%,15.586%,-1.030%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-289.495%,-693.689%,-313.756%,-416.246%,-661.469%,-306.022%,-382.109%,-443.748%,-284.233%,-53.791%,-24.108%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-288.242%,-598.284%,-284.822%,-262.971%,-482.861%,-276.006%,645.052%,-968.494%,-2055.036%,-59.899%,-29.658%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-276.823%,-544.471%,-197.832%,-263.363%,-603.746%,-112.839%,-318.575%,-542.404%,-254.239%,27.869%,32.895%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,267,457","-1,739,647","-1,420,625","-2,272,838","-2,714,507","-3,537,856","-2,592,149","-3,433,426","-3,436,522","-4,104,821","-4,978,889","-4,616,631","-4,779,242","-7,368,515","-5,785,429","-4,204,555","-3,689,894","-2,537,094","-733,327","-236,672",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-286.943%,-,-,-,-,-,-,-,-280.631%,-50.340%,-19.704%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,124","1,124","1,124","1,124","63,856","63,856","58,667","3,043","33,403","36,509","29,749","30,814","28,668","26,283","27,453","28,373","27,446","32,564","50,269","52,901",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,268,581","-1,740,771","-1,421,749","-2,273,962","-2,778,363","-3,601,712","-2,650,816","-3,436,469","-3,469,925","-4,141,330","-5,008,638","-4,647,445","-4,807,910","-7,394,798","-5,812,882","-4,232,928","-3,717,340","-2,569,658","-783,596","-289,573",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-289.495%,-,-,-,-,-,-,-,-284.233%,-53.790%,-24.108%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,"1,430,534","722,029","1,481,229","1,155,065","1,117,935","1,899,496","1,107,780","837,714","904,067","1,456,755","1,201,127",Upgrade,Financials in USD,Fiscal year is January - December
