Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-15,557,000","-19,909,000","-18,225,000","-19,408,000","-23,007,000","-19,152,000","-20,875,000","-21,078,000","-21,654,000","-22,930,000","-25,507,000","-25,867,000","-35,077,000","-34,351,000","-30,301,000","-22,626,000","-17,912,000","-14,571,000","-12,145,000","-9,875,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,507,956","55,155,220","51,808,849","51,637,433","50,943,155","36,516,114","36,483,878","36,389,492","36,346,181","36,293,856","36,271,291","36,229,809","36,219,137","36,182,541","36,123,014","36,023,503","35,927,485","35,910,718","23,699,255","2,139,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"56,507,956","55,155,220","51,808,849","51,637,433","50,943,155","36,516,114","36,483,878","36,389,492","36,346,181","36,293,856","36,271,291","36,229,809","36,219,137","36,182,541","36,123,014","36,023,503","35,927,485","35,910,718","23,699,255","2,139,961",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.924%,51.044%,42.005%,41.902%,40.161%,0.612%,0.586%,0.441%,0.351%,0.308%,0.410%,0.573%,0.812%,0.757%,52.423%,1583.372%,1639.260%,1649.987%,1059.239%,5.059%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.275,-0.361,-0.352,-0.376,-0.452,-0.524,-0.572,-0.579,-0.596,-0.632,-0.703,-0.714,-0.968,-0.949,-0.839,-0.628,-0.499,-0.406,-0.512,-4.615,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.275,-0.361,-0.352,-0.376,-0.452,-0.524,-0.572,-0.579,-0.596,-0.632,-0.703,-0.714,-0.968,-0.949,-0.839,-0.634,-0.499,-0.406,-0.512,-4.615,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,323,000","-14,726,000","-21,199,000","-13,956,000","-18,395,000","-14,368,000","-20,031,000","-21,939,000","-16,468,000","-18,260,000","-28,607,000","-24,379,000","-27,971,000","-26,013,000","-24,495,000","-15,883,000","-11,494,000","-13,592,000","-11,319,000","-7,488,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.200,-0.267,-0.409,-0.270,-0.361,-0.393,-0.549,-0.603,-0.453,-0.503,-0.789,-0.673,-0.772,-0.719,-0.678,-0.441,-0.320,-0.378,-0.478,-3.499,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-18,044,000","-22,044,000","-20,160,000","-20,769,000","-23,897,000","-19,918,000","-21,439,000","-21,726,000","-21,995,000","-23,045,000","-25,554,000","-25,957,000","-35,321,000","-34,695,000","-30,694,000","-23,168,000","-18,466,000","-15,015,000","-12,869,000","-10,335,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"86,000","86,000","86,000","86,000","115,000","114,000","122,000","126,000","129,000","128,000","125,000","123,000","43,000","20,000","19,000","15,000","14,000","13,000","10,000","9,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-18,130,000","-22,130,000","-20,246,000","-20,855,000","-24,012,000","-20,032,000","-21,561,000","-21,852,000","-22,124,000","-23,173,000","-25,679,000","-26,080,000","-35,364,000","-34,715,000","-30,713,000","-23,183,000","-18,480,000","-15,028,000","-12,879,000","-10,344,000",Upgrade,Financials in USD,Fiscal year is January - December
