Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-3,059,000","-4,775,000","-18,822,000","-3,457,000","-2,591,000","-3,831,000","-5,896,000","-4,595,000","-7,477,000","-9,784,000","-4,369,000","-3,618,000","-4,819,000","-3,042,000","-4,012,000","-1,205,000","-410,000","-368,000","-1,484,591","-486,950",Upgrade,Financials in CAD,Fiscal year is May - April
Income Tax Expense,"-506,000","-776,000","-777,000","-517,000","-182,000","-415,000","-767,000","104,000","-126,000","-403,000","275,000","208,000","190,000","188,000","1,021,000","89,000","54,000","181,000","-539,171","138,887",Upgrade,Financials in CAD,Fiscal year is May - April
Net Income,"-2,553,000","-3,999,000","-18,045,000","-2,940,000","-2,409,000","-3,416,000","-5,129,000","-4,699,000","-7,351,000","-9,381,000","-4,644,000","-3,826,000","-5,009,000","-3,230,000","-5,033,000","-1,294,000","-464,000","-549,000","-945,420","-625,837",Upgrade,Financials in CAD,Fiscal year is May - April
Net Income to Common,"-2,553,000","-3,999,000","-18,045,000","-2,940,000","-2,409,000","-3,416,000","-5,129,000","-4,699,000","-7,351,000","-9,381,000","-4,644,000","-3,826,000","-5,009,000","-3,230,000","-5,033,000","-1,294,000","-464,000","-549,000","-945,420","-625,837",Upgrade,Financials in CAD,Fiscal year is May - April
Shares Outstanding (Basic),"28,132,055","27,132,355","26,646,124","25,800,919","25,050,260","25,050,260","25,030,079","24,944,679","24,874,455","24,738,799","20,756,157","19,429,459","19,344,920","19,223,643","18,860,883","16,904,356","15,649,162","14,483,000","13,721,449","13,598,889",Upgrade,Financials in CAD,Fiscal year is May - April
Shares Outstanding (Diluted),"28,132,055","27,132,355","26,646,124","25,800,919","25,050,260","25,050,260","25,030,079","24,944,679","24,874,455","24,738,799","20,756,157","19,429,459","19,344,920","19,223,643","18,860,883","16,904,356","15,649,162","14,483,000","13,721,449","13,598,889",Upgrade,Financials in CAD,Fiscal year is May - April
Shares Change (YoY),12.302%,8.312%,6.456%,3.433%,0.707%,1.259%,20.591%,28.386%,28.584%,28.689%,10.049%,14.938%,23.616%,32.732%,37.455%,24.307%,15.079%,6.519%,1.885%,1.237%,Upgrade,Financials in CAD,Fiscal year is May - April
EPS (Basic),-0.091,-0.147,-0.677,-0.114,-0.096,-0.136,-0.205,-0.188,-0.296,-0.379,-0.224,-0.197,-0.259,-0.168,-0.267,-0.077,-0.030,-0.038,-0.069,-0.046,Upgrade,Financials in CAD,Fiscal year is May - April
EPS (Diluted),-0.091,-0.147,-0.677,-0.114,-0.096,-0.136,-0.205,-0.188,-0.296,-0.379,-0.224,-0.197,-0.259,-0.168,-0.267,-0.077,-0.030,-0.038,-0.069,-0.046,Upgrade,Financials in CAD,Fiscal year is May - April
Free Cash Flow,"-2,308,000","-2,087,000","-3,770,000","-501,000","-317,000","-689,000","-2,696,000","-3,790,000","-4,439,000","-10,403,000","-1,929,000","-5,630,000","-2,123,000","-1,305,000","-1,308,000","-1,100,000","-16,000","397,000","370,041","-220,408",Upgrade,Financials in CAD,Fiscal year is May - April
Free Cash Flow Per Share,-0.082,-0.077,-0.141,-0.019,-0.013,-0.028,-0.108,-0.152,-0.178,-0.421,-0.093,-0.290,-0.110,-0.068,-0.069,-0.065,-0.001,0.027,0.027,-0.016,Upgrade,Financials in CAD,Fiscal year is May - April
Gross Margin,56.114%,44.765%,48.119%,51.390%,48.032%,49.139%,59.438%,57.320%,53.607%,52.868%,63.294%,53.707%,54.532%,53.575%,57.966%,78.250%,55.583%,63.772%,46.399%,54.442%,Upgrade,Financials in CAD,Fiscal year is May - April
Operating Margin,-46.384%,-86.225%,-54.931%,-53.689%,-45.870%,-70.464%,-47.447%,-88.571%,-150.926%,-214.801%,-63.371%,-89.450%,-99.280%,-73.344%,-59.258%,-23.787%,-44.206%,-19.150%,-33.574%,-5.167%,Upgrade,Financials in CAD,Fiscal year is May - April
Profit Margin,-41.682%,-75.983%,-279.378%,-47.259%,-39.171%,-60.056%,-91.247%,-90.872%,-141.802%,-200.064%,-88.643%,-79.460%,-106.078%,-70.401%,-103.199%,-28.660%,-9.758%,-14.582%,-22.808%,-15.512%,Upgrade,Financials in CAD,Fiscal year is May - April
Free Cash Flow Margin,-37.682%,-39.654%,-58.368%,-8.053%,-5.154%,-12.113%,-47.963%,-73.293%,-85.629%,-221.860%,-36.820%,-116.926%,-44.960%,-28.444%,-26.820%,-24.363%,-0.336%,10.544%,8.927%,-5.463%,Upgrade,Financials in CAD,Fiscal year is May - April
EBITDA,"-1,939,000","-3,647,000","-2,647,000","-2,408,000","-1,468,000","-2,514,000","-1,513,000","-2,892,000","-6,360,000","-8,522,000","-2,778,000","-3,358,000","-3,751,000","-2,408,000","-2,405,819","-138,000","-1,128,000","191,000","-965,181","399,378",Upgrade,Financials in CAD,Fiscal year is May - April
EBITDA Margin,-31.657%,-69.295%,-40.981%,-38.708%,-23.870%,-44.198%,-26.917%,-55.927%,-122.685%,-181.744%,-53.025%,-69.740%,-79.437%,-52.485%,-49.330%,-3.056%,-23.722%,5.073%,-23.285%,9.899%,Upgrade,Financials in CAD,Fiscal year is May - April
D&A For EBITDA,"902,000","891,000","901,000","932,000","1,353,000","1,494,000","1,154,000","1,688,000","1,464,000","1,550,000","542,000","949,000","937,000","957,000","484,181","936,000","974,000","912,000","426,500","607,838",Upgrade,Financials in CAD,Fiscal year is May - April
EBIT,"-2,841,000","-4,538,000","-3,548,000","-3,340,000","-2,821,000","-4,008,000","-2,667,000","-4,580,000","-7,824,000","-10,072,000","-3,320,000","-4,307,000","-4,688,000","-3,365,000","-2,890,000","-1,074,000","-2,102,000","-721,000","-1,391,681","-208,460",Upgrade,Financials in CAD,Fiscal year is May - April
EBIT Margin,-46.384%,-86.225%,-54.931%,-53.689%,-45.870%,-70.464%,-47.447%,-88.571%,-150.926%,-214.800%,-63.371%,-89.450%,-99.280%,-73.344%,-59.258%,-23.787%,-44.206%,-19.150%,-33.574%,-5.167%,Upgrade,Financials in CAD,Fiscal year is May - April
Advertising Expenses,-,-,-,"200,000",-,-,-,"200,000","200,000","300,000",-,-,-,"163,000",-,"216,000","256,000","33,000",-,"48,117",Upgrade,Financials in CAD,Fiscal year is May - April
