Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"140,106,309","116,495,810","112,909,266","110,353,406","108,257,112","106,946,384",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"170,016,101","145,962,462","112,909,266","110,353,406","108,257,112","106,946,384",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),47.754%,29.274%,2.316%,1.936%,1.226%,1.279%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.585,0.400,-0.326,-0.149,-0.770,-0.239,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.519,0.363,-0.331,-0.152,-0.770,-0.240,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"55,826,000","24,788,000","-19,407,000","-5,200,000","-34,491,000","-41,164,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.328,0.170,-0.172,-0.047,-0.319,-0.385,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,83.371%,83.005%,81.961%,83.626%,84.156%,85.604%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,18.568%,11.545%,-5.498%,-2.892%,-17.875%,-6.922%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,23.920%,14.491%,-13.731%,-6.785%,-33.568%,-8.548%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,16.285%,7.711%,-7.246%,-2.149%,-13.895%,-13.755%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"67,507,000","40,543,000","-10,681,000","-1,815,000","-37,516,000","-13,129,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,19.692%,12.611%,-3.988%,-0.750%,-15.113%,-4.387%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,854,000","3,427,000","4,046,000","5,183,000","6,855,000","7,585,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"63,653,000","37,116,000","-14,727,000","-6,998,000","-44,371,000","-20,714,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,18.568%,11.545%,-5.498%,-2.892%,-17.875%,-6.922%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"600,000","200,000","100,000","100,000","100,000",Upgrade,Financials in USD,Fiscal year is January - December
