Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Free Cash Flow,-,"-56,250,000","31,525,000","16,107,000","-12,945,000","-39,713,000",Upgrade,Financials in ILS,Fiscal year is January - December
Free Cash Flow Per Share,-,-1.234,0.694,0.394,-0.510,-1.704,Upgrade,Financials in ILS,Fiscal year is January - December
Gross Margin,28.597%,30.544%,44.255%,46.688%,51.646%,50.930%,Upgrade,Financials in ILS,Fiscal year is January - December
Operating Margin,-1.089%,-0.423%,10.511%,13.681%,-1.853%,-928.512%,Upgrade,Financials in ILS,Fiscal year is January - December
Profit Margin,-24.067%,-17.426%,11.531%,2.135%,-57.248%,-66.021%,Upgrade,Financials in ILS,Fiscal year is January - December
Free Cash Flow Margin,-,-15.820%,8.111%,7.332%,-19.905%,-444.914%,Upgrade,Financials in ILS,Fiscal year is January - December
EBITDA,"2,952,000","6,681,000","48,335,000","37,446,000","2,048,000","-82,051,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBITDA Margin,1.083%,1.879%,12.435%,17.046%,3.149%,-,Upgrade,Financials in ILS,Fiscal year is January - December
D&A For EBITDA,"5,922,000","8,184,000","7,481,000","7,393,000","3,253,000","828,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBIT,"-2,970,000","-1,503,000","40,854,000","30,053,000","-1,205,000","-82,879,000",Upgrade,Financials in ILS,Fiscal year is January - December
EBIT Margin,-1.089%,-0.423%,10.511%,13.681%,-1.853%,-,Upgrade,Financials in ILS,Fiscal year is January - December
Effective Tax Rate,-,-,0.212%,61.071%,-,-,Upgrade,Financials in ILS,Fiscal year is January - December
