Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"598,000","1,109,000","1,462,000","1,747,000","1,895,000","2,128,000","2,343,000","1,744,000","514,000","84,000","12,000","23,000","17,000","16,000","24,000","40,000","79,000","212,000","222,000","74,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"100,000","-84,000","36,000","280,000","1,021,000","47,000","37,000","-689,000","-114,000","-95,000","-970,000","584,000","323,000","-3,000","-4,000","-6,000","-39,000","-5,000","-40,000","-11,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-24,225,000","-33,878,000","-38,669,000","-37,708,000","-32,972,000","-33,472,000","-34,730,000","-31,847,000","-32,333,000","-39,433,000","-19,361,000","-30,162,000","-19,507,000","-23,823,000","-27,141,000","-17,469,000","-15,659,000","-15,675,000","-18,672,000","-15,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-1,950,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-4,000,000",-,-,-,-,"107,375,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-61,000",-,-,-,"-828,000",-,-,-,"-243,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"2,100,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-24,225,000","-35,828,000","-38,669,000","-41,769,000","-32,972,000","-33,472,000","-34,730,000","-32,675,000","75,042,000","-39,433,000","-19,361,000","-28,305,000","-19,507,000","-23,823,000","-27,141,000","-17,469,000","-15,659,000","-15,675,000","-18,672,000","-15,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-1,538,000",-,"1,637,000","1,752,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-24,225,000","-35,828,000","-38,669,000","-41,769,000","-32,972,000","-31,934,000","-34,730,000","-34,312,000","73,290,000","-39,433,000","-19,361,000","-28,305,000","-19,507,000","-23,823,000","-27,141,000","-17,469,000","-15,659,000","-15,675,000","-18,672,000","-15,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"-336,000","1,656,000","-1,320,000",-,-,-,-,-,-,-,-,"8,880,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-24,225,000","-35,828,000","-38,669,000","-41,769,000","-32,972,000","-31,934,000","-34,730,000","-33,976,000","71,634,000","-38,113,000","-19,361,000","-28,305,000","-19,507,000","-23,823,000","-27,141,000","-17,469,000","-15,659,000","-15,675,000","-27,552,000","-15,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"57,229,229","57,064,095","56,851,811","56,688,400","53,920,109","52,551,918","51,769,685","44,973,371","37,202,269","37,155,917","36,890,568","36,746,112","36,744,591","36,659,615","36,599,701","31,832,970","30,552,947","24,942,624","21,665,461","15,129,817",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,229,229","57,064,095","56,851,811","56,688,400","53,920,109","52,551,918","51,769,685","44,973,371","37,910,511","37,155,917","36,890,568","36,746,112","36,744,591","36,659,615","36,599,701","31,832,970","30,552,947","24,942,624","21,665,461","15,129,817",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),6.137%,8.586%,9.817%,26.049%,42.230%,41.436%,40.333%,22.389%,3.173%,1.354%,0.795%,15.434%,20.265%,46.976%,68.931%,110.399%,132.591%,89.959%,65.180%,42.716%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.423,-0.628,-0.680,-0.737,-0.611,-0.608,-0.671,-0.755,1.926,-1.026,-0.525,-0.770,-0.531,-0.650,-0.742,-0.549,-0.513,-0.628,-1.272,-1.018,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.423,-0.630,-0.680,-0.737,-0.611,-0.610,-0.671,-0.756,1.890,-1.030,-0.525,-0.771,-0.531,-0.650,-0.742,-0.549,-0.513,-0.628,-1.272,-1.018,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,567,000","-30,879,000","-37,461,000","-27,026,000","-25,258,000","-24,358,000","-41,478,000","-22,006,000","-30,906,000","-34,007,000","-27,741,000","-22,471,000","4,531,000","-23,819,000","-16,607,000","-16,398,000","-14,469,000","-16,007,000","-14,038,000","-16,279,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.359,-0.541,-0.659,-0.477,-0.468,-0.464,-0.801,-0.489,-0.815,-0.915,-0.752,-0.612,0.123,-0.650,-0.454,-0.515,-0.474,-0.642,-0.648,-1.076,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,75.799%,-150.596%,-223.922%,-279.263%,73.099%,-234.320%,-171.089%,-203.211%,-,-,-35.063%,-,-96.075%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-246.810%,-375.943%,-466.480%,-492.865%,-431.262%,-517.004%,-317.563%,-407.875%,-1286.282%,-2053.966%,-117.799%,-1922.105%,-189.529%,-1232.808%,-1503.931%,-1131.416%,-9180.702%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-283.632%,-444.737%,-503.568%,-580.932%,-449.332%,-525.144%,-334.586%,-474.393%,3061.282%,-2129.218%,-136.480%,-1862.171%,-192.871%,-1250.551%,-1502.824%,-1129.218%,-9157.310%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-240.803%,-383.304%,-487.837%,-375.883%,-344.208%,-400.559%,-399.595%,-307.261%,-1320.769%,-1899.832%,-195.552%,-1478.355%,44.799%,-1250.341%,-919.546%,-1059.987%,-8461.404%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,268,000","-29,105,000","-34,625,000","-34,927,000","-29,999,000","-29,836,000","-31,366,000","-28,174,000","-29,941,000","-36,673,000","-16,626,000","-29,123,000","-19,078,000","-23,399,000","-27,076,000","-17,412,000","-15,625,000","-15,797,000","-18,770,000","-15,389,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-237.302%,-,-,-,-,-,-,-,-,-,-117.200%,-,-188.630%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"812,000","1,181,000","1,196,000","510,000","1,647,000","1,603,000","1,597,000","1,038,000","158,000","93,000","85,000","93,000","91,000","86,000","85,000","91,000","74,000","85,000","84,000","83,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-21,080,000","-30,286,000","-35,821,000","-35,437,000","-31,646,000","-31,439,000","-32,963,000","-29,212,000","-30,099,000","-36,766,000","-16,711,000","-29,216,000","-19,169,000","-23,485,000","-27,161,000","-17,503,000","-15,699,000","-15,882,000","-18,854,000","-15,472,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-246.809%,-,-,-,-,-,-,-,-,-,-117.799%,-,-189.529%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,2.335%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"8,541,000","8,056,000","7,679,000","7,190,000","7,338,000","6,081,000","10,380,000","7,162,000","2,340,000","1,790,000","14,186,000","1,520,000","10,114,000","1,905,000","1,806,000","1,547,000","171,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
