Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"906,000","4,262,000",-,-,-,-,-,-,-,-,"1,000","2,000","2,000",-,"2,000","58,000","-81,000","756,000","1,667,000","3,476,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,874,000","-2,940,000","-3,261,000","-3,812,000","-3,219,000","-1,482,000","-4,805,000","-5,658,000","-5,219,000","-5,282,000","-4,116,000","-3,857,000","-3,706,000","-2,800,000","-2,720,000","-3,587,000","-1,728,000","-1,058,000","-1,087,000","920,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"2,000",-,-,-,-,-,-,-,"-48,000","-18,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,874,000","-2,940,000","-3,261,000","-3,810,000","-3,219,000","-1,482,000","-4,805,000","-5,658,000","-5,219,000","-5,282,000","-4,116,000","-4,155,000","-3,724,000","-2,800,000","-2,720,000","-3,587,000","-1,728,000","-1,839,000","-1,087,000","920,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,874,000","-2,940,000","-3,261,000","-3,810,000","-3,219,000","-1,482,000","-4,805,000","-5,658,000","-5,219,000","-5,282,000","-4,116,000","-4,155,000","-3,724,000","-2,800,000","-2,720,000","-3,587,000","-1,728,000","-1,839,000","-1,087,000","920,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-36,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,874,000","-2,940,000","-3,261,000","-3,810,000","-3,219,000","-1,482,000","-4,805,000","-5,658,000","-5,219,000","-5,282,000","-4,116,000","-4,155,000","-3,724,000","-2,800,000","-2,720,000","-3,587,000","-1,728,000","-1,839,000","-1,087,000","884,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,874,000","-2,940,000","-3,261,000","-3,810,000","-3,219,000","-1,482,000","-4,805,000","-5,658,000","-5,219,000","-5,282,000","-4,116,000","-4,155,000","-3,724,000","-2,800,000","-2,720,000","-3,587,000","-1,728,000","-1,839,000","-1,087,000","884,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"7,855,763","6,500,831","4,321,731","4,499,004","3,225,351","2,509,378","2,320,017","2,243,562","1,829,444","1,483,655","1,433,804","1,031,528","884,282","753,121","551,193","357,970","293,481","270,216","258,706","260,714",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"7,855,763","10,742,924","4,321,731","4,499,004","3,225,351","2,509,378","2,320,017","2,243,562","1,829,444","1,483,655","1,433,804","1,031,528","884,282","753,121","551,193","357,970","293,481","270,216","258,706","260,714",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),143.563%,328.111%,86.280%,100.530%,76.302%,69.135%,61.809%,117.499%,106.885%,97.001%,160.127%,188.160%,201.308%,178.711%,113.058%,37.304%,432.604%,815.955%,998.866%,1311.630%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.366,-0.452,-0.755,-0.847,-0.998,-0.591,-2.071,-2.522,-2.853,-3.560,-2.871,-4.028,-4.211,-3.718,-4.935,-10.020,-5.888,-6.806,-4.202,3.391,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.370,-0.711,-0.755,-0.847,-1.000,-0.591,-2.071,-2.522,-2.853,-3.560,-2.871,-4.047,-4.211,-3.718,-4.935,-10.020,-5.888,-6.806,-4.202,3.391,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,694,000","-1,231,000","-4,553,000","-1,923,000","-2,409,000","-2,789,000","-5,890,000","-2,362,000","-4,255,000","-2,778,000","-4,086,000","-2,634,000","-2,305,000","-2,395,000","-3,090,000","-3,280,000","-2,313,000","-1,421,000","-1,513,000","977,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.470,-0.115,-1.054,-0.427,-0.747,-1.111,-2.539,-1.053,-2.326,-1.872,-2.850,-2.553,-2.607,-3.180,-5.606,-9.163,-7.881,-5.259,-5.848,3.747,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-96.291%,-116.810%,-64.758%,-112.795%,-101.048%,23.409%,-,-,-,-,-,-,-,-,-,-,-,-76.757%,-,-45.539%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-260.920%,-289.054%,-196.720%,-293.983%,-262.177%,-80.367%,-933.202%,-3690.066%,-6978.082%,-,-,-,-,-,-,-,-,-849.189%,-2068.644%,-186.279%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-197.390%,-229.867%,-194.454%,-290.175%,-259.597%,-79.935%,-949.605%,-3747.020%,-7149.315%,-,-,-,-,-,-,-,-,-994.054%,-921.186%,74.411%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-253.709%,-96.247%,-271.497%,-146.458%,-194.274%,-150.431%,-1164.032%,-1564.238%,-5828.767%,-,-,-,-,-,-,-,-,-768.108%,-1282.203%,82.239%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,600,000","-3,527,000","-3,144,000","-3,709,000","-3,092,000","-1,330,000","-4,564,000","-5,413,000","-4,936,000","-4,965,000","-3,779,000","-3,512,000","-3,394,000","-2,484,000","-2,391,000","-3,302,000","-1,311,000","-1,477,000","-2,347,000","-2,095,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-247.253%,-275.762%,-187.478%,-282.483%,-249.355%,-71.737%,-,-,-,-,-,-,-,-,-,-,-,-,-,-176.347%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"199,000","170,000","155,000","151,000","159,000","160,000","158,000","159,000","158,000","155,000","147,000","129,000","87,000","91,000","88,000","93,000","85,000","94,000","94,000","118,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,799,000","-3,697,000","-3,299,000","-3,860,000","-3,251,000","-1,490,000","-4,722,000","-5,572,000","-5,094,000","-5,120,000","-3,926,000","-3,641,000","-3,481,000","-2,575,000","-2,479,000","-3,395,000","-1,396,000","-1,571,000","-2,441,000","-2,213,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-260.920%,-289.054%,-196.720%,-293.983%,-262.177%,-80.367%,-,-,-,-,-,-,-,-,-,-,-,-,-,-186.279%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"303,000",-,-,-,"6,998,000",Upgrade,Financials in USD,Fiscal year is January - December
