Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Free Cash Flow,"-2,910,452","-1,917,827","-1,342,482","-1,828,213","-2,686,316","-1,923,327","-2,166,253","-3,627,141","-3,254,977","-2,531,310","-3,248,666","-3,067,143","-3,040,119","-1,658,920","-3,985,227","-4,124,955","-2,990,941","-1,643,457","-2,702,220","-2,673,488",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.321,-1.523,-2.042,-2.810,-4.140,-4.245,-11.891,-20.122,-18.132,-14.124,-18.166,-17.160,-17.928,-9.935,-25.978,-32.966,-24.274,-14.662,-27.709,-30.741,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,9.504%,15.332%,11.070%,12.107%,62.885%,22.090%,15.455%,50.967%,14.495%,10.705%,4.891%,17.096%,24.729%,36.492%,28.093%,10.280%,14.306%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-74495.090%,-1809.031%,-873.271%,-1363.888%,-787.866%,-836.265%,-975.223%,-1854.607%,-1484.997%,-2229.246%,-1636.762%,-1807.168%,-1391.213%,-1513.356%,-1710.153%,-297.757%,-556.885%,-916.530%,-482.950%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-70217.848%,-1636.626%,-743.385%,-1274.687%,-779.023%,-406.765%,-1025.371%,-1991.696%,-1043.894%,-2312.534%,-1706.448%,-1926.740%,-883.080%,-1600.671%,-1727.048%,-294.042%,-549.541%,-820.001%,-419.061%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-81888.429%,-1147.136%,-746.782%,-2059.427%,-929.462%,-842.317%,-990.838%,-1959.177%,-1107.116%,-1727.435%,-1112.683%,-1632.735%,-772.223%,-2700.146%,-1285.858%,-491.276%,-325.252%,-292.273%,-390.142%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,863,647","-1,743,087","-2,115,503","-2,136,281","-1,777,467","-1,628,734","-2,148,904","-3,566,954","-3,076,450","-3,386,784","-4,184,154","-4,508,112","-3,356,036","-2,979,819","-2,224,708","-5,480,205","-1,799,465","-2,799,945","-8,460,023","-3,300,660",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-295.570%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,589","1,588","1,588","1,590","1,589","1,590","1,785","3,024","4,794","8,512","8,232","3,671","8,875","8,840","8,899","5,864","13,312","13,927","13,769","8,808",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,865,236","-1,744,675","-2,117,091","-2,137,871","-1,779,056","-1,630,324","-2,150,689","-3,569,978","-3,081,244","-3,395,296","-4,192,386","-4,511,783","-3,364,911","-2,988,659","-2,233,607","-5,486,069","-1,812,777","-2,813,872","-8,473,792","-3,309,468",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-297.757%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"2,342","117,029","244,812","130,440","206,929","257,178","366,068","166,140","228,640","188,063","275,653","186,198","214,824","147,593","320,794","608,811","505,288","924,552","685,261",Upgrade,Financials in USD,Fiscal year is January - December
