Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-117,000","-78,000","-1,718,000","4,982,000","6,589,000","-892,000","-756,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,285,000","-3,700,000","-7,643,000","-1,441,000","-3,015,000","-11,181,000","-11,987,000","-11,719,000","-2,471,000","-11,551,000","-10,842,000","-7,008,000","-9,977,000","-9,146,000","-10,134,000",-,"-9,290,000","13,924,000","-10,153,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"1,250,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,285,000","-3,700,000","-7,643,000","-1,441,000","-3,015,000","-11,181,000","-11,987,000","-10,469,000","-2,471,000","-11,551,000","-10,842,000","-7,008,000","-9,977,000","-9,146,000","-10,134,000",-,"-9,290,000","13,924,000","-10,153,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,285,000","-3,700,000","-7,643,000","-1,441,000","-3,015,000","-11,181,000","-11,987,000","-10,469,000","-2,471,000","-11,551,000","-10,842,000","-7,008,000","-9,977,000","-9,146,000","-10,134,000",-,"-9,290,000","13,924,000","-10,153,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-42,000","414,000","205,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,285,000","-3,700,000","-7,643,000","-1,441,000","-3,015,000","-11,181,000","-11,987,000","-10,469,000","-2,471,000","-11,551,000","-10,842,000","-7,008,000","-9,977,000","-9,146,000","-10,134,000",-,"-9,332,000","14,338,000","-9,948,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,285,000","-3,700,000","-7,643,000","-1,441,000","-3,015,000","-11,181,000","-11,987,000","-10,469,000","-2,471,000","-11,551,000","-10,842,000","-7,008,000","-9,977,000","-9,146,000","-10,134,000",-,"-9,332,000","14,338,000","-9,948,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"31,039,000","31,038,000","30,637,000","29,464,000","27,211,000","24,508,000","23,767,000","22,784,000","22,777,000","22,774,000","22,768,000","22,758,600","22,749,900","22,742,800","21,753,700",-,"20,187,700","19,686,600","19,574,500",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"31,039,000","31,038,000","30,637,000","30,046,000","27,511,000","24,508,000","23,940,000","22,784,000","22,777,000","22,774,000","22,768,000","22,758,600","22,749,900","22,742,800","21,753,700",-,"20,187,700","20,747,700","19,574,500",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.824%,26.644%,27.974%,31.873%,20.784%,7.614%,5.148%,0.112%,0.119%,0.137%,4.663%,-,12.692%,9.616%,11.133%,-,5.123%,26.234%,20.762%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.138,-0.119,-0.249,-0.049,-0.111,-0.456,-0.504,-0.459,-0.108,-0.507,-0.476,-0.308,-0.439,-0.402,-0.466,-,-0.462,0.728,-0.508,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.140,-0.120,-0.249,-0.159,-0.136,-0.460,-0.517,-0.460,-0.110,-0.510,-0.480,-0.311,-0.439,-0.402,-0.500,-,-0.502,0.720,-0.508,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,138,000","-3,666,000","-6,766,000","-8,325,000","-7,496,000","-9,382,000","-9,263,000","-8,429,000","-2,258,000","-10,112,000","-5,592,000","-11,121,000","-7,523,000","-8,149,000","-10,712,000",-,"-8,717,000","-8,789,000","-12,997,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.101,-0.118,-0.221,-0.277,-0.272,-0.383,-0.387,-0.370,-0.099,-0.444,-0.246,-0.489,-0.331,-0.358,-0.492,-,-0.432,-0.424,-0.664,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-38.921%,-19.899%,-141.270%,-134.957%,-,-299.087%,-,-215.777%,14.620%,-,-,-27.381%,-287.390%,-238.341%,-276.447%,-,-298.287%,72.161%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-205.864%,-156.794%,-312.917%,-234.320%,-547.993%,-482.989%,-536.611%,-346.848%,-17.801%,-534.008%,-541.305%,-89.242%,-436.859%,-375.901%,-436.076%,-,-487.735%,58.539%,-615.611%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-222.366%,-170.428%,-418.336%,-53.990%,-172.878%,-537.290%,-583.593%,-315.807%,-20.631%,-556.407%,-566.162%,-96.039%,-460.831%,-397.134%,-458.137%,-,-515.580%,58.527%,-623.699%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-162.844%,-168.862%,-370.334%,-311.915%,-429.817%,-450.841%,-450.974%,-254.268%,-18.853%,-487.091%,-292.010%,-152.405%,-347.483%,-353.843%,-484.268%,-,-481.602%,-35.876%,-814.859%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,944,000","-3,379,500","-5,666,000","-6,246,250","-9,481,000","-10,017,000","-10,978,000","-11,488,000","-2,092,000","-11,051,000","-10,332,000","-6,316,000","-9,426,000","-8,627,000","-9,616,000",-,"-8,748,000","14,418,000","-9,757,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-204.670%,-155.666%,-,-234.030%,-,-,-,-,-17.467%,-,-,-86.556%,-,-,-,-,-,58.854%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"23,000","24,500","51,000","7,750","76,000","34,000","44,000","10,000","40,000","35,000","34,000","196,000","32,000","30,000","30,000","78,000","80,000","77,000","62,000","67,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,967,000","-3,404,000","-5,717,000","-6,254,000","-9,557,000","-10,051,000","-11,022,000","-11,498,000","-2,132,000","-11,086,000","-10,366,000","-6,512,000","-9,458,000","-8,657,000","-9,646,000",-,"-8,828,000","14,341,000","-9,819,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-205.864%,-156.794%,-,-234.320%,-,-,-,-,-17.801%,-,-,-89.242%,-,-,-,-,-,58.539%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,927,000","2,171,000","1,827,000","2,669,000","1,744,000","2,081,000","2,054,000","3,315,000","11,977,000","2,076,000","1,915,000","7,297,000","2,165,000","2,303,000","2,212,000",-,"1,810,000","24,498,000","1,595,000",-,Upgrade,Financials in USD,Fiscal year is January - December
