Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-235,000","-226,000","-677,000","-211,000","-218,000","-206,000","-195,000","-290,000","-210,000","-376,000","-162,000","-164,000","-157,000","-140,000","-105,000","-323,000","-78,000","-464,000","-28,000","-32,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"5,526,000","6,366,000",-,"4,852,000","3,994,000","2,744,000","2,254,000","1,731,000","670,000","69,000","6,000","31,000","15,000","38,000","49,000",-,"317,000","437,000","319,000","351,000",Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-12,350,000","2,684,000",-,"-8,039,000","4,780,000","405,000","-2,773,000","-14,226,000","6,953,000","6,915,000","798,000","1,008,000","1,344,000","-470,000","3,383,000","-3,635,000","-6,467,000","-1,700,000","2,409,000","-2,975,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,192,000","-112,000","12,424,000","4,964,000","-1,778,000","-13,238,000","7,397,000","2,327,000","-5,865,000","-2,786,000","16,528,000","-1,602,000","-5,404,000","-2,566,000","-2,302,000","6,018,000","13,856,000",-,"1,000","1,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,353,000","-17,852,000","-1,722,000","-26,148,000","-26,489,000","-24,610,000","-19,747,000","-10,413,000","-20,377,000","-12,835,000","85,662,000","-16,787,000","-27,203,000","-26,534,000","-22,813,000","-17,970,000","-11,169,000","-16,826,000","-8,580,000","-14,937,000",Upgrade,Financials in EUR,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,500,000",-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-152,787,000",-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-2,353,000","-17,852,000","-1,722,000","-26,148,000","-26,489,000","-24,610,000","-19,747,000","-10,413,000","-20,377,000","-12,835,000","85,662,000","-16,787,000","-27,203,000","-26,534,000","-22,813,000","-17,970,000","-163,956,000","-21,326,000","-8,580,000","-14,937,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"6,217,000","170,000","1,332,000",-,-,-,-,"2,819,000","558,000","1,145,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Earnings From Continuing Operations,"-8,570,000","-18,022,000","-3,054,000","-26,148,000","-26,489,000","-24,610,000","-19,747,000","-13,232,000","-20,935,000","-13,980,000","85,662,000","-16,787,000","-27,203,000","-26,534,000","-22,813,000","-17,970,000","-163,956,000","-21,326,000","-8,580,000","-14,937,000",Upgrade,Financials in EUR,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"283,000","274,000","225,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-8,570,000","-18,022,000","-3,054,000","-26,148,000","-26,489,000","-24,610,000","-19,747,000","-13,232,000","-20,935,000","-13,980,000","85,662,000","-16,787,000","-27,203,000","-26,534,000","-22,813,000","-17,970,000","-163,956,000","-21,043,000","-8,306,000","-14,712,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-8,570,000","-18,022,000","-3,054,000","-26,148,000","-26,489,000","-24,610,000","-19,747,000","-13,232,000","-20,935,000","-13,980,000","85,662,000","-16,787,000","-27,203,000","-26,534,000","-22,813,000","-17,970,000","-163,956,000","-21,043,000","-8,306,000","-14,712,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"103,107,543","103,071,657","101,800,000","84,716,802","83,386,502","77,311,053","76,671,265","75,359,023","65,634,347","64,915,600","62,927,205","62,922,293","62,911,465","62,909,095","62,908,791","62,908,618","62,908,617","1,163,625","33,093,838","33,093,838",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"110,295,043","103,071,657","101,800,000","84,716,802","83,386,502","77,311,053","76,671,265","75,359,023","65,634,347","64,915,600","63,402,023","62,922,293","62,911,465","62,909,095","62,908,791","62,908,618","62,908,617","1,163,625","33,093,838","33,093,838",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),32.270%,33.321%,32.775%,12.418%,27.047%,19.095%,20.929%,19.765%,4.328%,3.190%,0.784%,0.022%,0.005%,5306.303%,90.092%,90.092%,90.092%,-,2744.029%,-,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.083,-0.175,-0.030,-0.309,-0.318,-0.318,-0.258,-0.176,-0.319,-0.215,1.361,-0.267,-0.432,-0.422,-0.363,-0.286,-2.606,-18.084,-0.251,-0.445,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.112,-0.175,-0.030,-0.309,-0.320,-0.320,-0.260,-0.176,-0.320,-0.220,1.350,-0.267,-0.432,-0.422,-0.363,-0.286,-2.606,-18.084,-0.251,-0.445,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-36,530,000","-35,843,000","-41,779,000","69,784,000","-37,028,000","-17,295,000","-28,032,000","-33,797,000","-33,567,000","53,811,000","107,946,000","-31,405,000","-19,933,000","-21,292,000","-17,222,000","-27,301,000","-49,499,000","14,438,000","-13,832,000","27,859,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.331,-0.348,-0.410,0.824,-0.444,-0.224,-0.366,-0.448,-0.511,0.829,1.703,-0.499,-0.317,-0.338,-0.274,-0.434,-0.787,12.408,-0.418,0.842,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,23.048%,-73.932%,-6.075%,-108.950%,-,-7.520%,-181.554%,26.036%,-89.721%,-46.477%,75.566%,-45.997%,-229.427%,-291.983%,-211.347%,-120.718%,-122.144%,-74.086%,-73.949%,-176.619%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,1.017%,-141.637%,-44.498%,-174.072%,-561.374%,-64.038%,-269.804%,0.120%,-145.584%,-96.759%,66.557%,-102.117%,-356.992%,-450.877%,-322.005%,-212.047%,-238.813%,-218.953%,-160.241%,-280.155%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-16.950%,-96.092%,-10.090%,-164.236%,-446.996%,-110.092%,-201.582%,-35.147%,-139.011%,-81.208%,83.242%,-106.740%,-422.210%,-511.351%,-308.159%,-190.239%,-2083.039%,-305.148%,-117.983%,-335.584%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-72.252%,-191.112%,-138.026%,438.314%,-624.840%,-77.369%,-286.158%,-89.771%,-222.888%,312.582%,104.897%,-199.688%,-309.375%,-410.330%,-232.635%,-289.022%,-628.878%,209.368%,-196.477%,635.470%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"3,547,000","-23,462,000","-10,455,000","-26,870,750","-31,501,000","-12,460,000","-24,619,000","1,794,000","-20,114,000","-14,886,000","70,128,000","-15,403,000","-21,298,000","-22,226,000","-22,744,000","-19,490,500","-17,619,000","-13,859,000","-10,233,000","-11,826,750",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,7.016%,-125.097%,-34.540%,-168.775%,-,-55.739%,-251.317%,4.765%,-133.559%,-86.471%,68.147%,-97.940%,-,-,-,-206.336%,-223.847%,-200.971%,-145.355%,-269.771%,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"3,033,000","3,102,000","3,014,000","843,250","1,766,000","1,855,000","1,811,000","1,749,000","1,811,000","1,771,000","1,636,000","657,000","1,703,000","1,170,000","1,094,000","539,500","1,178,000","1,240,000","1,048,000","455,250",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"514,000","-26,564,000","-13,469,000","-27,714,000","-33,267,000","-14,315,000","-26,430,000","45,000","-21,925,000","-16,657,000","68,492,000","-16,060,000","-23,001,000","-23,396,000","-23,838,000","-20,030,000","-18,797,000","-15,099,000","-11,281,000","-12,282,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,1.017%,-141.637%,-44.498%,-174.072%,-,-64.038%,-269.804%,0.119%,-145.584%,-96.759%,66.557%,-102.117%,-,-,-,-212.047%,-238.813%,-218.953%,-160.241%,-280.155%,Upgrade,Financials in EUR,Fiscal year is January - December
