Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"99,294","81,001","46,058","26,544","35,558","41,164","35,331","32,588","24,714","3,910",795,"1,019","1,421","3,011","3,164",776,"1,033",485,"3,378","5,930",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,312,390","-1,267,218","-1,579,820","-1,987,401","-1,693,907","-1,867,917","-2,243,070","-1,803,221","-2,013,864","-2,233,380","-2,173,665","-1,672,362","-1,969,452","-2,290,643","-2,710,625","-2,267,862","-2,129,105","-6,967,395","-1,790,309","-1,418,228",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"105,130",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,312,390","-1,267,218","-1,579,820","-1,987,401","-1,693,907","-1,867,917","-2,243,070","-1,803,221","-2,013,864","-2,233,380","-2,173,665","-1,672,362","-1,969,452","-2,290,643","-2,605,495","-2,267,862","-2,129,105","-6,967,395","-1,790,309","-1,418,228",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,312,390","-1,267,218","-1,579,820","-1,987,401","-1,693,907","-1,867,917","-2,243,070","-1,803,221","-2,013,864","-2,233,380","-2,173,665","-1,672,362","-1,969,452","-2,290,643","-2,605,495","-2,267,862","-2,129,105","-6,967,395","-1,790,309","-1,418,228",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,312,390","-1,267,218","-1,579,820","-1,987,401","-1,693,907","-1,867,917","-2,243,070","-1,803,221","-2,013,864","-2,233,380","-2,173,665","-1,672,362","-1,969,452","-2,290,643","-2,605,495","-2,267,862","-2,129,105","-6,967,395","-1,790,309","-1,418,228",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,475,453","1,399,882","756,845","278,589","278,558","278,558","278,589","278,589","278,589","263,077","227,620","226,782","225,989","224,903","216,375","183,296","181,571","173,527","169,721","168,844",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,475,453","1,399,882","756,845","278,589","278,558","278,558","278,589","278,589","278,589","263,077","227,620","226,782","225,989","224,903","216,375","183,296","181,571","173,527","169,721","168,844",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),429.675%,402.546%,171.671%,-,-0.011%,5.885%,22.392%,22.844%,23.275%,16.974%,5.197%,23.724%,24.463%,29.607%,27.489%,8.559%,8.364%,7.435%,39.781%,39.512%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.889,-0.905,-2.087,-7.134,-6.081,-6.706,-8.052,-6.473,-7.229,-8.489,-9.550,-7.374,-8.715,-10.185,-12.042,-12.373,-11.726,-40.152,-10.549,-8.400,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.889,-0.905,-2.087,-7.134,-6.081,-6.706,-8.052,-6.473,-7.229,-8.520,-9.600,-7.374,-8.715,-10.200,-12.042,-12.373,-11.726,-40.152,-10.549,-8.400,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-818,695","-820,615","-2,579,390","-1,106,104","-1,041,605","-1,206,373","-1,630,895","-2,506,325","-1,100,925","-1,373,707","-1,615,030","-1,997,198","-5,892,138","-1,510,489","-2,953,119","-1,711,504","-1,810,528","-1,556,080","-1,551,895","-1,147,690",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.555,-0.586,-3.408,-3.970,-3.739,-4.331,-5.854,-8.996,-3.952,-5.222,-7.095,-8.807,-26.073,-6.716,-13.648,-9.337,-9.971,-8.967,-9.144,-6.797,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,96.081%,98.374%,94.668%,96.478%,97.766%,94.930%,93.757%,76.131%,89.211%,85.324%,94.560%,62.094%,93.720%,71.157%,28.389%,-276.681%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-48.439%,-47.957%,-86.501%,-112.645%,-102.596%,-157.723%,-265.929%,-214.697%,-229.846%,-457.483%,-490.265%,-429.140%,-198.275%,-916.600%,-2864.877%,-9596.377%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-49.446%,-49.668%,-91.030%,-118.580%,-108.385%,-165.103%,-276.783%,-226.430%,-242.022%,-483.630%,-519.543%,-463.809%,-211.667%,-968.007%,-2881.515%,-9851.703%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-30.845%,-32.164%,-148.626%,-65.997%,-66.647%,-106.630%,-201.244%,-314.719%,-132.307%,-297.471%,-386.020%,-553.899%,-633.257%,-638.320%,-3265.966%,-7434.857%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,285,657","-1,223,562","-1,501,220","-1,887,918","-1,603,437","-1,784,423","-2,155,113","-1,709,782","-1,912,551","-2,112,632","-2,051,172","-1,547,355","-1,844,846","-2,168,996","-2,590,450","-2,209,086","-2,079,610","-6,964,966","-1,793,687","-1,424,158",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-48.439%,-47.957%,-86.501%,-112.645%,-102.596%,-157.722%,-265.929%,-214.697%,-229.846%,-,-,-,-198.275%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
