Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+18 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"46,695,220","46,232,977","43,590,657","34,723,379","34,565,955","34,414,226","34,342,664","28,278,453","24,595,039","24,557,615","24,545,360","24,479,660","24,439,623","24,429,919","23,118,127","17,961,802","17,907,393","17,848,583","17,843,493","17,838,872",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),35.090%,34.343%,26.929%,22.791%,40.540%,40.137%,39.915%,15.518%,0.636%,0.523%,6.174%,36.287%,36.478%,36.873%,29.561%,0.689%,0.472%,2.056%,3.417%,3.525%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),-0.905,-0.875,-1.024,-0.836,-0.800,-0.736,-0.766,-0.753,-0.905,-0.938,-0.982,-0.918,-0.804,-0.659,-0.647,-0.559,-0.582,-0.606,-0.369,-0.521,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),-0.905,-0.875,-1.024,-0.836,-0.800,-0.736,-0.766,-0.753,-0.905,-0.938,-0.982,-0.918,-0.804,-0.660,-0.647,-0.559,-0.582,-0.606,-0.369,-0.521,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"-39,750,000","-40,241,000","-15,120,000","-27,590,000","-19,827,000","-26,736,000","-22,705,000","-9,304,000","-20,786,000","-23,662,000","-26,875,000","-14,267,000","-19,901,000","-18,022,000","-11,078,000","-7,600,000","-7,965,000","-3,610,000","-12,626,000","-13,109,000",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,-0.851,-0.870,-0.347,-0.795,-0.574,-0.777,-0.661,-0.329,-0.845,-0.964,-1.095,-0.583,-0.814,-0.738,-0.479,-0.423,-0.445,-0.202,-0.708,-0.735,Upgrade,Financials in USD,Fiscal year is May - April
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-148.039%,-,Upgrade,Financials in USD,Fiscal year is May - April
Operating Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-234.231%,-806.848%,Upgrade,Financials in USD,Fiscal year is May - April
Profit Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-172.176%,-589.157%,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-330.178%,-831.262%,Upgrade,Financials in USD,Fiscal year is May - April
EBITDA,"-45,584,000","-43,991,000","-48,236,000","-32,944,000","-29,549,000","-28,900,000","-31,540,000","-26,746,000","-25,710,000","-26,158,000","-26,655,000","-26,534,000","-23,476,000","-19,384,000","-17,902,000","-12,521,000","-12,648,000","-14,315,000","-8,827,000","-12,590,000",Upgrade,Financials in USD,Fiscal year is May - April
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-230.831%,-,Upgrade,Financials in USD,Fiscal year is May - April
D&A For EBITDA,"227,000","224,000","219,000","207,000","197,000","193,000","188,000","199,000","173,000","158,000","156,000","149,000","127,000","132,000","140,000","136,000","133,000","128,000","130,000","134,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-45,811,000","-44,215,000","-48,455,000","-33,151,000","-29,746,000","-29,093,000","-31,728,000","-26,945,000","-25,883,000","-26,316,000","-26,811,000","-26,683,000","-23,603,000","-19,516,000","-18,042,000","-12,657,000","-12,781,000","-14,443,000","-8,957,000","-12,724,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-234.231%,-,Upgrade,Financials in USD,Fiscal year is May - April
