Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Asset Writedown,-,-,-,"-14,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-11,900,000",-,-,-,"-600,000","-900,000","-900,000","-1,989,000","-1,772,000","-1,800,000","-2,200,000","-2,255,000","-3,148,000","-1,900,000","600,000","4,000","-700,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"134,441,000","132,136,000","105,547,000","19,327,000","41,669,000","70,810,000","56,757,000","-17,558,000","-1,904,000","34,851,000","134,187,000","-66,574,000","-46,160,000","14,156,000","23,228,000","-40,185,000","-61,216,000","-42,273,000","101,352,000","-9,781,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"28,361,000","24,962,000","16,885,000","-1,048,000","1,291,000","14,770,000","5,905,000","-17,309,000","4,748,000","7,187,000","13,389,000","-8,676,000","-9,666,000","1,215,000","5,857,000","-62,284,000","-846,019,000","-13,090,000","19,971,000","-24,805,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"106,080,000","107,174,000","88,662,000","20,375,000","40,378,000","56,040,000","50,852,000","-249,000","-6,652,000","27,664,000","120,798,000","-57,898,000","-36,494,000","12,941,000","17,371,000","22,099,000","784,803,000","-29,183,000","81,381,000","15,024,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"106,080,000","107,174,000","88,662,000","20,375,000","40,378,000","56,040,000","50,852,000","-249,000","-6,652,000","27,664,000","120,798,000","-57,898,000","-36,494,000","12,941,000","17,371,000","22,099,000","784,803,000","-29,183,000","81,381,000","15,024,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,162.717%,91.246%,74.353%,-,-,102.574%,-57.903%,-,-,113.770%,595.400%,-,-,-,-78.655%,47.091%,1325.981%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"190,429,000","190,114,000","188,866,000","188,479,000","188,219,000","187,948,000","186,667,000","186,028,000","185,597,000","185,254,000","183,990,000","183,554,000","183,214,000","182,844,000","181,772,000","181,435,000","181,142,000","180,729,000","179,898,000","179,531,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"197,147,000","200,505,000","199,262,000","191,838,000","191,173,000","194,998,000","194,363,000","186,028,000","185,597,000","187,448,000","194,886,000","183,554,000","183,214,000","185,427,000","184,365,000","184,476,000","197,674,000","180,729,000","187,163,000","182,412,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.125%,2.824%,2.521%,3.123%,3.004%,4.028%,-0.268%,1.348%,1.301%,1.090%,5.707%,-0.500%,-7.315%,2.599%,-1.495%,1.132%,6.320%,0.939%,4.988%,2.396%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.557,0.564,0.469,0.108,0.215,0.298,0.272,-0.001,-0.036,0.149,0.657,-0.315,-0.199,0.071,0.096,0.122,4.333,-0.161,0.452,0.084,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.547,0.548,0.459,0.087,0.210,0.292,0.266,-0.016,-0.036,0.148,0.634,-0.319,-0.200,0.070,0.090,0.065,4.006,-0.161,0.440,0.084,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,160.651%,87.661%,72.205%,-,-,97.986%,-57.973%,-,-,110.831%,604.462%,-,-,-,-79.537%,-21.757%,1230.647%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"203,018,000","97,435,000","20,867,000","-1,434,000","113,911,000","48,479,000","-98,388,000","-28,902,000","129,021,000","29,072,000","-74,248,000","-17,558,000","78,326,000","60,185,000","88,005,000","-44,410,000","69,636,000","1,575,000","-55,748,000","6,558,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.030,0.486,0.105,-0.007,0.596,0.249,-0.506,-0.155,0.695,0.155,-0.381,-0.096,0.428,0.325,0.477,-0.241,0.352,0.009,-0.298,0.036,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,74.729%,55.866%,49.114%,47.118%,77.974%,48.262%,48.472%,44.182%,45.756%,47.299%,46.511%,37.564%,36.046%,42.561%,44.676%,37.449%,29.560%,34.781%,49.483%,40.870%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,15.272%,16.917%,12.093%,4.367%,5.251%,11.014%,10.463%,-0.167%,-0.300%,7.503%,6.030%,-14.252%,-12.580%,2.765%,5.625%,-9.222%,-11.334%,-9.673%,9.055%,-4.063%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,14.225%,15.052%,13.665%,3.153%,6.946%,9.414%,8.526%,-0.046%,-1.316%,5.182%,23.259%,-12.872%,-8.928%,2.579%,3.574%,4.888%,164.603%,-6.795%,16.209%,3.306%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,27.224%,13.684%,3.216%,-0.222%,19.595%,8.144%,-16.497%,-5.377%,25.531%,5.446%,-14.296%,-3.903%,19.163%,11.996%,18.107%,-9.823%,14.605%,0.367%,-11.104%,1.443%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"132,899,000","146,915,000","105,812,000","55,080,000","56,210,000","90,985,000","88,825,000","23,653,000","23,285,000","65,323,000","58,659,000","-38,122,000","-24,580,000","41,103,000","55,324,000","-14,334,000","-27,407,000","-16,329,000","71,426,000","7,328,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,17.821%,20.633%,16.308%,8.524%,9.669%,15.285%,14.893%,4.400%,4.608%,12.237%,11.294%,-8.475%,-6.013%,8.193%,11.383%,-3.170%,-5.748%,-3.802%,14.226%,1.613%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"19,006,000","26,463,000","27,350,000","26,861,000","25,685,000","25,419,000","26,421,000","24,553,000","24,802,000","25,271,000","27,343,000","25,986,000","26,839,000","27,231,000","27,983,000","27,358,000","26,634,000","25,216,000","25,964,000","25,790,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"113,893,000","120,452,000","78,462,000","28,219,000","30,525,000","65,566,000","62,404,000","-900,000","-1,517,000","40,052,000","31,316,000","-64,108,000","-51,419,000","13,872,000","27,341,000","-41,692,000","-54,041,000","-41,545,000","45,462,000","-18,462,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,15.272%,16.917%,12.093%,4.367%,5.251%,11.014%,10.463%,-0.167%,-0.300%,7.503%,6.030%,-14.252%,-12.580%,2.765%,5.625%,-9.222%,-11.334%,-9.673%,9.055%,-4.063%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,21.095%,18.891%,15.998%,-,3.098%,20.859%,10.404%,-,-,20.622%,9.978%,-,-,8.583%,25.215%,-,-,-,19.704%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"745,740,000","712,029,000","648,833,000","646,207,000","581,329,000","595,275,000","596,415,000","537,538,000","505,344,000","533,798,000","519,359,000","449,810,000","408,742,000","501,693,000","486,030,000","452,117,000","476,784,000","429,485,000","502,069,000","454,443,000",Upgrade,Financials in USD,Fiscal year is January - December
