Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"-44,378,000","-56,299,000","-65,618,000","-73,206,000","-89,571,000","-68,474,000","-77,227,000","6,807,000","-47,857,000","-39,061,000","-46,678,000","8,208,000","-36,531,000","399,468,000","-41,556,000","-699,000","-53,775,000","-42,551,000","-27,999,000","-41,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-44,378,000","-56,299,000","-65,618,000","-73,206,000","-89,571,000","-68,474,000","-77,227,000","6,807,000","-47,857,000","-39,061,000","-46,678,000","8,208,000","-36,531,000","399,468,000","-41,556,000","-699,000","-53,775,000","-42,551,000","-27,999,000","-41,426,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-17.069%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"48,718,533","48,622,440","48,384,510","47,824,319","47,770,101","47,649,520","47,436,335","46,898,179","46,772,430","46,668,554","46,599,114","46,279,561","46,152,404","46,037,900","45,468,485","44,725,688","44,471,844","44,387,463","44,279,456","43,724,106",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"48,718,533","48,622,440","48,384,510","47,824,319","47,770,101","47,649,520","47,436,335","46,898,179","46,772,430","46,668,554","46,599,114","47,020,999","46,152,404","46,929,870","45,468,485","44,725,688","44,471,844","44,387,463","44,279,456","43,724,106",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.985%,2.042%,1.999%,1.975%,2.133%,2.102%,1.797%,-0.261%,1.343%,-0.557%,2.487%,5.132%,3.779%,5.728%,2.685%,2.291%,9.163%,17.350%,17.526%,17.112%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.911,-1.158,-1.356,-1.531,-1.875,-1.437,-1.628,0.145,-1.023,-0.837,-1.002,0.177,-0.792,8.677,-0.914,-0.016,-1.209,-0.959,-0.632,-0.947,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.911,-1.158,-1.360,-1.531,-1.875,-1.437,-1.630,0.145,-1.023,-0.837,-1.002,0.177,-0.792,8.510,-0.914,-0.016,-1.210,-0.960,-0.632,-0.947,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-18.162%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-36,978,000","-33,315,000","-62,919,000","-51,579,000","37,211,000","-58,071,000","-80,644,000","-59,746,000","-52,976,000","-20,257,000","-29,769,000","-50,643,000","-47,851,000","414,164,000","-45,149,000","-39,971,000","-36,792,000","-31,706,000","-33,630,000","-27,970,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.759,-0.685,-1.300,-1.079,0.779,-1.219,-1.700,-1.274,-1.133,-0.434,-0.639,-1.077,-1.037,8.825,-0.993,-0.894,-0.827,-0.714,-0.759,-0.640,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-285.601%,-,-,-,-,-,41.207%,-,-,-,34.357%,-,87.944%,-,7.047%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1776.913%,-425.993%,-637.160%,-916.340%,-4807.960%,-2726.548%,-1374.592%,25.083%,-3727.743%,-11319.316%,-2894.866%,14.448%,-2306.888%,84.875%,-9792.511%,-24.247%,-2486.864%,-2489.121%,-33137.500%,-1256.343%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1940.446%,-506.013%,-773.341%,-1094.424%,-6366.098%,-2827.168%,-1450.272%,6.625%,-3302.761%,-7859.356%,-2604.799%,14.228%,-1836.652%,86.117%,-9153.304%,-2.051%,-3005.869%,-2772.052%,-26922.115%,-1578.133%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1616.878%,-299.434%,-741.532%,-771.102%,2644.705%,-2397.647%,-1514.441%,-58.150%,-3656.039%,-4075.855%,-1661.217%,-87.783%,-2405.782%,89.285%,-9944.714%,-117.265%,-2056.568%,-2065.537%,-32336.538%,-1065.524%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-37,652,000","-44,726,000","-51,434,000","-57,106,000","-65,051,000","-63,449,000","-70,670,000","28,103,000","-51,912,000","-54,276,000","-49,754,000","10,187,000","-44,104,000","395,513,000","-42,596,000","-5,971,000","-39,641,000","-36,436,000","-32,730,000","-31,242,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,27.352%,-,-,-,17.658%,-,85.264%,-,-17.517%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,986,000","2,670,000","2,629,000","4,188,000","2,597,000","2,588,000","2,527,000","2,331,000","2,103,000","1,981,000","2,122,000","1,852,000","1,780,000","1,805,000","1,862,000","2,294,000","4,849,000","1,772,000","1,733,000","1,737,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-40,638,000","-47,396,000","-54,063,000","-61,294,000","-67,648,000","-66,037,000","-73,197,000","25,772,000","-54,015,000","-56,257,000","-51,876,000","8,335,000","-45,884,000","393,708,000","-44,458,000","-8,265,000","-44,490,000","-38,208,000","-34,463,000","-32,979,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,25.083%,-,-,-,14.448%,-,84.875%,-,-24.247%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,0.809%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,287,000","11,126,000","8,485,000","6,689,000","1,407,000","2,422,000","5,325,000","102,745,000","1,449,000","497,000","1,792,000","57,691,000","1,989,000","463,868,000","454,000","34,086,000","1,789,000","1,535,000","104,000","2,625,000",Upgrade,Financials in USD,Fiscal year is January - December
