Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
EPS (Diluted),-0.335,-0.330,-0.354,-0.685,-1.161,-0.754,-0.719,-0.717,-0.528,-0.562,0.100,-0.466,-0.440,-0.341,-0.820,-0.457,-2.837,-3.884,-2.074,-3.052,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-22,407,000","-23,724,000","-23,088,000","-23,622,000","-22,144,000","-26,406,000","-26,009,000","-25,327,000","-20,139,000","-17,554,000","1,473,000","-16,522,000","-16,862,000","-14,910,000","-15,804,000","-13,705,000","-8,067,000","-12,123,000","-8,647,000","-7,718,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.247,-0.262,-0.292,-0.549,-0.515,-0.615,-0.605,-0.608,-0.484,-0.438,0.032,-0.487,-0.529,-0.469,-0.606,-0.699,-1.549,-5.568,-3.997,-3.582,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-,-,-,-,-,18.832%,-284.236%,-399.825%,-224.907%,-,-34.177%,-450.958%,-115.606%,-377.850%,-364.500%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-,-,-,-,-,18.479%,-289.192%,-408.661%,-225.467%,-,-165.582%,-488.078%,-113.262%,-224.300%,-334.078%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-,-,-,-,-,5.894%,-302.158%,-491.747%,-309.722%,-,-253.327%,-266.413%,-162.398%,-432.350%,-391.976%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,561,000","-31,247,000","-29,220,000","-29,877,000","-31,155,000","-33,380,000","-32,068,000","-30,506,000","-22,226,000","-22,302,000","5,058,000","-15,177,000","-13,322,000","-10,368,000","-20,568,000","-1,534,000","-13,370,000","-8,317,000","-7,244,000","-6,901,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,20.240%,-277.560%,-,-215.372%,-,-28.355%,-,-111.413%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,592,000","1,602,000","1,651,000","1,689,000","1,645,000","1,510,000","1,254,000","1,059,000","759,000","405,000","352,000","365,000","388,000","459,000","326,000","315,000","285,000","313,000","313,000","276,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-33,153,000","-32,849,000","-30,871,000","-31,566,000","-32,800,000","-34,890,000","-33,322,000","-31,565,000","-22,985,000","-22,707,000","4,706,000","-15,542,000","-13,710,000","-10,827,000","-20,894,000","-1,849,000","-13,655,000","-8,630,000","-7,557,000","-7,177,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,18.831%,-284.236%,-,-224.906%,-,-34.177%,-,-115.606%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
