Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"1,832,000","1,930,000","2,156,000","2,520,000","2,750,000","2,824,000","2,849,000","1,334,000","658,000","293,000","74,000","55,000","98,000","165,000","264,000","396,000","600,000","849,000","975,000","1,102,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,"-73,000",-,-,"-174,000","-75,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,792,000","14,296,000","196,000","-211,000","89,000","30,000","-264,000","-13,000","16,000","-13,000",-,"-478,000","18,000","610,000",-,"383,000","-141,000","-61,000","25,000","-14,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-32,044,000","-20,843,000","-37,291,000","-41,707,000","-34,494,000","-32,503,000","-34,072,000","-41,933,000","-36,279,000","-41,641,000","-41,269,000","38,599,000","-51,706,000","-53,448,000","-57,279,000","-43,359,000","-53,451,000","-46,289,000","-52,865,000","-48,645,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"44,702,000",-,-,-,-,-,"3,500,000",-,"-7,300,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-32,044,000","23,859,000","-37,291,000","-41,707,000","-34,494,000","-32,503,000","-34,072,000","-38,433,000","-36,279,000","-48,941,000","-41,269,000","38,599,000","-51,706,000","-53,448,000","-57,265,000","-43,359,000","-53,451,000","-46,289,000","-52,865,000","-48,645,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"28,000","67,000","71,000","130,000","12,000","127,000","54,000","73,000","45,000","121,000","130,000","-121,000","106,000","134,000","149,000","62,000","44,000","137,000","66,000","2,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-32,072,000","23,792,000","-37,362,000","-41,837,000","-34,506,000","-32,630,000","-34,126,000","-38,506,000","-36,324,000","-49,062,000","-41,399,000","38,720,000","-51,812,000","-53,582,000","-57,414,000","-43,421,000","-53,495,000","-46,426,000","-52,931,000","-48,647,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,"5,541,000","-5,541,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-32,072,000","18,251,000","-31,821,000","-41,837,000","-34,506,000","-32,630,000","-34,126,000","-38,506,000","-36,324,000","-49,062,000","-41,399,000","38,720,000","-51,812,000","-53,582,000","-57,414,000","-43,421,000","-53,495,000","-46,426,000","-52,931,000","-48,647,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"125,010,000","121,027,000","115,453,000","114,778,000","114,401,000","114,207,000","113,481,000","89,934,000","80,210,000","79,651,000","77,570,000","75,671,000","75,461,000","75,189,000","74,517,000","73,727,000","73,466,000","73,237,000","67,627,000","63,908,471",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"125,010,000","154,425,000","115,453,000","114,778,000","114,401,000","114,207,000","113,481,000","89,934,000","80,210,000","79,651,000","77,570,000","86,875,000","75,461,000","75,189,000","74,517,000","73,727,000","73,466,000","73,237,000","67,627,000","63,908,471",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.274%,35.215%,1.738%,27.625%,42.627%,43.384%,46.295%,3.521%,6.293%,5.934%,4.097%,17.833%,2.716%,2.665%,10.188%,15.363%,18.316%,20.201%,11.126%,5.183%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.257,0.151,-0.276,-0.365,-0.302,-0.286,-0.301,-0.428,-0.453,-0.616,-0.534,0.512,-0.687,-0.713,-0.770,-0.589,-0.728,-0.634,-0.783,-0.761,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.260,-0.198,-0.276,-0.365,-0.302,-0.290,-0.301,-0.431,-0.453,-0.620,-0.534,0.446,-0.687,-0.713,-0.770,-0.589,-0.728,-0.634,-0.783,-0.761,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-19,453,000","-38,498,000","-43,920,000","-18,585,000","-29,530,000","-25,698,000","-18,910,000","-26,843,000","-28,409,000","-35,144,000","-59,276,000","25,268,000","-23,960,000","-55,748,000","-52,888,000","-30,753,000","-44,312,000","-40,293,000","-45,021,000","-39,539,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.156,-0.249,-0.380,-0.162,-0.258,-0.225,-0.167,-0.298,-0.354,-0.441,-0.764,0.291,-0.318,-0.741,-0.710,-0.417,-0.603,-0.550,-0.666,-0.619,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,3.478%,6.895%,-12.709%,390.049%,-1.264%,13.060%,12.941%,445.033%,10.530%,-4.458%,8.773%,184.855%,-15.394%,-55.387%,-63.297%,-8.937%,-75.667%,-28.275%,-91.951%,-82.212%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-67.769%,-65.722%,-101.911%,-112.034%,-86.812%,-78.696%,-79.847%,-111.284%,-85.320%,-89.740%,-72.553%,37.192%,-116.246%,-217.017%,-225.163%,-105.601%,-220.827%,-120.305%,-261.087%,-239.092%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-82.696%,42.656%,-96.060%,-123.973%,-95.826%,-86.830%,-88.185%,-114.669%,-100.495%,-123.647%,-86.845%,30.665%,-137.472%,-237.078%,-246.836%,-123.707%,-250.762%,-138.527%,-291.824%,-268.827%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-50.159%,-89.978%,-132.585%,-55.072%,-82.007%,-68.384%,-48.866%,-79.937%,-78.597%,-88.571%,-124.347%,20.011%,-63.573%,-246.662%,-227.377%,-87.615%,-207.716%,-120.227%,-248.214%,-218.496%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-26,200,000","-28,029,000","-33,674,000","-37,731,000","-31,180,000","-29,490,000","-30,609,000","-37,256,000","-30,657,000","-35,459,000","-34,409,000","47,101,000","-43,626,000","-48,819,000","-52,138,000","-36,809,000","-46,874,000","-40,081,000","-47,114,000","-43,022,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-67.555%,-65.510%,-101.654%,-111.805%,-86.589%,-78.475%,-79.097%,-110.947%,-84.817%,-89.365%,-72.182%,37.302%,-115.753%,-216.004%,-224.153%,-104.869%,-219.725%,-119.595%,-259.753%,-237.743%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"83,000","91,000","85,000","77,000","80,000","83,000","290,000","113,000","182,000","149,000","177,000","139,000","186,000","229,000","235,000","257,000","235,000","238,000","242,000","244,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-26,283,000","-28,120,000","-33,759,000","-37,808,000","-31,260,000","-29,573,000","-30,899,000","-37,369,000","-30,839,000","-35,608,000","-34,586,000","46,962,000","-43,812,000","-49,048,000","-52,373,000","-37,066,000","-47,109,000","-40,319,000","-47,356,000","-43,266,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-67.769%,-65.722%,-101.911%,-112.034%,-86.812%,-78.695%,-79.847%,-111.284%,-85.320%,-89.740%,-72.553%,37.192%,-116.246%,-217.017%,-225.163%,-105.601%,-220.827%,-120.305%,-261.087%,-239.092%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,0.281%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"38,783,000","42,786,000","33,126,000","33,747,000","36,009,000","37,579,000","38,698,000","33,580,000","36,145,000","39,679,000","47,670,000","126,269,000","37,689,000","22,601,000","23,260,000","35,100,000","21,333,000","33,514,000","18,138,000","18,096,000",Upgrade,Financials in USD,Fiscal year is January - December
