Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"11,712,000","11,644,000","11,579,000","11,486,000","11,473,000","11,466,000","11,460,000","11,452,000","11,447,000","11,421,000","11,330,000","11,313,000","11,311,000","11,285,000","11,240,000","11,082,000","11,019,000","10,824,000","9,761,000","8,886,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"11,712,000","11,644,000","11,579,000","11,486,000","11,473,000","11,466,000","11,460,000","11,452,000","11,447,000","11,421,000","11,330,000","12,079,000","11,311,000","11,285,000","11,240,000","12,059,000","11,019,000","10,824,000","9,761,000","8,886,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.083%,1.552%,1.038%,0.297%,0.227%,0.394%,1.147%,-5.191%,1.202%,1.205%,0.801%,0.166%,2.650%,4.259%,15.152%,35.708%,16.714%,24.057%,12.105%,5.409%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.589,0.998,-0.602,-1.870,-0.599,-0.590,-0.976,-0.641,-0.484,-0.529,-0.322,2.212,-0.513,-0.313,-0.703,1.639,-0.098,-0.326,-0.487,-0.376,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.590,0.998,-0.602,-1.870,-0.600,-0.590,-0.980,-0.641,-0.484,-0.530,-0.322,2.087,-0.513,-0.313,-0.703,1.524,-0.098,-0.326,-0.487,-0.385,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,36.926%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,625,000","2,727,000","-4,964,000","-3,944,000","-2,099,000","-7,208,000","-4,924,000","-3,890,000","-3,663,000","-4,317,000","-1,009,000","30,642,000","-3,075,000","-3,975,000","-914,000","17,678,000","-2,445,000","-2,870,000","-2,280,000","-4,148,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.736,0.234,-0.429,-0.343,-0.183,-0.629,-0.430,-0.340,-0.320,-0.378,-0.089,2.537,-0.272,-0.352,-0.081,1.466,-0.222,-0.265,-0.234,-0.467,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,88.648%,89.527%,97.785%,98.636%,96.988%,97.648%,87.643%,98.116%,93.570%,95.931%,98.198%,99.883%,96.808%,95.782%,83.733%,99.869%,93.896%,91.441%,92.288%,69.194%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-22.787%,-9.733%,-470.067%,-309.929%,-697.229%,-264.294%,-1381.693%,-417.900%,-969.401%,-484.944%,-66.463%,84.476%,-355.851%,-340.067%,-1713.867%,86.552%,-482.765%,-709.685%,-698.507%,-948.104%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-258.594%,104.862%,-467.852%,-1171.686%,-828.554%,-408.203%,-2558.581%,-494.213%,-1229.712%,-614.242%,-117.412%,69.620%,-617.447%,-391.787%,-2107.467%,65.846%,-193.357%,-795.721%,-591.791%,-792.417%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-119.842%,24.599%,-333.154%,-215.166%,-252.892%,-434.741%,-1126.773%,-261.777%,-812.195%,-439.166%,-32.475%,85.247%,-327.128%,-441.176%,-243.733%,64.095%,-438.959%,-646.396%,-283.582%,-982.938%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,637,000","-1,076,000","-7,002,000","-5,456,000","-5,563,000","-4,157,000","-5,812,000","-6,113,000","-4,368,000","-4,766,000","-2,063,000","30,366,000","-3,343,000","-3,062,000","-6,425,000","23,875,000","-2,682,000","-3,145,000","-5,610,000","-3,995,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-22.745%,-9.706%,-,-297.654%,-,-250.724%,-,-,-,-,-66.398%,84.479%,-,-,-,86.563%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,000","3,000","2,000","225,000","224,000","225,000","226,000","97,000","4,000","1,000","2,000","1,000","2,000","2,000","2,000","3,000","7,000","6,000","6,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,640,000","-1,079,000","-7,004,000","-5,681,000","-5,787,000","-4,382,000","-6,038,000","-6,210,000","-4,372,000","-4,767,000","-2,065,000","30,365,000","-3,345,000","-3,064,000","-6,427,000","23,872,000","-2,689,000","-3,151,000","-5,616,000","-4,001,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-22.787%,-9.733%,-,-,-,-264.294%,-,-,-,-,-66.463%,84.476%,-,-,-,86.552%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,0.304%,-,-,-,0.110%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"7,197,000","11,086,000","1,490,000","1,833,000","830,000","1,658,000","437,000","1,486,000","451,000","983,000","3,107,000","35,945,000","940,000","901,000","375,000","27,581,000","557,000","444,000","804,000","422,000",Upgrade,Financials in USD,Fiscal year is January - December
