Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"718,000","2,580,000","81,000","258,000","294,000","318,000","199,000","333,000","172,000","79,000","45,000",-,-,"51,000","72,000",-,"69,000","46,000","21,000","155,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-458,000",-,"767,000","318,000","328,000","255,000","741,000","329,000","235,000","221,000","1,900,000","103,000","295,000","144,000","1,183,000","31,000","31,000","-182,000","930,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,973,000","-1,751,000","-5,725,000","-12,979,000","-7,545,000","-4,815,000","-3,841,000","-4,482,000","-6,020,000","-4,381,000","-2,886,000","-3,866,000","-3,826,000","-3,391,000","-3,579,000","-3,860,000","-3,306,000","-3,512,000","-3,808,000","-2,003,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"273,000","-85,000","-92,000","401,000","-310,000","-94,000","203,000","90,000","-365,000","-470,000","-934,000","-201,000",-,-,-,"219,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"2,000","39,000",-,"-23,000","3,000",-,-,-,-,-,"216,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,"-1,779,000",-,-,-,"-293,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"957,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,701,000",-,-,-,"142,000",-,"-17,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,700,000","-1,836,000","-5,817,000","-12,576,000","-7,816,000","-4,909,000","-3,661,000","-4,389,000","-6,385,000","-4,851,000","-3,820,000","-5,846,000","-3,826,000","-5,876,000","-3,579,000","-3,934,000","-3,306,000","-3,370,000","-3,808,000","-1,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,700,000","-1,836,000","-5,817,000","-12,576,000","-7,816,000","-4,909,000","-3,661,000","-4,389,000","-6,385,000","-4,851,000","-3,820,000","-5,846,000","-3,826,000","-5,876,000","-3,579,000","-3,934,000","-3,306,000","-3,370,000","-3,808,000","-1,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,700,000","-1,836,000","-5,817,000","-12,576,000","-7,816,000","-4,909,000","-3,661,000","-4,389,000","-6,385,000","-4,851,000","-3,820,000","-5,846,000","-3,826,000","-5,876,000","-3,579,000","-3,934,000","-3,306,000","-3,370,000","-3,808,000","-1,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"57,677,016","52,837,477","49,458,023","48,890,210","48,635,165","48,411,251","48,399,950","48,079,475","48,079,210","48,034,100","47,994,672","47,891,426","47,846,074","47,832,997","45,726,855","40,892,347","38,907,546","29,970,197","17,490,322","8,895,522",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,677,016","52,837,477","49,458,023","48,890,210","48,635,165","48,411,251","48,399,950","48,079,475","48,079,210","48,034,100","47,994,672","47,891,426","47,846,074","47,832,997","45,726,855","40,892,347","38,907,546","29,970,197","17,490,322","8,895,522",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.591%,9.143%,2.186%,1.686%,1.156%,0.785%,0.844%,0.393%,0.487%,0.420%,4.959%,17.116%,22.974%,59.602%,161.441%,359.696%,1394.229%,1478.456%,1411.833%,706.857%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.064,-0.035,-0.118,-0.257,-0.161,-0.101,-0.076,-0.091,-0.133,-0.101,-0.080,-0.122,-0.080,-0.123,-0.078,-0.096,-0.085,-0.112,-0.218,-0.119,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.064,-0.035,-0.120,-0.257,-0.161,-0.101,-0.080,-0.091,-0.133,-0.101,-0.080,-0.122,-0.080,-0.123,-0.078,-0.096,-0.085,-0.112,-0.218,-0.119,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,128,000","-3,008,000","-4,815,000","-9,748,000","-5,681,000","-2,158,000","-3,680,000","-6,455,000","-4,668,000","-2,313,000","-2,758,000","-5,752,000","-3,465,000","-1,744,000","-3,045,000","-2,863,000","-2,993,000","-1,277,000","-3,257,000","-2,289,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.054,-0.057,-0.097,-0.199,-0.117,-0.045,-0.076,-0.134,-0.097,-0.048,-0.057,-0.120,-0.072,-0.036,-0.067,-0.070,-0.077,-0.043,-0.186,-0.257,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,77.143%,84.000%,80.000%,81.538%,34.783%,100.000%,100.000%,100.000%,100.000%,-130.000%,-133.333%,-252.000%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-12825.714%,-7388.000%,-14335.000%,-21544.615%,-17732.609%,-13002.381%,-8765.306%,-9921.429%,-31052.381%,-15650.000%,-9551.515%,-11332.000%,-11906.061%,-16165.217%,-13375.000%,-11564.286%,-9319.444%,-8350.000%,-7388.889%,-6176.000%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-10571.429%,-3672.000%,-14542.500%,-19347.692%,-16991.304%,-11688.095%,-7471.429%,-7837.500%,-30404.762%,-16170.000%,-11575.758%,-11692.000%,-11593.939%,-25547.826%,-12782.143%,-9366.667%,-9183.333%,-8425.000%,-8462.222%,-2126.000%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-8937.143%,-6016.000%,-12037.500%,-14996.923%,-12350.000%,-5138.095%,-7510.204%,-11526.786%,-22228.571%,-7710.000%,-8357.576%,-11504.000%,-10500.000%,-7582.609%,-10875.000%,-6816.667%,-8313.889%,-3192.500%,-7237.778%,-4578.000%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,426,000","-3,633,000","-5,676,000","-13,946,000","-8,104,000","-5,381,000","-4,248,000","-5,386,000","-6,493,000","-4,666,000","-3,123,000","-5,472,000","-3,753,000","-3,540,000","-3,518,000","-4,665,000","-3,221,000","-3,124,000","-3,134,000","-2,906,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"63,000","61,000","58,000","58,000","53,000","80,000","47,000","170,000","28,000","29,000","29,000","194,000","176,000","178,000","227,000","192,000","134,000","216,000","191,000","182,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,489,000","-3,694,000","-5,734,000","-14,004,000","-8,157,000","-5,461,000","-4,295,000","-5,556,000","-6,521,000","-4,695,000","-3,152,000","-5,666,000","-3,929,000","-3,718,000","-3,745,000","-4,857,000","-3,355,000","-3,340,000","-3,325,000","-3,088,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"35,000","50,000","40,000","65,000","46,000","42,000","49,000","56,000","21,000","30,000","33,000","135,000",-,"23,000","28,000","42,000","36,000","40,000","45,000","50,000",Upgrade,Financials in USD,Fiscal year is January - December
