Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"216,000","196,000","134,000","674,000","225,000","85,000",-,"400,000","89,000",-,-,"86,000","67,000","25,000","50,000",-,-,"9,000","17,000","138,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-285,000",-,-,-,"-115,000",-,-,-,"-24,000","-42,000",-,"67,000","-189,000","-20,000","-65,000","93,000","51,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-10,000",-,-,-,"-10,000",-,-,-,"-30,000",-,-,-,"13,000",-,-,-,"-1,750,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,326,000","-4,210,000","-4,195,000","-4,689,000","-4,377,000","5,762,000","-3,715,000","-4,401,000","-4,379,000","-4,285,000","-3,860,000","-3,362,000","-3,077,000","-2,628,000","10,124,000","-2,905,000","703,000","-1,971,000","-1,601,000","-4,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,"-410,000",-,"-410,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,326,000","-4,210,000","-4,195,000","-4,689,000","-4,377,000","5,762,000","-3,715,000","-4,401,000","-4,379,000","-4,285,000","-3,860,000","-3,772,000","-3,077,000","-3,038,000","10,124,000","-2,905,000","703,000","-1,971,000","-1,601,000","-4,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,326,000","-4,210,000","-4,195,000","-4,689,000","-4,377,000","5,762,000","-3,715,000","-4,401,000","-4,379,000","-4,285,000","-3,860,000","-3,772,000","-3,077,000","-3,038,000","10,124,000","-2,905,000","703,000","-1,971,000","-1,601,000","-4,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,326,000","-4,210,000","-4,195,000","-4,689,000","-4,377,000","5,762,000","-3,715,000","-4,401,000","-4,379,000","-4,285,000","-3,860,000","-3,772,000","-3,077,000","-3,038,000","10,124,000","-2,905,000","703,000","-1,971,000","-1,601,000","-4,395,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"11,454,512","11,454,512","11,453,177","11,453,371","11,443,023","11,369,031","11,270,948","11,173,878","11,086,481","11,086,481","10,783,065","10,727,390","10,502,109","10,201,231","8,413,725","6,964,685","6,962,831","6,958,109","6,659,611","5,961,912",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"11,454,512","11,454,512","11,453,177","11,453,371","11,443,023","11,777,139","11,270,948","11,173,878","11,086,481","11,086,481","10,783,065","10,727,390","10,502,109","10,201,231","11,504,545","6,964,685","10,042,857","6,958,109","6,659,611","5,961,912",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.100%,-2.739%,1.617%,2.501%,3.216%,6.230%,4.525%,4.162%,5.564%,8.678%,-6.271%,54.025%,4.573%,46.609%,72.751%,16.820%,115.425%,49.267%,42.903%,27.793%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.378,-0.368,-0.366,-0.409,-0.383,0.507,-0.330,-0.394,-0.395,-0.387,-0.358,-0.352,-0.293,-0.298,1.203,-0.417,0.101,-0.283,-0.240,-0.737,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.378,-0.370,-0.370,-0.413,-0.383,0.490,-0.330,-0.394,-0.400,-0.390,-0.360,-0.352,-0.293,-0.300,0.880,-0.417,0.070,-0.283,-0.240,-0.737,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,588,000","-4,130,000","-3,335,000","-2,574,000","6,533,000","-4,081,000","-3,595,000","-3,633,000","-3,494,000","-4,337,000","-3,508,000","-2,878,000","-3,422,000","-3,502,000","10,875,000","-1,702,000","1,403,000","-1,919,000","-2,670,000","-2,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.313,-0.361,-0.291,-0.225,0.571,-0.347,-0.319,-0.325,-0.315,-0.391,-0.325,-0.268,-0.326,-0.343,0.945,-0.244,0.140,-0.276,-0.401,-0.383,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-115.261%,-,-158.528%,-,93.961%,24.942%,-6.896%,-142.202%,34.848%,53.030%,-76.774%,-1.429%,37.916%,93.890%,39.318%,65.260%,9.113%,22.003%,10.023%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-113550.000%,-1769.478%,-4417.347%,-1694.983%,-10702.326%,55.744%,-812.702%,-8062.069%,-4099.083%,-6340.909%,-5709.091%,-1094.839%,-2210.000%,-383.936%,69.145%,-487.074%,17.695%,-232.442%,-280.296%,-645.558%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-108150.000%,-1690.763%,-4280.612%,-1568.227%,-10179.070%,56.579%,-857.968%,-7587.931%,-4017.431%,-6492.424%,-5848.485%,-1216.774%,-2197.857%,-439.653%,69.821%,-521.544%,16.948%,-239.490%,-262.890%,-1001.139%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-89700.000%,-1658.635%,-3403.061%,-860.870%,15193.023%,-40.073%,-830.254%,-6263.793%,-3205.505%,-6571.212%,-5315.152%,-928.387%,-2444.286%,-506.802%,75.000%,-305.566%,33.824%,-233.171%,-438.424%,-520.046%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,287,000","-4,145,000","-4,049,000","-4,784,000","-4,330,000","5,943,000","-3,239,000","-4,382,000","-4,187,000","-3,924,000","-3,528,000","-3,170,000","-2,897,000","-2,474,000","10,199,000","-2,547,000","901,000","-1,750,000","-1,543,000","-2,699,250",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,58.356%,-,-,-,-,-,-,-,-,70.338%,-,21.721%,-212.637%,-253.366%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"255,000","261,000","280,000","284,000","272,000","266,000","280,000","294,000","281,000","261,000","240,000","224,000","197,000","179,000","173,000","166,000","167,000","163,000","164,000","134,750",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,542,000","-4,406,000","-4,329,000","-5,068,000","-4,602,000","5,677,000","-3,519,000","-4,676,000","-4,468,000","-4,185,000","-3,768,000","-3,394,000","-3,094,000","-2,653,000","10,026,000","-2,713,000","734,000","-1,913,000","-1,707,000","-2,834,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,55.744%,-,-,-,-,-,-,-,-,69.145%,-,17.695%,-232.442%,-280.296%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,148,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
