Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+17 Quarters,Currency,Fiscal_Year_period
Operating Expenses,"5,517,000","6,472,000","6,095,000","5,256,000","795,000","4,195,000","3,734,000","2,973,000","2,900,000","3,820,703","3,820,703","2,242,653","2,242,654","3,373,843","3,373,843","2,211,838","2,211,838",-,-,"935,516",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-5,443,000","-6,460,000","-6,095,000","-5,256,000","-795,000","-4,195,000","-3,734,000","-2,973,000","-2,900,000","-3,345,534","-3,345,534","-2,329,800","-2,329,801","-3,200,641","-3,200,641","-1,892,226","-1,892,226",-,-,"-936,066",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"28,000","40,000","75,000","20,000","71,000","88,000","163,000","55,000","40,500","2,683","2,683",452,453,386,386,953,954,-,-,"1,464",Upgrade,Financials in USD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-5,000","-11,000","-11,000","-5,000","-2,000","-67,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,"-1,486,667","-1,486,667","-293,089","-293,089","-575,425","-575,425","-19,447","-19,447",-,-,"-28,135",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-5,420,000","-6,431,000","-6,031,000","-5,241,000","-726,000","-4,174,000","-3,571,000","-2,918,000","-2,859,500","-4,829,518","-4,829,518","-2,622,437","-2,622,437","-3,775,680","-3,775,680","-1,910,719","-1,910,720",-,-,"-962,736",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-5,420,000","-6,431,000","-6,031,000","-5,241,000","-726,000","-4,174,000","-3,571,000","-2,918,000","-20,533,000","-4,829,518","-4,829,518","-2,622,437","-2,622,437","-3,775,680","-3,775,680","-1,910,719","-1,910,720",-,-,"-962,736",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,"30,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-5,420,000","-6,461,000","-6,031,000","-5,241,000","-726,000","-4,174,000","-3,571,000","-2,918,000","-20,533,000","-4,829,518","-4,829,518","-2,622,437","-2,622,437","-3,775,680","-3,775,680","-1,910,719","-1,910,720",-,-,"-962,736",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-143,265",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-5,420,000","-6,461,000","-6,031,000","-5,241,000","-726,000","-4,174,000","-3,571,000","-2,918,000","-20,533,000","-4,829,518","-4,829,518","-2,622,437","-2,622,437","-3,775,680","-3,775,680","-1,910,719","-1,910,720",-,-,"-1,106,002",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-5,420,000","-6,461,000","-6,031,000","-5,241,000","-726,000","-4,174,000","-3,571,000","-2,918,000","-20,533,000","-4,829,518","-4,829,518","-2,622,437","-2,622,437","-3,775,680","-3,775,680","-1,910,719","-1,910,720",-,-,"-1,106,002",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"17,642,832","17,038,013","15,873,113","15,873,113","15,873,113","15,873,116","15,873,113","15,398,367","14,901,631","308,624,225","308,624,225","286,952,781","286,952,781","262,951,987","262,951,987","225,513,683","225,513,683",-,-,"162,262,222",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"17,642,832","17,038,013","15,873,113","15,873,113","15,873,113","15,873,116","15,873,113","15,398,367","14,901,631","308,624,225","308,624,225","286,952,781","286,952,781","262,951,987","262,951,987","225,513,683","225,513,683",-,-,"162,262,222",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),11.149%,7.339%,-,3.083%,6.519%,-94.857%,-94.857%,-94.634%,-94.807%,17.369%,17.369%,27.244%,27.244%,-,-,38.981%,38.981%,-,-,84.425%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.307,-0.379,-0.380,-0.330,-0.046,-0.263,-0.225,-0.190,-1.378,-0.016,-0.016,-0.009,-0.009,-0.014,-0.014,-0.008,-0.008,-,-,-0.007,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.307,-0.379,-0.380,-0.330,-0.046,-0.263,-0.225,-0.190,-1.378,-0.016,-0.016,-0.009,-0.009,-0.014,-0.014,-0.008,-0.008,-,-,-0.007,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-2,193,000","-3,645,000","-4,345,000",-,"-5,970,000","-2,753,000","-2,762,000","-2,775,000","-2,775,000","-3,719,573","-3,719,573","-2,684,113","-2,684,114","-2,022,248","-2,022,248","-1,432,642","-1,432,642",-,-,"-763,391",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.124,-0.214,-0.274,-,-0.376,-0.173,-0.174,-0.180,-0.186,-0.012,-0.012,-0.009,-0.009,-0.008,-0.008,-0.006,-0.006,-,-,-0.005,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,100.000%,100.000%,-,-,-,-,-,-,-,121.467%,121.467%,-,-,48.083%,48.083%,54.302%,54.302%,-,-,-14.966%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-7355.405%,-53833.333%,-,-,-,-,-,-,-,-855.215%,-855.215%,-,-,-888.531%,-888.531%,-321.489%,-321.489%,-,-,-25471.184%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-7324.324%,-53841.667%,-,-,-,-,-,-,-,-1234.565%,-1234.565%,-,-,-1048.168%,-1048.168%,-324.631%,-324.631%,-,-,-30095.293%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-2963.514%,-30375.000%,-,-,-,-,-,-,-,-950.831%,-950.831%,-,-,-561.397%,-561.397%,-243.406%,-243.406%,-,-,-20772.544%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-5,379,000","-6,398,000","-6,078,000","-5,244,000","-783,000","-4,194,000","-3,726,667","-2,955,500","-2,882,500",-,-,-,-,-,-,-,-,-,-,"-926,585",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"64,000","62,000","17,000","12,000","12,000","1,000","7,333","17,500","17,500",-,-,-,-,-,-,-,-,"10,472","9,481","9,481",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-5,443,000","-6,460,000","-6,095,000","-5,256,000","-795,000","-4,195,000","-3,734,000","-2,973,000","-2,900,000","-3,345,534","-3,345,534","-2,329,800","-2,329,801","-3,200,641","-3,200,641","-1,892,226","-1,892,226",-,-,"-936,066",Upgrade,Financials in USD,Fiscal year is July - June
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,"986,672","986,672",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
