Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-29,000","-287,000","-89,000","-137,000","289,000","-5,000","-54,000","-37,000","-69,000","45,000","164,000","-364,000","-19,000","-11,000","-490,000","341,000","565,000",-,"6,000","-8,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"206,523,000","293,320,000","82,102,000","103,039,000","5,818,000","100,386,000","48,278,000","-31,427,000","92,042,000","88,508,000","85,229,000","118,021,000","53,260,000","124,888,000","-2,015,000","28,127,000","-38,021,000","80,696,000","60,035,000","85,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-96,000","-475,000","-32,835,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-51,672,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-900,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"154,755,000","292,845,000","49,267,000","103,039,000","5,818,000","100,386,000","48,278,000","-31,427,000","92,042,000","88,508,000","85,229,000","118,021,000","53,260,000","124,888,000","-2,015,000","28,127,000","-38,021,000","80,696,000","60,035,000","85,014,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"36,782,000","66,729,000","11,950,000","17,521,000","4,777,000","19,208,000","8,250,000","-1,254,000","18,832,000","17,836,000","16,656,000","22,855,000","15,056,000","28,796,000","-3,616,000","-261,000","-5,981,000","13,875,000","11,423,000","16,271,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"117,973,000","226,116,000","37,317,000","85,518,000","1,041,000","81,178,000","40,028,000","-30,173,000","73,210,000","70,672,000","68,573,000","95,166,000","38,204,000","96,092,000","1,601,000","28,388,000","-32,040,000","66,821,000","48,612,000","68,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"117,973,000","226,116,000","37,317,000","85,518,000","1,041,000","81,178,000","40,028,000","-30,173,000","73,210,000","70,672,000","68,573,000","95,166,000","38,204,000","96,092,000","1,601,000","28,388,000","-32,040,000","66,821,000","48,612,000","68,743,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,11232.661%,178.543%,-6.773%,-,-98.578%,14.866%,-41.627%,-,91.629%,-26.454%,4183.136%,235.233%,-,43.805%,-96.707%,-58.704%,-,-15.461%,-35.847%,-80.909%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"285,622,000","289,216,000","300,757,000","308,482,000","315,496,000","324,205,000","324,420,000","323,256,000","322,148,000","321,117,000","319,582,000","317,567,000","315,380,000","314,117,000","312,473,000","310,774,000","309,116,000","307,807,000","305,388,000","304,338,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"291,478,000","293,974,000","305,530,000","313,023,000","319,247,000","327,305,000","326,279,000","323,256,000","325,066,000","324,904,000","323,289,000","323,187,000","322,022,000","322,941,000","321,287,000","319,519,000","309,116,000","318,144,000","315,839,000","315,030,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-8.698%,-10.183%,-6.359%,-3.166%,-1.790%,0.739%,0.925%,0.021%,0.945%,0.608%,0.623%,1.148%,4.175%,1.508%,1.725%,1.425%,-2.009%,1.027%,0.380%,0.828%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.413,0.782,0.124,0.277,0.003,0.250,0.123,-0.093,0.227,0.220,0.215,0.300,0.121,0.306,0.005,0.091,-0.104,0.217,0.159,0.226,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.400,0.770,0.120,0.274,0.003,0.250,0.120,-0.093,0.227,0.220,0.210,0.300,0.120,0.300,0.005,0.090,-0.104,0.210,0.150,0.220,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,12169.939%,208.000%,0%,-,-98.565%,13.636%,-42.857%,-,89.379%,-26.667%,4114.329%,232.935%,-,42.857%,-96.678%,-59.078%,-,-16.000%,-37.500%,-81.044%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"263,141,000","112,978,000","59,131,000","-2,564,000","107,994,000","115,041,000","72,384,000","63,977,000","105,028,000","23,793,000","142,110,000","90,492,000","68,810,000","161,290,000","25,987,000","19,003,000","11,808,000","94,713,000","53,113,000","150,762,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.903,0.384,0.194,-0.008,0.338,0.351,0.222,0.198,0.323,0.073,0.440,0.280,0.214,0.499,0.081,0.059,0.038,0.298,0.168,0.479,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,96.788%,97.227%,95.001%,95.465%,96.022%,96.232%,96.498%,96.245%,96.283%,96.786%,96.291%,97.137%,96.385%,96.136%,95.116%,96.654%,96.224%,96.446%,95.906%,95.997%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,34.815%,43.371%,14.650%,17.052%,-3.726%,16.569%,7.053%,-11.341%,20.064%,19.957%,23.384%,25.855%,15.718%,31.935%,-1.705%,8.997%,-18.426%,29.110%,23.273%,32.548%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,21.865%,35.487%,8.776%,17.829%,0.221%,17.278%,9.792%,-7.118%,17.781%,16.850%,19.263%,21.095%,11.633%,24.947%,0.592%,10.512%,-13.865%,25.752%,21.423%,28.606%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,48.771%,17.731%,13.906%,-0.535%,22.884%,24.485%,17.707%,15.092%,25.508%,5.673%,39.921%,20.059%,20.952%,41.874%,9.617%,7.037%,5.110%,36.501%,23.407%,62.736%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"195,297,000","283,678,000","68,675,000","88,314,000","-11,287,000","83,890,000","35,685,000","-42,132,000","88,276,000","88,482,000","87,733,000","118,575,000","56,425,000","126,676,000","-1,380,000","26,707,000","-40,225,000","77,735,000","54,984,000","80,476,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,36.197%,44.521%,16.150%,18.412%,-2.392%,17.855%,8.729%,-9.939%,21.440%,21.096%,24.645%,26.283%,17.180%,32.888%,-0.511%,9.889%,-17.406%,29.958%,24.231%,33.488%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,454,000","7,329,000","6,378,000","6,526,000","6,296,000","6,040,000","6,855,000","5,946,000","5,663,000","4,776,000","4,490,000","1,931,000","4,804,000","3,668,000","3,227,000","2,410,000","2,355,000","2,201,000","2,175,000","2,260,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"187,843,000","276,349,000","62,297,000","81,788,000","-17,583,000","77,850,000","28,830,000","-48,078,000","82,613,000","83,706,000","83,243,000","116,644,000","51,621,000","123,008,000","-4,607,000","24,297,000","-42,580,000","75,534,000","52,809,000","78,216,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,34.815%,43.371%,14.650%,17.052%,-3.726%,16.569%,7.053%,-11.341%,20.064%,19.957%,23.384%,25.855%,15.718%,31.935%,-1.705%,8.997%,-18.425%,29.110%,23.273%,32.548%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,23.768%,22.786%,24.256%,17.004%,82.107%,19.134%,17.088%,-,20.460%,20.152%,19.543%,19.365%,28.269%,23.057%,-,-,-,17.194%,19.027%,19.139%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"539,542,000","637,178,000","425,226,000","479,652,000","471,920,000","469,848,000","408,788,000","423,917,000","411,738,000","419,427,000","355,980,000","451,140,000","328,423,000","385,177,000","270,230,000","270,052,000","231,092,000","259,479,000","226,915,000","240,310,000",Upgrade,Financials in USD,Fiscal year is January - December
