Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Interest Expense,"-4,290,000","-4,277,000","-3,239,000",-,"-1,321,000","-1,274,000","-1,250,000",-,"-1,785,000","-1,397,000","-1,333,000","-1,348,000","-1,317,000","-1,288,000","-1,860,000","-1,103,000","-570,000","-635,000","-1,067,000","-819,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,960,000","6,239,000","8,246,000","6,167,709","5,142,000","4,278,000","3,128,000","2,913,540","597,000","118,000","10,000","5,000","8,000","12,000","22,000","21,000","367,000","222,000","1,383,000","261,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"3,963,000","-508,000","-2,406,000","-13,176,000","11,246,000","-5,880,000","-6,013,000","14,157,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"8,962,000","4,433,000","-190,000",-,"-192,000","-190,000","-325,000",-,-,-,-,-,-,-,-,"215,000",-,-,-,"-1,913,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"6,093,000","-10,130,000","-24,079,000","-24,426,187","731,000","-16,823,000","-19,156,000","-13,808,721","4,984,000","-8,272,000","-17,783,000","-38,995,000","-32,259,000","-35,775,000","-33,719,000","-22,315,000","-23,822,000","-21,108,000","-21,803,000","-30,212,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,200,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,"-180,000",-,-,-,"-1,212,000","200,000","200,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-1,686,000",-,-,-,-,-,-,-,"3,700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"6,093,000","-10,130,000","-24,079,000","-24,426,187","731,000","-16,823,000","-19,156,000","-15,494,721","4,984,000","-8,272,000","-17,783,000","-39,175,000","-32,259,000","-35,775,000","-33,719,000","-21,027,000","-23,622,000","-20,908,000","-21,803,000","-30,212,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-2,643,000","1,486,000","357,000","-5,912,523","-175,000","191,000","293,000","17,744,705","-1,244,000","-2,151,000","-1,655,000","214,000","-2,125,000","-2,813,000","-4,681,000","-2,147,000","-4,265,000","-3,691,000","-3,164,000","-4,247,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"8,736,000","-11,616,000","-24,436,000","-18,513,664","906,000","-17,014,000","-19,449,000","-33,239,425","6,228,000","-6,121,000","-16,128,000","-39,389,000","-30,134,000","-32,962,000","-29,038,000","-18,880,000","-19,357,000","-17,217,000","-18,639,000","-25,965,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"8,736,000","-11,616,000","-24,436,000","-18,513,664","906,000","-17,014,000","-19,449,000","-33,239,425","6,228,000","-6,121,000","-16,128,000","-39,389,000","-30,134,000","-32,962,000","-29,038,000","-18,880,000","-19,357,000","-17,217,000","-18,639,000","-25,965,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,864.238%,-,-,-,-85.453%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"50,021,939","50,014,086","49,877,218","49,533,622","49,134,037","48,694,047","48,183,771","48,025,211","46,998,420","43,935,837","43,865,799","43,765,555","43,796,084","43,786,088","38,451,332","24,172,839","27,024,168","27,195,976","25,263,027","2,552,901",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"52,808,434","50,014,086","49,877,218","49,533,622","54,158,967","48,694,047","48,183,771","48,025,211","51,443,276","43,935,837","43,865,799","43,765,555","43,796,084","43,786,088","38,451,332","24,172,839","27,024,168","27,195,976","25,263,027","2,552,901",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-2.494%,2.711%,3.515%,3.141%,5.279%,10.830%,9.844%,9.733%,17.461%,0.342%,14.081%,81.053%,62.063%,61.002%,52.204%,846.877%,-87.690%,-87.288%,-88.191%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.175,-0.232,-0.490,-0.374,0.018,-0.349,-0.404,-0.692,0.133,-0.139,-0.368,-0.900,-0.688,-0.753,-0.755,-0.781,-0.716,-0.633,-0.738,-10.171,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.170,-0.232,-0.490,-0.378,0.018,-0.349,-0.404,-0.692,0.120,-0.139,-0.368,-0.902,-0.690,-0.753,-0.755,-0.781,-0.716,-0.633,-0.738,-10.171,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,821.959%,-,-,-,-84.634%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"20,299,000","23,141,000","-5,017,000","-12,347,692","9,877,000","-1,350,000","7,538,000","-11,901,182","7,700,000","-9,521,000","-30,971,000","-16,610,000","-21,577,000","-32,732,000","-26,199,000","-20,923,000","-683,000","-12,200,000","-30,518,000","-27,315,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.384,0.463,-0.101,-0.249,0.182,-0.028,0.156,-0.248,0.150,-0.217,-0.706,-0.380,-0.493,-0.748,-0.681,-0.866,-0.025,-0.449,-1.208,-10.700,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,35.950%,30.001%,18.151%,24.981%,35.531%,35.566%,32.695%,52.859%,43.290%,36.929%,16.219%,-204.444%,-183.558%,-187.302%,-140.447%,-,100.000%,100.000%,-151.714%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10.595%,-21.243%,-37.573%,-26.283%,-21.810%,-23.022%,-26.887%,-52.264%,14.981%,-21.852%,-73.240%,-571.091%,-522.451%,-601.762%,-385.502%,-289.057%,-355.066%,-265.763%,-267.947%,-491.687%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,10.886%,-15.406%,-34.660%,-27.936%,1.397%,-28.472%,-35.582%,-56.259%,15.117%,-19.127%,-71.763%,-597.437%,-508.677%,-574.952%,-351.125%,-254.447%,-290.995%,-221.099%,-225.790%,-460.209%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,25.295%,30.691%,-7.116%,-18.632%,15.231%,-2.259%,13.791%,-20.143%,18.690%,-29.751%,-137.808%,-251.934%,-364.230%,-570.940%,-316.796%,-281.981%,-10.268%,-156.671%,-369.691%,-484.137%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,467,000","-15,025,000","-25,479,000","-16,395,396","-13,067,000","-12,728,000","-13,744,000","-29,545,511","7,649,000","-5,355,000","-14,781,000","-37,435,000","-29,237,000","-32,725,000","-30,074,000","-19,529,000","-22,351,000","-19,065,500","-20,481,750","-26,103,750",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-9.305%,-19.927%,-36.139%,-24.740%,-20.149%,-21.299%,-25.145%,-50.007%,18.566%,-16.733%,-65.769%,-,-,-,-,-263.194%,-,-244.838%,-248.113%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,035,000","992,000","1,011,000","1,022,500","1,077,000","1,029,000","952,000","1,333,750","1,477,000","1,638,000","1,679,000","217,000","1,713,000","1,774,000","1,807,000","1,919,000","1,268,000","1,629,500","1,637,250","1,637,250",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,502,000","-16,017,000","-26,490,000","-17,417,896","-14,144,000","-13,757,000","-14,696,000","-30,879,261","6,172,000","-6,993,000","-16,460,000","-37,652,000","-30,950,000","-34,499,000","-31,881,000","-21,448,000","-23,619,000","-20,695,000","-22,119,000","-27,741,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-10.595%,-21.243%,-37.573%,-26.283%,-21.810%,-23.021%,-26.887%,-52.264%,14.981%,-21.852%,-73.240%,-,-,-,-,-289.057%,-,-265.763%,-267.947%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"80,248,000","75,400,000","70,502,000","66,270,803","64,850,000","59,757,000","54,659,000","59,082,958","41,199,000","32,002,000","22,474,000","6,593,000","5,924,000","5,733,000","8,270,000","7,420,000","6,652,000","7,787,000",-,"5,642,000",Upgrade,Financials in USD,Fiscal year is January - December
