Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-1,499,000","276,000","-45,000","-2,184,000","140,000","304,000","1,141,000","432,000","145,000","84,000","-312,000","-303,000","73,000","76,000","63,000","23,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
EBT Excluding Unusual Items,"-17,406,000","-4,634,000","-3,149,000","-7,058,000","-11,909,000","-2,684,000","705,000","2,514,000","-3,416,000","1,978,000","202,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000",Upgrade,Financials in USD,Fiscal year is May - April
Gain (Loss) on Sale of Investments,-,"-900,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Gain (Loss) on Sale of Assets,-,-,"-181,000",-,-,"-46,000","-57,000",-,-,"-34,000","385,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Asset Writedown,-,-,-,-,-,-,"-100,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Unusual Items,-,-,"-1,900,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Pretax Income,"-17,406,000","-5,534,000","-5,230,000","-7,058,000","-11,909,000","-2,730,000","548,000","2,514,000","-3,416,000","1,944,000","587,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000",Upgrade,Financials in USD,Fiscal year is May - April
Income Tax Expense,-,-,"117,874,000","-1,052,000","-2,388,000","-608,000","883,000","2,761,000","-2,896,000","583,000","-115,011,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Earnings From Continuing Operations,"-17,406,000","-5,534,000","-123,104,000","-6,006,000","-9,521,000","-2,122,000","-335,000","-247,000","-520,000","1,361,000","115,598,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income,"-17,406,000","-5,534,000","-123,104,000","-6,006,000","-9,521,000","-2,122,000","-335,000","-247,000","-520,000","1,361,000","115,598,000","2,248,000","3,522,000","6,304,000","1,991,000","2,207,000","2,284,000","4,730,000","-4,768,000","-2,104,000",Upgrade,Financials in USD,Fiscal year is May - April
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,290,000","1,442,000","1,442,000","1,442,000","1,082,000","1,442,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income to Common,"-17,406,000","-5,534,000","-123,104,000","-6,006,000","-9,521,000","-2,122,000","-335,000","-247,000","-520,000","1,361,000","115,598,000","2,248,000","3,522,000","6,304,000","-2,299,000","765,000","842,000","3,288,000","-5,850,000","-3,546,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income Growth,-,-,-,-,-,-,-,-,-,-78.411%,5706.027%,1.858%,54.203%,33.277%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Basic),"63,838,000","63,639,000","63,496,000","63,321,000","63,149,000","62,838,000","62,587,000","62,388,000","62,204,000","61,905,000","61,761,000","61,631,000","61,414,000","61,137,000","60,927,000","58,865,000","56,660,000","56,523,000","56,482,000","56,404,000",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Diluted),"63,838,000","63,639,000","63,496,000","63,321,000","63,149,000","62,838,000","62,587,000","69,164,000","62,204,000","63,333,000","70,394,000","63,872,000","63,602,000","63,571,000","63,142,000","60,097,000","57,248,000","56,892,000","56,482,000","56,404,000",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),1.091%,1.275%,1.452%,-8.448%,1.519%,-0.782%,-11.090%,8.285%,-2.198%,-0.374%,11.485%,6.282%,11.099%,11.740%,11.791%,6.547%,1.769%,1.291%,0.717%,0.597%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),-0.273,-0.087,-1.939,-0.095,-0.151,-0.034,-0.005,-0.004,-0.008,0.022,1.872,0.036,0.057,0.103,-0.038,0.013,0.015,0.058,-0.104,-0.063,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),-0.273,-0.087,-1.941,-0.095,-0.151,-0.034,-0.005,-0.004,-0.010,0.020,1.669,0.036,0.057,0.100,-0.038,0.010,0.010,0.058,-0.104,-0.063,Upgrade,Financials in USD,Fiscal year is May - April
EPS Growth,-,-,-,-,-,-,-,-,-,-80.000%,-,264.750%,473.480%,71.907%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"547,000","-4,991,000","-4,436,000","-801,000","-1,224,000","-14,392,000","-22,078,000","-18,244,000","-38,245,000","-11,958,000","-23,954,000","-14,829,000","2,978,000","-11,141,000","13,713,000","2,452,000","7,915,000","-2,762,000","2,260,000","-2,676,000",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,0.009,-0.078,-0.070,-0.013,-0.019,-0.229,-0.353,-0.264,-0.615,-0.189,-0.340,-0.232,0.047,-0.175,0.217,0.041,0.138,-0.049,0.040,-0.047,Upgrade,Financials in USD,Fiscal year is May - April
Gross Margin,-6.108%,14.221%,12.798%,7.047%,-18.370%,10.868%,21.083%,25.843%,11.931%,24.847%,22.366%,28.840%,35.183%,37.039%,29.497%,28.442%,30.469%,33.648%,-10.351%,5.778%,Upgrade,Financials in USD,Fiscal year is May - April
Operating Margin,-37.725%,-6.114%,-3.011%,-11.826%,-44.190%,-5.733%,2.342%,7.149%,-7.722%,7.454%,3.423%,10.375%,15.906%,22.537%,11.186%,10.016%,10.691%,18.585%,-38.462%,-16.275%,Upgrade,Financials in USD,Fiscal year is May - April
Profit Margin,-51.986%,-13.775%,-286.455%,-17.761%,-37.492%,-5.625%,-0.842%,-0.650%,-1.496%,3.709%,370.198%,7.135%,13.490%,20.498%,-8.328%,3.508%,3.997%,12.949%,-46.614%,-26.102%,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Margin,1.634%,-12.424%,-10.322%,-2.369%,-4.820%,-38.149%,-55.474%,-47.988%,-110.035%,-32.590%,-76.712%,-47.064%,11.406%,-36.226%,49.674%,11.245%,37.576%,-10.877%,18.008%,-19.698%,Upgrade,Financials in USD,Fiscal year is May - April
EBITDA,"-8,659,000","368,000","1,565,000","-1,182,000","-8,438,000","486,000","2,816,000","4,635,000","-865,000","4,325,000","2,489,000","4,293,000","5,180,000","7,940,000","4,001,000","3,040,000","3,106,000","5,549,000","-4,012,000","-1,402,000",Upgrade,Financials in USD,Fiscal year is May - April
EBITDA Margin,-25.862%,0.916%,3.642%,-3.495%,-33.227%,1.288%,7.075%,12.191%,-2.489%,11.787%,7.971%,13.625%,19.840%,25.818%,14.493%,13.941%,14.745%,21.853%,-31.968%,-10.320%,Upgrade,Financials in USD,Fiscal year is May - April
D&A For EBITDA,"3,972,000","2,824,000","2,859,000","2,817,000","2,784,000","2,649,000","1,884,000","1,917,000","1,819,000","1,590,000","1,420,000","1,024,000","1,027,000","1,009,000","913,000","856,000","854,000","830,000","815,000","809,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-12,631,000","-2,456,000","-1,294,000","-3,999,000","-11,222,000","-2,163,000","932,000","2,718,000","-2,684,000","2,735,000","1,069,000","3,269,000","4,153,000","6,931,000","3,088,000","2,184,000","2,252,000","4,719,000","-4,827,000","-2,211,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT Margin,-37.725%,-6.114%,-3.011%,-11.826%,-44.190%,-5.733%,2.342%,7.149%,-7.722%,7.454%,3.423%,10.375%,15.906%,22.537%,11.186%,10.015%,10.691%,18.584%,-38.462%,-16.275%,Upgrade,Financials in USD,Fiscal year is May - April
Effective Tax Rate,-,-,-,-,-,-,161.131%,109.825%,-,29.990%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
