Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-28,344,000","-24,993,000","-29,518,000","-27,754,000","-25,645,000","-33,287,000","-30,815,000","-32,582,000","-28,345,000","-26,923,000","-25,987,000","-22,814,000","-22,353,000","-21,535,000","-19,373,000","-17,897,000","-13,693,000","-51,065,000","-8,706,000","-10,487,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"73,563,316","73,494,523","50,682,469","49,100,140","49,062,799","48,970,391","48,921,326","48,833,577","48,630,328","43,841,392","32,992,582","32,954,965","32,902,723","32,827,365","32,739,610","32,611,697","30,981,441","1,698,560","1,609,184","1,584,398",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"73,563,316","73,494,523","50,682,469","49,100,140","49,062,799","48,970,391","48,921,326","48,833,577","48,630,328","43,841,392","32,992,582","32,954,965","32,902,723","32,827,365","32,739,610","32,611,697","30,981,441","1,698,560","1,609,184","1,584,398",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),49.937%,50.080%,3.600%,0.546%,0.889%,11.699%,48.280%,48.183%,47.800%,33.551%,0.773%,1.053%,6.201%,1832.659%,1934.547%,1958.302%,1926.905%,19.031%,23.051%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.385,-0.340,-0.582,-0.565,-0.523,-0.680,-0.630,-0.667,-0.583,-0.614,-0.788,-0.692,-0.679,-0.656,-0.592,-0.549,-0.442,-30.064,-5.410,-6.619,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.385,-0.340,-0.582,-0.565,-0.523,-0.680,-0.630,-0.667,-0.583,-0.614,-0.788,-0.692,-0.679,-0.656,-0.592,-0.549,-0.442,-30.064,-5.410,-6.619,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-25,322,000","-24,248,000","-28,681,000","-30,161,000","-26,464,000","-32,101,000","-25,581,000","-42,369,000","-22,471,000","-19,243,000","-20,028,000","-18,665,000","-19,777,000","-18,830,000","-15,680,000","-13,923,000","-13,754,000","-12,728,000","-10,612,000","-7,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.344,-0.330,-0.566,-0.614,-0.539,-0.656,-0.523,-0.868,-0.462,-0.439,-0.607,-0.566,-0.601,-0.574,-0.479,-0.427,-0.444,-7.493,-6.595,-4.581,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,447,000","-28,453,000","-30,507,000","-23,634,000","-27,312,000","-31,919,000","-33,516,000","-34,254,000","-29,597,000","-26,979,000","-25,488,000","-22,331,000","-21,895,000","-21,268,000","-19,180,000","-17,715,000","-13,524,000","-10,215,000","-9,267,000","-8,519,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,347,000","2,262,000","2,255,000","2,251,000","1,982,000","839,000","797,000","729,000","665,000","633,000","610,000","556,000","533,000","366,000","301,000","283,000","222,000","140,000","141,000","129,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-33,794,000","-30,715,000","-32,762,000","-25,885,000","-29,294,000","-32,758,000","-34,313,000","-34,983,000","-30,262,000","-27,612,000","-26,098,000","-22,887,000","-22,428,000","-21,634,000","-19,481,000","-17,998,000","-13,746,000","-10,355,000","-9,408,000","-8,648,000",Upgrade,Financials in USD,Fiscal year is January - December
