Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Diluted),"255,768,996","259,863,962","241,873,610","227,112,063","226,308,276","184,694,493","166,712,769","164,119,206","163,465,186","160,465,679","156,671,541","156,221,452","156,100,108","155,704,683","155,181,468","154,779,360","154,670,343","137,120,926","123,292,229","105,165,680",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.018%,40.699%,45.084%,38.382%,38.444%,15.099%,6.409%,5.055%,4.718%,3.058%,0.960%,0.932%,0.924%,13.553%,25.865%,47.177%,47.103%,30.725%,17.805%,0.568%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.069,0.272,-0.201,-0.211,-0.201,-0.116,0.006,-0.178,-0.253,-0.277,-0.321,-0.249,-0.272,-0.251,-0.243,-0.237,-0.229,-0.218,-0.228,-0.279,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.069,0.240,-0.201,-0.211,-0.201,-0.120,0.006,-0.178,-0.253,-0.277,-0.321,-0.249,-0.272,-0.251,-0.243,-0.237,-0.229,-0.218,-0.228,-0.279,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-54,594,000","46,977,000","-32,052,000","-15,503,000","-45,448,000","-44,978,000","-39,632,000","-1,373,000","-58,166,000","-50,211,000","-61,515,000","129,912,000","-46,834,000","-33,231,000","-47,692,000","-30,383,000","-17,031,000","-25,183,000","16,665,000","-12,695,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.213,0.181,-0.133,-0.068,-0.201,-0.244,-0.238,-0.008,-0.356,-0.313,-0.393,0.832,-0.300,-0.213,-0.307,-0.196,-0.110,-0.184,0.135,-0.121,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,16.129%,68.457%,-,-,-,-,46.329%,-,100.000%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-35.892%,53.575%,-867.577%,-21582.684%,-637.150%,-875.400%,15.613%,-226.197%,-613.529%,-790.033%,-1398.070%,-3024.982%,-3506.318%,-1270.178%,-8730.184%,-2497.537%,-3007.125%,-6026.494%,-3911.170%,-4169.643%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-43.072%,54.215%,-854.227%,-20743.290%,-623.050%,-416.940%,2.176%,-265.234%,-591.137%,-803.900%,-1406.014%,-2742.272%,-3524.605%,-1262.294%,-8701.152%,-2437.617%,-2969.992%,-5952.191%,-3701.314%,-4033.516%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-133.478%,36.635%,-564.495%,-6711.255%,-620.959%,-876.764%,-83.259%,-12.450%,-830.113%,-906.663%,-1720.699%,9168.102%,-3893.101%,-1073.700%,-10988.940%,-2022.836%,-1427.578%,-5016.534%,2189.882%,-1743.819%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-11,862,000","71,442,000","-46,431,000","-46,985,000","-43,741,000","-42,676,000","9,277,000","-23,508,000","-41,499,000","-42,200,000","-48,386,000","-40,630,000","-40,727,000","-37,869,000","-36,453,000","-35,070,000","-34,307,000","-28,381,000","-28,053,000","-28,262,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-29.002%,55.714%,-,-,-,-,19.489%,-213.166%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,818,000","2,742,000","2,830,000","2,871,000","2,892,000","2,232,000","1,845,000","1,437,000","1,491,000","1,552,000","1,595,000","2,234,000","1,454,000","1,443,000","1,436,000","2,443,000","1,568,000","1,872,000","1,711,000","2,093,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-14,680,000","68,700,000","-49,261,000","-49,856,000","-46,633,000","-44,908,000","7,432,000","-24,945,000","-42,990,000","-43,752,000","-49,981,000","-42,864,000","-42,181,000","-39,312,000","-37,889,000","-37,513,000","-35,875,000","-30,253,000","-29,764,000","-30,355,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-35.892%,53.575%,-,-,-,-,15.613%,-226.197%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,0.751%,-,-,-,-,37.628%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"60,281,000",-,-,-,"27,148,000",-,-,-,"6,149,000",-,-,-,"3,958,000",-,-,-,"1,122,000",Upgrade,Financials in USD,Fiscal year is January - December
