Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"69,190","61,841","96,746","81,000","98,603","57,061","50,190","45,696","21,602","15,066","16,041","6,670","7,394","6,591","5,426","4,792","12,004","28,661","29,888","47,449",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"475,000","981,806","1,847,065",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,762,616","-1,091,194","-1,891,030","-2,933,189","-1,403,081","869,091","179,224","-2,411,564","-416,326","-1,969,096","-1,395,533","-4,375,060","-1,576,022","-1,454,997","-343,291","-1,777,051","-1,271,892","-1,671,756","-1,849,178","-3,376,139",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-3,343,842",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,187,140",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,525,527","-1,091,194","-1,891,030","-6,277,031","-1,056,281","869,091","179,224","-2,411,564","-416,326","-1,357,766","-1,395,533","-4,375,060","-1,576,022","732,143","-343,291","-1,777,051","-1,271,892","-1,671,756","-1,849,178","-3,376,139",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"11,442","11,443","11,442","24,956","6,938","6,937","6,938","48,150","6,900","6,900","6,900","12,516","7,458","7,459","7,458","10,479","3,728","7,455","34,240","-6,812",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,536,969","-1,102,637","-1,902,472","-6,301,987","-1,063,219","862,154","172,286","-2,459,714","-423,226","-1,364,666","-1,402,433","-4,387,576","-1,583,480","724,684","-350,749","-1,787,530","-1,275,620","-1,679,211","-1,883,418","-3,369,327",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,"503,318","496,787","498,807","495,410","872,064","777,916","738,622","818,273","2,396,981",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-1,536,969","-1,102,637","-1,902,472","-6,301,987","-1,063,219","862,154","172,286","-2,459,714","-423,226","-1,364,666","-1,402,433","-3,884,258","-1,086,693","1,223,491","144,661","-915,466","-497,704","-940,589","-1,065,145","-972,346",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-7,112","17,025","-43,791","7,581","13,921","10,046","19,898","18,985","14,587","29,046","17,180","36,561","31,415","5,069","22,167","31,690","15,967","22,314","9,525","11,640",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,544,081","-1,085,612","-1,946,263","-6,294,406","-1,049,298","872,200","192,184","-2,440,729","-408,639","-1,335,620","-1,385,253","-3,847,697","-1,055,278","1,228,560","166,828","-883,776","-481,737","-918,275","-1,055,620","-960,706",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,544,081","-1,085,612","-1,946,263","-6,294,406","-1,049,298","872,200","192,184","-2,440,729","-408,639","-1,335,620","-1,385,253","-3,847,697","-1,055,278","1,228,560","166,828","-883,776","-481,737","-918,275","-1,055,620","-960,706",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,052,754","14,118,091","14,098,022","14,164,270","14,277,229","14,393,711","14,359,322","14,401,432","14,477,478","14,688,505","14,691,623","14,800,722","14,880,887","14,976,064","14,974,663","15,031,942","15,134,583","15,241,463","15,240,614","15,227,514",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,052,754","14,118,091","14,098,022","14,164,270","14,277,229","14,554,264","14,587,843","14,401,432","14,477,478","14,688,505","14,691,623","14,800,722","14,880,887","15,109,246","15,244,146","15,031,942","15,134,583","15,241,463","15,578,309","15,227,514",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-1.572%,-2.997%,-3.358%,-1.647%,-1.383%,-0.914%,-0.706%,-2.698%,-2.711%,-2.785%,-3.624%,-1.538%,-1.676%,-0.867%,-2.145%,-1.284%,-1.519%,-1.818%,-1.971%,-1.894%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.110,-0.077,-0.138,-0.444,-0.073,0.061,0.013,-0.169,-0.028,-0.091,-0.094,-0.260,-0.071,0.082,0.011,-0.059,-0.032,-0.060,-0.069,-0.063,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.110,-0.080,-0.140,-0.445,-0.073,0.060,0.010,-0.171,-0.030,-0.091,-0.094,-0.260,-0.071,0.082,0.011,-0.062,-0.032,-0.062,-0.069,-0.064,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"460,124","-862,838","-2,178,268","991,448","1,183,406","5,163,168","-1,525,469","3,791,559","2,543,892","2,193,281","-177,484","1,950,633","-161,961","2,684,148","1,766,091","808,293","812,763","2,787,375","865,813","777,205",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.033,-0.061,-0.155,0.070,0.083,0.355,-0.105,0.263,0.176,0.149,-0.012,0.132,-0.011,0.178,0.116,0.054,0.054,0.183,0.056,0.051,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,85.439%,82.628%,81.459%,83.642%,82.495%,86.034%,86.446%,70.951%,80.510%,80.271%,80.207%,60.032%,83.549%,80.778%,77.059%,77.917%,76.836%,72.808%,80.384%,74.321%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-18.649%,-10.424%,-21.997%,-30.315%,-18.507%,0.210%,-16.604%,-24.966%,-2.529%,-17.929%,-11.561%,-52.333%,-19.367%,-15.855%,-3.078%,-17.014%,-13.066%,-16.471%,-22.159%,-36.477%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-16.994%,-11.023%,-22.903%,-67.298%,-10.404%,8.010%,2.083%,-26.752%,-3.580%,-12.968%,-12.396%,-46.247%,-13.072%,13.567%,1.583%,-8.613%,-5.208%,-9.567%,-12.671%,-10.324%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,5.064%,-8.761%,-25.634%,10.600%,11.733%,47.417%,-16.537%,41.557%,22.289%,21.296%,-1.588%,23.445%,-2.006%,29.641%,16.761%,7.877%,8.786%,29.041%,10.393%,8.352%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-578,396","112,757","-718,565","-1,602,130","-620,506","1,223,774","-276,003","-1,766,321","1,255,957","-228,199","361,747","-3,276,875","-489,726","-207,760","903,307","-522,065","-18,671","-398,355","-693,939","-2,269,173",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-6.366%,1.145%,-8.456%,-17.129%,-6.152%,11.239%,-2.992%,-19.360%,11.005%,-2.216%,3.237%,-39.386%,-6.066%,-2.294%,8.572%,-5.088%,-0.202%,-4.150%,-8.330%,-24.385%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,116,036","1,139,445","1,150,685","1,233,267","1,246,097","1,200,915","1,255,675","511,483","1,544,545","1,618,339","1,653,746","1,077,121","1,073,669","1,227,969","1,227,607","1,223,881","1,190,015","1,182,607","1,152,062","1,125,217",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,694,432","-1,026,688","-1,869,250","-2,835,397","-1,866,603","22,859","-1,531,678","-2,277,804","-288,588","-1,846,538","-1,291,999","-4,353,996","-1,563,395","-1,435,729","-324,300","-1,745,946","-1,208,686","-1,580,962","-1,846,001","-3,394,390",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-18.649%,-10.424%,-21.997%,-30.315%,-18.507%,0.210%,-16.604%,-24.966%,-2.529%,-17.929%,-11.561%,-52.333%,-19.367%,-15.855%,-3.078%,-17.014%,-13.066%,-16.471%,-22.159%,-36.477%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,0.798%,3.871%,-,-,-,-,-,-,1.019%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"39,552,507",-,-,-,"42,010,949",-,-,-,"35,985,043",-,-,-,"37,441,134",-,-,-,"34,388,295",Upgrade,Financials in USD,Fiscal year is January - December
