Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"28,000","-48,000","-428,000","41,000","41,000","41,000","42,000","42,000","42,000","42,000","42,000","42,000","42,000","28,000","28,000","28,000","28,000","14,000","22,000","4,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-26,430,000","-25,695,000","-26,374,000","-26,958,000","-24,542,000","-30,654,000","-22,545,000","-25,655,000","-26,111,000","-24,652,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-26,430,000","-25,695,000","-26,374,000","-26,958,000","-24,542,000","-30,654,000","-22,545,000","-25,655,000","-26,111,000","-24,652,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-26,430,000","-25,695,000","-26,374,000","-26,958,000","-24,542,000","-30,654,000","-22,545,000","-25,655,000","-26,111,000","-24,652,000","-24,649,000","-24,448,000","-22,597,000","-21,967,000","-16,793,000","-14,561,000","-13,684,000","-12,959,000","-11,039,000","-10,160,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,341,074","55,765,948","46,246,889","44,958,894","44,266,017","44,188,464","42,536,474","39,434,027","39,420,310","39,258,358","37,448,301","36,836,072","36,759,319","36,708,188","36,643,205","35,089,643","33,273,597","33,054,656","32,897,395","32,910,756",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"56,341,074","55,765,948","46,246,889","44,958,894","44,266,017","44,188,464","42,536,474","39,434,027","39,420,310","39,258,358","37,448,301","36,836,072","36,759,319","36,708,188","36,643,205","35,089,643","33,273,597","33,054,656","32,897,395","32,910,756",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),27.278%,26.200%,8.723%,14.010%,12.292%,12.558%,13.587%,7.053%,7.239%,6.947%,2.197%,4.977%,10.476%,11.053%,11.386%,6.621%,1.730%,550.219%,3847.045%,4231.406%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.469,-0.461,-0.570,-0.600,-0.554,-0.694,-0.530,-0.651,-0.662,-0.628,-0.658,-0.664,-0.615,-0.598,-0.458,-0.415,-0.411,-0.392,-0.336,-0.309,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.469,-0.461,-0.570,-0.600,-0.554,-0.694,-0.530,-0.651,-0.662,-0.628,-0.658,-0.664,-0.615,-0.598,-0.458,-0.415,-0.411,-0.392,-0.336,-0.309,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-21,718,000","-17,523,000","-24,578,000","-20,878,000","-17,645,000","-22,639,000","-21,521,000","-22,782,000","-24,086,000","-20,610,000","31,650,000","-16,461,000","-14,955,000","-16,351,000","-20,340,000","-11,021,000","-11,142,000","-9,727,000","-11,381,000","-10,769,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.385,-0.314,-0.531,-0.464,-0.399,-0.512,-0.506,-0.578,-0.611,-0.525,0.845,-0.447,-0.407,-0.445,-0.555,-0.314,-0.335,-0.294,-0.346,-0.327,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,-,100.000%,100.000%,100.000%,100.000%,100.000%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-613.057%,-607.369%,-672.960%,-1055.889%,-823.277%,-,-479.231%,-831.579%,-934.527%,-781.120%,-826.500%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-540.049%,-531.877%,-625.569%,-962.099%,-741.898%,-,-437.597%,-785.037%,-898.830%,-762.984%,-821.633%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-443.768%,-362.720%,-582.970%,-745.111%,-533.404%,-,-417.721%,-697.124%,-829.122%,-637.883%,1055.000%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-29,463,000","-28,794,000","-27,809,000","-28,962,000","-26,597,000","-32,651,000","-24,093,000","-26,567,000","-26,760,000","-24,936,000","-24,548,000","-24,291,000","-22,429,000","-21,780,000","-16,591,000","-14,349,000","-13,477,000","-12,788,000","-11,542,000","-10,929,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"540,000","548,000","563,000","624,000","637,000","611,000","597,000","609,000","388,000","302,000","247,000","235,000","254,000","249,000","236,000","237,000","234,000","224,000","193,000","139,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-30,003,000","-29,342,000","-28,372,000","-29,586,000","-27,234,000","-33,262,000","-24,690,000","-27,176,000","-27,148,000","-25,238,000","-24,795,000","-24,526,000","-22,683,000","-22,029,000","-16,827,000","-14,586,000","-13,711,000","-13,012,000","-11,735,000","-11,068,000",Upgrade,Financials in USD,Fiscal year is January - December
