Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"43,237,000","54,686,000","25,805,000","45,510,000","17,941,000","28,524,000","29,895,000","36,761,000","22,531,000","82,554,000","77,729,000","107,827,000","94,553,000","96,540,000","79,483,000","86,487,000","84,430,000","75,791,000","76,115,000","76,739,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-5,807,000","-5,802,000","-5,851,000","-5,952,000","-4,396,000","-4,382,000","-4,427,000","-4,028,000","-5,096,000","-3,655,000","-3,010,000","-4,841,000","-4,790,000","-4,745,000","-4,694,000","-4,651,000","-4,603,000","-4,561,000","-4,516,000","-4,689,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,500,000","3,474,000","4,399,000","4,786,000","4,114,000","3,553,000","3,365,000","3,188,000","2,135,000","724,000","322,000","1,336,000","453,000","20,000","30,000","23,000","41,000","158,000","1,302,000","1,538,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-914,000","-973,000","-1,236,000","-680,000","-1,047,000","-1,896,000","-1,346,000","-2,623,000","28,000","-528,000","-250,000","-1,590,000","-652,000","-951,000","-433,000","-433,000","-13,000","30,000","68,000","-7,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"42,016,000","51,385,000","23,117,000","43,664,000","16,612,000","25,799,000","27,487,000","33,298,000","19,598,000","79,095,000","74,791,000","102,732,000","89,564,000","90,864,000","74,386,000","81,426,000","79,855,000","71,418,000","72,969,000","73,581,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-7,985,000",-,-,-,"-12,580,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-35,167,000","-90,664,000","22,007,000","25,522,000","69,340,000","-19,994,000","13,653,000","-352,102,000","266,826,000","-58,600,000","-9,411,000","-42,943,000","33,613,000","45,315,000","55,045,000","11,032,000","-29,368,000","46,698,000","21,915,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,"266,696,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,"-3,300,000",-,-,-,"-1,700,000",-,-,-,"-3,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"-20,662,000",-,-,-,-,-,-,-,-,"-216,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"6,849,000","-39,279,000","45,124,000","61,201,000","85,952,000","5,805,000","41,140,000","-64,688,000","286,424,000","20,495,000","44,718,000","56,489,000","123,177,000","136,179,000","129,431,000","90,758,000","50,487,000","118,116,000","94,884,000","70,265,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,636,000","-4,594,000","8,592,000","-330,000","3,906,000","4,525,000","6,275,000","3,626,000","57,077,000","-876,000","6,860,000","10,839,000","20,531,000","25,333,000","19,736,000","15,742,000","8,866,000","19,891,000","15,932,000","12,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"1,213,000","-34,685,000","36,532,000","61,531,000","82,046,000","1,280,000","34,865,000","-68,314,000","229,347,000","21,371,000","37,858,000","45,650,000","102,646,000","110,846,000","109,695,000","75,016,000","41,621,000","98,225,000","78,952,000","57,862,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"1,213,000","-34,685,000","36,532,000","61,531,000","82,046,000","1,280,000","34,865,000","-68,314,000","229,347,000","21,371,000","37,858,000","45,650,000","102,646,000","110,846,000","109,695,000","75,016,000","41,621,000","98,225,000","78,952,000","57,862,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,"36,176,000","-20,432,000","-22,085,000","-35,305,000","-30,208,000","-21,898,000","-15,572,000","-21,113,000","-13,403,000","-21,381,000","-13,515,000","-11,913,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"1,213,000","-34,685,000","36,532,000","61,531,000","82,046,000","1,280,000","34,865,000","-68,314,000","265,523,000","939,000","15,773,000","10,345,000","72,438,000","88,948,000","94,123,000","53,903,000","28,218,000","76,844,000","65,437,000","45,949,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,213,000","-34,685,000","36,532,000","61,531,000","82,046,000","1,280,000","34,865,000","-68,314,000","265,523,000","939,000","15,773,000","10,345,000","72,438,000","88,948,000","94,123,000","53,903,000","28,218,000","76,844,000","65,437,000","45,949,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-98.522%,-,4.781%,-,-69.100%,36.315%,121.042%,-,266.552%,-98.944%,-83.242%,-80.808%,156.708%,15.751%,43.838%,17.310%,-29.117%,103.614%,93.658%,-82.579%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"62,569,000","62,526,000","63,185,000","63,710,000","64,953,000","65,341,000","67,786,000","69,656,000","69,731,000","69,643,000","69,544,000","69,492,000","69,458,000","88,423,000","101,365,000","101,361,000","101,358,000","101,324,000","101,235,000","101,199,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"62,951,000","62,526,000","84,531,000","84,995,000","86,164,000","65,489,000","89,788,000","69,656,000","95,830,000","69,643,000","93,730,000","81,770,000","81,699,000","100,639,000","113,624,000","113,590,000","113,572,000","113,545,000","113,509,000","113,453,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-26.940%,-4.524%,-5.855%,22.021%,-10.087%,-5.965%,-4.206%,-14.815%,17.296%,-30.799%,-17.509%,-28.013%,-28.064%,-11.366%,0.101%,0.121%,0.138%,0.136%,0.117%,0.136%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.019,-0.555,0.578,0.966,1.263,0.020,0.514,-0.981,3.808,0.013,0.227,0.149,1.043,1.006,0.929,0.532,0.278,0.758,0.646,0.454,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.019,-0.555,0.462,0.761,0.984,0.020,0.418,-0.981,2.804,0.013,0.196,0.141,0.901,0.895,0.839,0.485,0.259,0.687,0.587,0.415,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-98.031%,-,10.403%,-,-64.890%,45.287%,113.846%,-,211.143%,-98.494%,-76.675%,-70.929%,248.249%,30.295%,42.952%,16.775%,-28.359%,100.324%,89.004%,-82.257%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"48,416,000","43,718,000","37,047,000","33,105,000","43,715,000","38,182,000","25,651,000","8,865,000","15,679,000","79,022,000","98,093,000","98,381,000","96,711,000","84,614,000","84,107,000","85,280,000","74,558,000","79,794,000","73,468,000","66,893,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.769,0.699,0.438,0.389,0.507,0.583,0.286,0.127,0.164,1.135,1.047,1.203,1.184,0.841,0.740,0.751,0.656,0.703,0.647,0.590,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,88.734%,88.957%,80.840%,91.262%,84.662%,70.407%,69.967%,80.521%,77.095%,87.171%,93.517%,99.963%,99.541%,99.962%,99.943%,99.758%,98.861%,99.292%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,48.305%,54.742%,33.297%,53.017%,26.674%,35.218%,39.144%,55.865%,33.500%,76.283%,86.309%,100.137%,96.619%,95.768%,92.943%,95.591%,95.192%,96.004%,96.742%,101.011%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,1.355%,-34.720%,47.139%,71.681%,121.985%,1.580%,45.652%,-103.816%,394.789%,0.868%,17.514%,9.607%,74.021%,88.237%,110.062%,59.577%,31.815%,97.337%,83.171%,60.482%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,54.091%,43.763%,47.803%,38.566%,64.995%,47.143%,33.587%,13.472%,23.312%,73.020%,108.921%,91.364%,98.824%,83.937%,98.350%,94.257%,84.062%,101.074%,93.378%,88.051%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"49,772,000","61,146,000","32,299,000","65,872,000","24,479,000","33,501,000","33,723,000","40,860,000","23,941,000","82,689,000","77,774,000","107,828,000","94,555,000","96,542,000","79,487,000","86,490,000","84,435,000","75,793,000","76,122,000","76,758,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,55.606%,61.208%,41.677%,76.738%,36.395%,41.363%,44.156%,62.094%,35.596%,76.408%,86.359%,100.137%,96.621%,95.770%,92.948%,95.594%,95.198%,96.006%,96.751%,101.036%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,535,000","6,460,000","6,494,000","20,362,000","6,538,000","4,977,000","3,828,000","4,099,000","1,410,000","135,000","45,000","1,000","2,000","2,000","4,000","3,000","5,000","2,000","7,000","19,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"43,237,000","54,686,000","25,805,000","45,510,000","17,941,000","28,524,000","29,895,000","36,761,000","22,531,000","82,554,000","77,729,000","107,827,000","94,553,000","96,540,000","79,483,000","86,487,000","84,430,000","75,791,000","76,115,000","76,739,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,48.305%,54.742%,33.297%,53.017%,26.674%,35.218%,39.144%,55.865%,33.500%,76.283%,86.309%,100.137%,96.619%,95.768%,92.943%,95.591%,95.192%,96.004%,96.742%,101.011%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,82.289%,-,19.041%,-,4.544%,77.950%,15.253%,-,19.927%,-,15.341%,19.188%,16.668%,18.603%,15.248%,17.345%,17.561%,16.840%,16.791%,17.652%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"89,508,000","99,898,000","77,499,000","85,840,000","67,259,000","80,992,000","76,372,000","65,803,000","67,257,000","108,220,000","90,059,000","107,680,000","97,862,000",-,-,"90,476,000","88,694,000","78,946,000",-,"75,971,000",Upgrade,Financials in USD,Fiscal year is January - December
