Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-2,549,000","-3,342,000","-3,045,000","-3,604,000","-3,994,000","-4,038,000","-7,602,000","-3,216,000","-3,251,000","-3,208,000","-1,911,000","-3,498,000","-3,505,000","-2,532,000","212,000","-2,491,000","-8,945,000","-2,773,000","902,000","-1,679,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,808,000",-,-,-,"-2,727,000","-1,441,000",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,-,-,-,"12,000","152,000","-48,000","-70,000","-5,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,"-9,000",-,-,-,-,-,-,-,-,"-20,000","-5,000","6,000","2,000","25,000",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-900,000","-800,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"525,000",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-2,549,000","-3,342,000","-3,045,000","-3,604,000","-3,994,000","-4,026,000","-7,459,000","-3,264,000","-3,321,000","-3,213,000","-1,911,000","-3,498,000","-3,505,000","-2,532,000","-2,596,000","-2,511,000","-8,950,000","-2,767,000","-2,723,000","-3,370,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,-,"2,000",-,-,-,"2,000",-,-,-,"2,000",-,"2,000",-,-,-,-,-,"2,000",-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-2,549,000","-3,344,000","-3,045,000","-3,604,000","-3,994,000","-4,028,000","-7,459,000","-3,264,000","-3,321,000","-3,215,000","-1,911,000","-3,500,000","-3,505,000","-2,532,000","-2,596,000","-2,511,000","-8,950,000","-2,769,000","-2,723,000","-3,370,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-2,549,000","-3,344,000","-3,045,000","-3,604,000","-3,994,000","-4,028,000","-7,459,000","-3,264,000","-3,321,000","-3,215,000","-1,911,000","-3,500,000","-3,505,000","-2,532,000","-2,596,000","-2,511,000","-8,950,000","-2,769,000","-2,723,000","-3,370,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"17,994,538","14,663,693","10,027,045","9,115,455","8,718,502","8,717,232","8,715,246","8,713,617","8,712,284","8,710,968","8,705,507","8,705,503","8,705,327","8,696,683","7,652,747","6,859,258","6,565,245","6,529,424","6,526,021","6,523,312",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"17,994,538","14,663,693","10,027,045","9,115,455","8,718,502","8,717,232","8,715,246","8,713,617","8,712,284","8,710,968","8,705,507","8,705,503","8,705,327","8,696,683","7,652,747","6,859,258","6,565,245","6,529,424","6,526,021","6,523,312",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),106.395%,68.215%,15.052%,4.612%,0.071%,0.072%,0.112%,0.093%,0.080%,0.164%,13.757%,26.916%,32.597%,33.192%,17.265%,5.150%,0.727%,2.943%,9.182%,12.223%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.142,-0.228,-0.304,-0.395,-0.458,-0.462,-0.856,-0.375,-0.381,-0.369,-0.220,-0.402,-0.403,-0.291,-0.339,-0.366,-1.363,-0.424,-0.417,-0.517,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.142,-0.230,-0.304,-0.400,-0.458,-0.462,-0.856,-0.375,-0.381,-0.369,-0.220,-0.402,-0.403,-0.291,-0.339,-0.366,-1.363,-0.424,-0.417,-0.517,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-2,655,000","-2,983,000","-2,671,000","-3,522,000","-3,176,000","-5,326,000","-4,895,000","-3,085,000","-2,336,000","-2,488,000","-1,594,000","-3,489,000","-2,172,000","-1,607,000","-2,225,000","-1,785,000","-7,148,000","-2,570,000","-3,209,000","-583,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.148,-0.203,-0.266,-0.386,-0.364,-0.611,-0.562,-0.354,-0.268,-0.286,-0.183,-0.401,-0.250,-0.185,-0.291,-0.260,-1.089,-0.394,-0.492,-0.089,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,-,-,-,-,-,-,-,-,-,-,24.333%,-,-,-,-,-,-,-,-,46.980%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-8693.333%,-8682.051%,-10675.862%,-73600.000%,-,-5593.333%,-4801.852%,-2564.122%,-4355.844%,-,-127.533%,-,-,-,-,-,-,-,-,-1004.362%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-8496.667%,-8574.359%,-10500.000%,-72080.000%,-,-5370.667%,-4604.321%,-2491.603%,-4312.987%,-,-127.400%,-,-,-,-,-,-,-,-,-1130.872%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-8850.000%,-7648.718%,-9210.345%,-70440.000%,-,-7101.333%,-3021.605%,-2354.962%,-3033.766%,-,-106.267%,-,-,-,-,-,-,-,-,-195.638%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-2,540,000","-3,316,000","-3,025,000","-3,609,000","-4,044,000","-4,128,000","-7,720,000","-3,229,000","-3,300,000","-3,189,000","-1,867,000","-3,463,000","-3,473,000","-2,534,000","233,000","-2,482,000","-8,946,000","-2,782,000","794,500","-2,881,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-124.467%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"68,000","70,000","71,000","71,000","71,000","67,000","59,000","130,000","54,000","50,000","46,000","37,000","34,000","25,000","23,000","10,000","4,000","4,000","60,500","112,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-2,608,000","-3,386,000","-3,096,000","-3,680,000","-4,115,000","-4,195,000","-7,779,000","-3,359,000","-3,354,000","-3,239,000","-1,913,000","-3,500,000","-3,507,000","-2,559,000","210,000","-2,492,000","-8,950,000","-2,786,000","734,000","-2,993,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-127.533%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"30,000","39,000","29,000","5,000",-,"75,000","162,000","131,000","77,000",-,"1,500,000",-,-,-,-,-,-,-,-,"298,000",Upgrade,Financials in USD,Fiscal year is April - March
