Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"127,331","138,471","87,443","96,899","105,862","109,194","104,731","93,143","54,300","30,009","2,968","1,932","3,202","20,900","25,670","55,220","76,809","146,587","168,383","207,219",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-5,995","-3,146","-4,903",-274,"-12,600","-14,521","-11,022","-26,340","-13,205","-20,621","10,248","-20,813","-30,002","-17,806","-28,272","-36,028","16,240","-31,690","-10,867","-3,032",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,"1,600,000","5,532",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-203,460","-2,045,223","-2,070,573","-2,071,798","-1,614,259","-2,181,233","-1,945,763","-2,146,425","-1,809,173","-3,287,995","-2,741,665","-2,613,860","-3,315,268","-3,846,174","-3,294,949","-2,213,604","-2,499,499","-2,651,422","-2,214,139","-1,729,125",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"28,273",-,-,-,-,-,"-1,600,000","1,600,000",-,-,"284,709",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"60,977",-,-,-,"989,319",-,-,-,"250,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-203,460","-2,045,223","-2,009,596","-2,071,798","-1,614,259","-2,152,960","-956,444","-2,146,425","-1,809,173","-3,287,995","-2,491,665","-4,213,860","-1,715,268","-3,846,174","-3,294,949","-1,928,895","-2,499,499","-2,651,422","-2,214,139","-1,729,125",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,318",-,-,-,"9,406",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-203,460","-2,045,223","-2,009,596","-2,071,798","-1,614,259","-2,152,960","-956,444","-2,146,425","-1,809,173","-3,287,995","-2,491,665","-4,213,860","-1,715,268","-3,846,174","-3,294,949","-1,960,213","-2,499,499","-2,651,422","-2,214,139","-1,738,531",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-203,460","-2,045,223","-2,009,596","-2,071,798","-1,614,259","-2,152,960","-956,444","-2,146,425","-1,809,173","-3,287,995","-2,491,665","-4,213,860","-1,715,268","-3,846,174","-3,294,949","-1,960,213","-2,499,499","-2,651,422","-2,214,139","-1,738,531",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-203,460","-2,045,223","-2,009,596","-2,071,798","-1,614,259","-2,152,960","-956,444","-2,146,425","-1,809,173","-3,287,995","-2,491,665","-4,213,860","-1,715,268","-3,846,174","-3,294,949","-1,960,213","-2,499,499","-2,651,422","-2,214,139","-1,738,531",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"29,503,143","29,291,259","28,828,282","28,811,196","28,811,061","28,881,061","28,761,469","28,550,932","28,391,894","28,264,157","28,251,324","28,088,397","28,079,157","27,645,366","27,533,268","27,485,195","27,482,157","27,467,366","27,452,490","27,287,165",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"29,503,143","29,291,259","28,828,282","28,811,196","28,811,061","28,881,061","28,761,469","28,550,932","28,391,894","28,264,157","28,251,324","28,088,397","28,079,157","27,645,366","27,533,268","27,485,195","27,482,157","27,467,366","27,452,490","27,287,165",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.402%,1.420%,0.232%,0.912%,1.476%,2.183%,1.806%,1.647%,1.114%,2.238%,2.608%,2.195%,2.172%,0.648%,0.294%,0.726%,1.108%,2.380%,2.766%,2.188%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.007,-0.070,-0.070,-0.072,-0.056,-0.075,-0.033,-0.075,-0.064,-0.116,-0.088,-0.150,-0.061,-0.139,-0.120,-0.071,-0.091,-0.097,-0.081,-0.064,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.007,-0.070,-0.070,-0.072,-0.056,-0.075,-0.033,-0.075,-0.064,-0.116,-0.088,-0.150,-0.061,-0.139,-0.120,-0.071,-0.091,-0.097,-0.081,-0.064,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-201,057","-1,964,375","-1,112,979","-923,380","-1,961,721","-1,654,716","-2,186,938","-1,681,762","-1,776,213","-1,775,417","-2,850,383","-2,635,064","-4,334,098","-2,401,270","-1,906,513","-1,286,984","-1,383,479","-1,907,584","-1,996,345","-1,400,938",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.007,-0.067,-0.039,-0.032,-0.068,-0.057,-0.076,-0.059,-0.063,-0.063,-0.101,-0.094,-0.154,-0.087,-0.069,-0.047,-0.050,-0.069,-0.073,-0.051,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,79.775%,21.752%,56.979%,49.002%,73.337%,5.282%,25.677%,5.275%,31.463%,37.574%,37.580%,-5.853%,43.350%,11.481%,15.148%,26.115%,35.890%,-19.068%,11.792%,1.939%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10.044%,-528.496%,-633.756%,-315.850%,-430.041%,-271.861%,-208.524%,-297.586%,-210.354%,-500.701%,-424.856%,-1339.008%,-475.373%,-410.767%,-714.919%,-645.472%,-622.668%,-527.651%,-752.018%,-446.319%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-10.394%,-529.993%,-600.566%,-301.776%,-406.553%,-257.175%,-97.791%,-288.604%,-205.682%,-499.276%,-384.263%,-1345.035%,-247.539%,-410.437%,-715.484%,-566.671%,-600.320%,-505.735%,-702.072%,-401.353%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.271%,-509.043%,-332.613%,-134.499%,-494.062%,-197.659%,-223.601%,-226.127%,-201.935%,-269.594%,-439.584%,-841.094%,-625.475%,-256.247%,-413.991%,-372.050%,-332.279%,-363.855%,-633.013%,-323.417%,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-196,619","-2,039,445","-2,120,655","-2,168,423","-1,707,521","-2,275,906","-2,039,472","-2,213,228","-1,850,268","-3,297,383","-2,754,881","-4,194,979","-3,294,000","-3,849,268","-3,292,347","-2,232,796","-2,592,548","-2,766,319","-2,371,655","-1,933,312",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-10.044%,-,-,-,-,-271.861%,-208.524%,-297.586%,-210.354%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,957,500","385,896","334,617","686,535","397,060","837,159","978,052","743,726","879,597","658,553","648,427","313,290","692,929","937,092","460,520",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
