Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-6,600,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-23,582,000","-33,365,000","-32,232,000","-22,162,000","-21,888,000","-24,082,000","-30,192,000","-28,180,000","-25,122,000","-26,659,000","-28,067,000","-27,315,000","-30,211,000","-25,910,000","-25,935,000","-27,152,000","-28,816,000","-31,349,000","-37,793,000","-38,973,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"91,000","38,000","54,000","3,854,000","-9,000","54,000","21,000","689,000","709,000","32,000","325,000","1,137,000",-,"312,000",-,"3,374,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-23,673,000","-33,403,000","-32,286,000","-26,016,000","-21,879,000","-24,136,000","-30,213,000","-28,869,000","-25,831,000","-26,691,000","-28,392,000","-28,452,000","-30,211,000","-26,222,000","-25,935,000","-30,526,000","-28,816,000","-31,349,000","-37,793,000","-38,973,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-23,673,000","-33,403,000","-32,286,000","-26,016,000","-21,879,000","-24,136,000","-30,213,000","-28,869,000","-25,831,000","-26,691,000","-28,392,000","-28,452,000","-30,211,000","-26,222,000","-25,935,000","-30,526,000","-28,816,000","-31,349,000","-37,793,000","-38,973,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"43,100,237","36,821,915","33,379,786","36,153,634","32,298,182","23,462,016","23,279,951","23,088,891","22,798,263","22,703,572","22,631,509","22,433,206","22,380,598","22,331,119","22,242,375","22,146,581","22,058,343","21,753,001","21,158,161","20,988,930",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"43,100,237","36,821,915","33,379,786","36,153,634","32,298,182","23,462,016","23,279,951","23,088,891","22,798,263","22,703,572","22,631,509","22,433,206","22,380,598","22,331,119","22,242,375","22,146,581","22,058,343","21,753,001","21,158,161","20,988,930",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),33.445%,56.943%,43.384%,56.585%,41.669%,3.341%,2.865%,2.923%,1.866%,1.668%,1.750%,1.294%,1.461%,2.658%,5.124%,5.516%,5.458%,4.413%,9.401%,29.463%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.549,-0.907,-0.967,-0.720,-0.677,-1.029,-1.298,-1.250,-1.133,-1.176,-1.255,-1.268,-1.350,-1.174,-1.166,-1.378,-1.306,-1.441,-1.786,-1.857,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.549,-0.907,-0.967,-0.720,-0.677,-1.029,-1.298,-1.250,-1.133,-1.176,-1.255,-1.268,-1.350,-1.174,-1.166,-1.378,-1.306,-1.441,-1.786,-1.857,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-27,760,000","-23,832,000","-31,735,000","-13,052,000","-17,399,000","-20,289,000","-25,830,000","-21,765,000","-17,765,000","-24,262,000","-24,021,000","-20,272,000","-18,670,000","-19,014,000","-27,688,000","-21,414,000","-25,740,000","-24,216,000","-35,731,000","-26,192,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.644,-0.647,-0.951,-0.361,-0.539,-0.865,-1.110,-0.943,-0.779,-1.069,-1.061,-0.904,-0.834,-0.851,-1.245,-0.967,-1.167,-1.113,-1.689,-1.248,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,90.267%,89.798%,90.799%,90.285%,88.648%,88.443%,86.825%,87.492%,87.451%,88.882%,88.757%,90.175%,89.041%,89.050%,88.016%,91.815%,91.072%,87.097%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-69.612%,-118.267%,-137.053%,-62.087%,-64.742%,-72.766%,-128.228%,-112.105%,-112.363%,-112.714%,-161.877%,-123.130%,-206.502%,-175.130%,-348.884%,-342.129%,-841.491%,-8548.387%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-93.926%,-152.888%,-171.908%,-110.565%,-104.925%,-114.178%,-175.739%,-159.568%,-160.471%,-160.750%,-209.319%,-175.912%,-266.153%,-201.212%,-346.493%,-383.204%,-832.592%,-8427.151%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-110.141%,-109.081%,-168.974%,-55.470%,-83.440%,-95.979%,-150.244%,-120.302%,-110.362%,-146.121%,-177.094%,-125.337%,-164.479%,-145.902%,-369.913%,-268.817%,-743.716%,-6509.677%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-17,477,000","-25,769,000","-25,617,000","-14,419,000","-13,314,000","-15,173,000","-21,828,000","-20,046,000","-17,848,000","-18,481,000","-21,742,000","-19,702,000","-23,223,000","-22,613,000","-25,923,000","-27,133,000","-29,007,000","-31,704,000","-31,879,000","-39,731,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-69.342%,-117.947%,-136.398%,-61.279%,-63.850%,-71.777%,-126.966%,-110.800%,-110.878%,-111.305%,-160.292%,-121.813%,-204.590%,-173.519%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"68,000","70,000","123,000","190,000","186,000","209,000","217,000","236,000","239,000","234,000","215,000","213,000","217,000","210,000","191,000","121,000","117,000","96,000","82,000","108,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,545,000","-25,839,000","-25,740,000","-14,609,000","-13,500,000","-15,382,000","-22,045,000","-20,282,000","-18,087,000","-18,715,000","-21,957,000","-19,915,000","-23,440,000","-22,823,000","-26,114,000","-27,254,000","-29,124,000","-31,800,000","-31,961,000","-39,839,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-69.612%,-118.267%,-137.053%,-62.087%,-64.742%,-72.766%,-128.228%,-112.105%,-112.362%,-112.714%,-161.877%,-123.130%,-206.502%,-175.130%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
