Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,-,-,-,"-5,000","2,000","3,000",-,"-1,000","11,000","3,000",-,-,-,"5,000",-,-,-,"4,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-3,353,000","-3,827,000","-3,954,000","-4,505,000","-1,418,000","-4,428,000","64,000","-5,936,000","-4,639,000","74,315,000","-4,615,000",-,"-8,375,000","-9,851,000","-8,956,000","-8,918,000","-8,930,000","-6,606,000","-15,925,000","-14,423,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"-12,000","61,000","57,000","-8,216,000","-1,548,000","-2,111,000","-3,652,000","-4,059,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,353,000","-3,827,000","-3,954,000","-4,517,000","-1,357,000","-4,371,000","-8,152,000","-7,484,000","-6,750,000","70,663,000","-8,674,000",-,"-8,375,000","-9,851,000","-8,956,000","-8,918,000","-8,930,000","-6,606,000","-15,925,000","-14,423,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"-740,000","186,000","5,980,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,353,000","-3,827,000","-3,954,000","-4,517,000","-1,357,000","-4,371,000","-8,152,000","-6,744,000","-6,936,000","64,683,000","-8,674,000",-,"-8,375,000","-9,851,000","-8,956,000","-8,918,000","-8,930,000","-6,606,000","-15,925,000","-14,423,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"26,212,902","26,201,650","24,721,964","18,369,000","16,758,322","10,924,294","10,893,954","7,466,000","7,377,363","7,358,009","7,281,187",-,"5,961,224","5,956,002","5,662,828","4,614,500","4,395,625","4,033,093","4,002,870","3,978,650",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"26,212,902","26,201,650","24,721,964","18,369,000","16,758,322","10,924,294","10,893,954","7,466,000","7,377,363","7,379,313","7,281,187",-,"5,961,224","5,956,002","5,662,828","4,614,500","4,395,625","4,033,093","4,002,870","3,978,650",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),56.417%,139.848%,126.933%,146.035%,127.159%,48.039%,49.618%,-,23.756%,23.897%,28.579%,-,35.617%,47.678%,41.469%,15.982%,10.636%,2.230%,1.610%,12.673%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.128,-0.146,-0.160,-0.246,-0.081,-0.400,-0.748,-0.903,-0.940,8.791,-1.191,-,-1.405,-1.654,-1.582,-1.933,-2.032,-1.638,-3.978,-3.625,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.128,-0.146,-0.160,-0.246,-0.081,-0.400,-0.748,-0.903,-0.940,8.762,-1.191,-,-1.405,-1.654,-1.582,-1.933,-2.032,-1.638,-3.978,-3.625,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,936,000","-4,610,000","-2,883,000","-3,949,000","-2,860,000","-5,333,000","-5,350,000","-5,461,000","-5,396,000","-8,815,000","-9,023,000",-,"-4,127,000","-9,938,000","-9,732,000","-7,958,000","-8,178,000","-9,787,000","-14,437,000","-14,397,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.112,-0.176,-0.117,-0.215,-0.171,-0.488,-0.491,-0.731,-0.731,-1.195,-1.239,-,-0.692,-1.669,-1.719,-1.725,-1.860,-2.427,-3.607,-3.619,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,0.376%,-298.194%,-293.151%,-189.431%,-105.190%,25.342%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-1524.199%,-2828.205%,-1568.775%,-,-,-,-,-,-,-463.641%,-2260.722%,-1789.041%,-1252.575%,-660.599%,-233.721%,-4105.699%,-3156.211%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-1607.473%,-1159.829%,-1727.668%,-,-,-,-,-,-,-449.785%,-2223.702%,-1752.642%,-1208.401%,-652.778%,-225.923%,-4125.648%,-3036.421%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-1405.338%,-2444.444%,-2107.905%,-,-,-,-,-,-,-221.643%,-2243.341%,-1904.501%,-1078.320%,-597.807%,-334.713%,-3740.155%,-3030.947%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-3,725,000","-4,246,000","-4,213,000","-4,283,000","-3,309,000","-3,920,000","-5,281,000","-5,786,000","-4,480,000","-5,009,000","-4,895,000",-,"-8,150,000","-9,436,000","-8,692,000","-8,862,000","-8,545,000","-6,342,000","-15,361,000","-14,477,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-216.895%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"24,000","24,000","24,000",-,-,"49,000","47,000","53,000","43,000","45,000","41,000","461,000","483,000","579,000","450,000","382,000","492,000","492,000","487,000","515,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-3,749,000","-4,270,000","-4,237,000","-4,283,000","-3,309,000","-3,969,000","-5,328,000","-5,839,000","-4,523,000","-5,054,000","-4,936,000",-,"-8,633,000","-10,015,000","-9,142,000","-9,244,000","-9,037,000","-6,834,000","-15,848,000","-14,992,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-233.721%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,0.004%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,"1,862,000","443,000","511,000","738,000","1,368,000","2,924,000","386,000","475,000",Upgrade,Financials in USD,Fiscal year is January - December
